Image Name,PSNR (dB),SSIM
im_0101_s85_a05,14.6776,0.6308
im_0101_s85_a06,14.5759,0.5637
im_0101_s90_a04,11.3510,0.4657
im_0101_s90_a05,13.7591,0.5561
im_0101_s90_a06,10.9229,0.4966
im_0101_s95_a04,11.4293,0.5209
im_0101_s95_a05,13.5751,0.6169
im_0101_s95_a06,14.5426,0.6286
im_0102_s100_a04,19.9111,0.6411
im_0102_s100_a05,11.5548,0.5902
im_0102_s100_a06,18.4196,0.6541
im_0102_s80_a04,20.4215,0.7274
im_0102_s80_a05,15.1443,0.5892
im_0102_s80_a06,20.8484,0.6979
im_0102_s85_a04,21.4203,0.7613
im_0102_s85_a05,14.7304,0.6346
im_0102_s85_a06,18.0193,0.6851
im_0102_s90_a04,10.1704,0.5744
im_0102_s90_a05,20.2914,0.6579
im_0102_s90_a06,19.0174,0.6059
im_0102_s95_a04,13.3443,0.6050
im_0102_s95_a05,16.5501,0.7245
im_0102_s95_a06,15.3828,0.6186
im_0103_s100_a04,11.5786,0.4595
im_0103_s100_a05,10.3303,0.4496
im_0103_s100_a06,17.0119,0.4995
im_0103_s80_a04,11.6258,0.4548
im_0103_s80_a05,10.0964,0.3738
im_0103_s80_a06,12.5147,0.4704
im_0103_s85_a04,16.8874,0.4610
im_0103_s85_a05,7.1539,0.3968
im_0103_s85_a06,14.3870,0.3463
im_0103_s90_a04,12.4822,0.3963
im_0103_s90_a05,14.7756,0.3106
im_0103_s90_a06,6.8071,0.3336
im_0103_s95_a04,16.6532,0.4645
im_0103_s95_a05,10.4560,0.3846
im_0103_s95_a06,16.3438,0.3899
im_0104_s100_a04,12.6801,0.6685
im_0104_s100_a05,18.1332,0.5930
im_0104_s100_a06,18.1144,0.7064
im_0104_s80_a04,18.9163,0.7078
im_0104_s80_a05,17.3267,0.6643
im_0104_s80_a06,19.5850,0.7239
im_0104_s85_a04,13.8960,0.6923
im_0104_s85_a05,13.4035,0.7122
im_0104_s85_a06,18.3307,0.7091
im_0104_s90_a04,14.8432,0.6125
im_0104_s90_a05,19.1087,0.6120
im_0104_s90_a06,20.3808,0.7063
im_0104_s95_a04,14.6374,0.6526
im_0104_s95_a05,16.3433,0.6196
im_0104_s95_a06,19.2511,0.6783
im_0105_s100_a04,15.1020,0.6013
im_0105_s100_a05,15.3024,0.5981
im_0105_s100_a06,16.3902,0.6284
im_0105_s80_a04,15.2146,0.5737
im_0105_s80_a05,16.8494,0.5591
im_0105_s80_a06,16.6618,0.6322
im_0105_s85_a04,15.8325,0.5930
im_0105_s85_a05,13.6979,0.6635
im_0105_s85_a06,13.9303,0.5594
im_0105_s90_a04,17.5389,0.6825
im_0105_s90_a05,14.7448,0.5943
im_0105_s90_a06,12.3181,0.5421
im_0105_s95_a04,17.0195,0.7401
im_0105_s95_a05,12.5216,0.5120
im_0105_s95_a06,16.1768,0.6330
im_0106_s100_a04,14.6241,0.5212
im_0106_s100_a05,16.6809,0.6907
im_0106_s100_a06,15.0781,0.6215
im_0106_s80_a04,15.4426,0.6516
im_0106_s80_a05,9.9210,0.4973
im_0106_s80_a06,9.9657,0.5243
im_0106_s85_a04,13.3984,0.5446
im_0106_s85_a05,14.6209,0.6010
im_0106_s85_a06,15.5848,0.5901
im_0106_s90_a04,15.2021,0.5668
im_0106_s90_a05,14.7943,0.5949
im_0106_s90_a06,15.3588,0.6028
im_0106_s95_a04,15.4363,0.6469
im_0106_s95_a05,15.0113,0.5956
im_0106_s95_a06,9.9533,0.5129
im_0107_s100_a04,16.9081,0.5915
im_0107_s100_a05,9.0395,0.4143
im_0107_s100_a06,16.6524,0.5706
im_0107_s80_a04,15.5073,0.5672
im_0107_s80_a05,10.9307,0.4354
im_0107_s80_a06,8.7680,0.3895
im_0107_s85_a04,16.3668,0.5964
im_0107_s85_a05,16.7275,0.6667
im_0107_s85_a06,17.0939,0.6978
im_0107_s90_a04,16.4012,0.6571
im_0107_s90_a05,9.0078,0.3922
im_0107_s90_a06,15.1150,0.4963
im_0107_s95_a04,15.8434,0.5942
im_0107_s95_a05,16.3933,0.6913
im_0107_s95_a06,12.3967,0.5232
im_0108_s100_a04,13.1035,0.6383
im_0108_s100_a05,10.6171,0.6080
im_0108_s100_a06,11.4757,0.6168
im_0108_s80_a04,10.9234,0.5874
im_0108_s80_a05,11.5686,0.6423
im_0108_s80_a06,11.3084,0.6493
im_0108_s85_a04,10.5087,0.6353
im_0108_s85_a05,10.6311,0.6118
im_0108_s85_a06,15.4746,0.6515
im_0108_s90_a04,11.8929,0.5731
im_0108_s90_a05,12.5003,0.5675
im_0108_s90_a06,11.2064,0.6130
im_0108_s95_a04,12.1117,0.6427
im_0108_s95_a05,11.7451,0.5851
im_0108_s95_a06,11.7981,0.6648
im_0109_s100_a04,16.2152,0.6743
im_0109_s100_a05,14.9697,0.6339
im_0109_s100_a06,11.7173,0.6455
im_0109_s80_a04,17.6112,0.5891
im_0109_s80_a05,17.7423,0.6422
im_0109_s80_a06,16.6845,0.7040
im_0109_s85_a04,18.4305,0.6625
im_0109_s85_a05,17.1682,0.6113
im_0109_s85_a06,18.3503,0.6383
im_0109_s90_a04,18.0115,0.6245
im_0109_s90_a05,10.1407,0.5949
im_0109_s90_a06,18.0471,0.7123
im_0109_s95_a04,17.0934,0.6460
im_0109_s95_a05,16.8276,0.6989
im_0109_s95_a06,15.7930,0.7238
im_0110_s100_a04,13.6647,0.4962
im_0110_s100_a05,13.9549,0.5462
im_0110_s100_a06,13.7261,0.5304
im_0110_s80_a04,14.3643,0.5692
im_0110_s80_a05,15.3753,0.6113
im_0110_s80_a06,14.7845,0.5589
im_0110_s85_a04,13.6543,0.5416
im_0110_s85_a05,14.7447,0.6065
im_0110_s85_a06,11.9652,0.5300
im_0110_s90_a04,14.8900,0.6645
im_0110_s90_a05,11.4290,0.5243
im_0110_s90_a06,16.0985,0.6334
im_0110_s95_a04,12.6280,0.5831
im_0110_s95_a05,10.2537,0.4329
im_0110_s95_a06,12.1975,0.4550
im_0111_s100_a04,9.2607,0.4818
im_0111_s100_a05,13.7210,0.6603
im_0111_s100_a06,11.1125,0.6870
im_0111_s80_a04,11.3421,0.6216
im_0111_s80_a05,10.6183,0.6726
im_0111_s80_a06,12.8137,0.6187
im_0111_s85_a04,11.2514,0.6429
im_0111_s85_a05,13.0815,0.5745
im_0111_s85_a06,11.8804,0.5830
im_0111_s90_a04,10.9040,0.6026
im_0111_s90_a05,12.5133,0.6346
im_0111_s90_a06,11.6243,0.5945
im_0111_s95_a04,12.4276,0.6189
im_0111_s95_a05,11.3135,0.5257
im_0111_s95_a06,11.8059,0.6079
im_0112_s100_a04,20.3088,0.5324
im_0112_s100_a05,19.5791,0.5676
im_0112_s100_a06,8.1899,0.4736
im_0112_s80_a04,11.8874,0.4675
im_0112_s80_a05,7.4724,0.3609
im_0112_s80_a06,13.5536,0.5443
im_0112_s85_a04,12.2657,0.5080
im_0112_s85_a05,19.9532,0.5494
im_0112_s85_a06,11.2811,0.4460
im_0112_s90_a04,12.5680,0.5336
im_0112_s90_a05,10.9651,0.4856
im_0112_s90_a06,20.4924,0.6130
im_0112_s95_a04,14.7821,0.4169
im_0112_s95_a05,10.0657,0.4989
im_0112_s95_a06,10.1797,0.4827
im_0113_s100_a04,12.4447,0.5092
im_0113_s100_a05,10.4439,0.5026
im_0113_s100_a06,17.0503,0.5836
im_0113_s80_a04,17.5285,0.6541
im_0113_s80_a05,19.3285,0.6185
im_0113_s80_a06,20.2243,0.7274
im_0113_s85_a04,19.2435,0.6079
im_0113_s85_a05,9.7956,0.4452
im_0113_s85_a06,14.5586,0.5248
im_0113_s90_a04,18.1281,0.6794
im_0113_s90_a05,19.8188,0.6221
im_0113_s90_a06,16.5616,0.6532
im_0113_s95_a04,9.6606,0.5247
im_0113_s95_a05,14.9879,0.5633
im_0113_s95_a06,20.3872,0.6209
im_0114_s100_a04,14.2395,0.6833
im_0114_s100_a05,12.7298,0.6242
im_0114_s100_a06,16.0402,0.6915
im_0114_s80_a04,15.1664,0.6978
im_0114_s80_a05,17.8443,0.6246
im_0114_s80_a06,12.6482,0.6177
im_0114_s85_a04,16.0800,0.7589
im_0114_s85_a05,12.4737,0.6245
im_0114_s85_a06,16.5062,0.6533
im_0114_s90_a04,17.5594,0.6579
im_0114_s90_a05,11.7556,0.6227
im_0114_s90_a06,12.5991,0.5694
im_0114_s95_a04,17.1710,0.7422
im_0114_s95_a05,18.0989,0.7269
im_0114_s95_a06,13.3953,0.7005
im_0115_s100_a04,12.2527,0.5357
im_0115_s100_a05,15.5584,0.6019
im_0115_s100_a06,11.2137,0.5096
im_0115_s80_a04,14.1511,0.5536
im_0115_s80_a05,10.0400,0.4811
im_0115_s80_a06,15.9304,0.4719
im_0115_s85_a04,17.1792,0.5360
im_0115_s85_a05,14.2083,0.5186
im_0115_s85_a06,17.7253,0.6050
im_0115_s90_a04,13.4888,0.5193
im_0115_s90_a05,17.6413,0.6006
im_0115_s90_a06,13.0771,0.4698
im_0115_s95_a04,10.4957,0.4837
im_0115_s95_a05,12.6891,0.5262
im_0115_s95_a06,14.7858,0.5041
im_0116_s100_a04,10.3107,0.5349
im_0116_s100_a05,15.4075,0.5786
im_0116_s100_a06,15.7087,0.5739
im_0116_s80_a04,11.2278,0.5433
im_0116_s80_a05,10.7686,0.4852
im_0116_s80_a06,15.2902,0.5401
im_0116_s85_a04,13.5283,0.5853
im_0116_s85_a05,15.4662,0.5770
im_0116_s85_a06,10.6300,0.5457
im_0116_s90_a04,14.3306,0.5559
im_0116_s90_a05,11.6173,0.5097
im_0116_s90_a06,15.7113,0.5363
im_0116_s95_a04,11.9664,0.5430
im_0116_s95_a05,10.3747,0.5348
im_0116_s95_a06,15.0170,0.6164
im_0117_s100_a04,17.4187,0.6026
im_0117_s100_a05,14.1829,0.4974
im_0117_s100_a06,13.8731,0.6083
im_0117_s80_a04,17.9145,0.5686
im_0117_s80_a05,16.6742,0.6378
im_0117_s80_a06,13.6188,0.6103
im_0117_s85_a04,18.2045,0.6364
im_0117_s85_a05,17.4521,0.6299
im_0117_s85_a06,18.8242,0.6369
im_0117_s90_a04,17.3699,0.6673
im_0117_s90_a05,11.7628,0.5293
im_0117_s90_a06,14.4881,0.6005
im_0117_s95_a04,17.2951,0.6261
im_0117_s95_a05,11.6545,0.5681
im_0117_s95_a06,18.7962,0.7064
im_0118_s100_a04,13.8138,0.4733
im_0118_s100_a05,9.1734,0.3937
im_0118_s100_a06,16.3192,0.5870
im_0118_s80_a04,16.4584,0.5685
im_0118_s80_a05,15.3332,0.5643
im_0118_s80_a06,11.0650,0.4701
im_0118_s85_a04,10.1647,0.4607
im_0118_s85_a05,11.0191,0.5178
im_0118_s85_a06,13.6856,0.5208
im_0118_s90_a04,12.1197,0.4683
im_0118_s90_a05,13.2034,0.5037
im_0118_s90_a06,16.3763,0.5707
im_0118_s95_a04,17.5000,0.6702
im_0118_s95_a05,9.1227,0.4702
im_0118_s95_a06,9.7316,0.4155
im_0119_s100_a04,15.2101,0.6362
im_0119_s100_a05,14.3339,0.6898
im_0119_s100_a06,14.8187,0.6828
im_0119_s80_a04,13.2128,0.6161
im_0119_s80_a05,14.8410,0.6815
im_0119_s80_a06,14.1648,0.5687
im_0119_s85_a04,13.4992,0.5698
im_0119_s85_a05,12.1421,0.5823
im_0119_s85_a06,14.4014,0.6552
im_0119_s90_a04,13.4759,0.6343
im_0119_s90_a05,10.1357,0.5648
im_0119_s90_a06,12.4322,0.5776
im_0119_s95_a04,14.2659,0.5953
im_0119_s95_a05,15.3553,0.6904
im_0119_s95_a06,14.2871,0.6648
im_0120_s100_a04,15.5556,0.5771
im_0120_s100_a05,15.8236,0.5404
im_0120_s100_a06,13.3910,0.4817
im_0120_s80_a04,16.3252,0.6232
im_0120_s80_a05,14.5905,0.5532
im_0120_s80_a06,16.1768,0.5179
im_0120_s85_a04,16.9767,0.4992
im_0120_s85_a05,18.1988,0.6331
im_0120_s85_a06,16.8882,0.6408
im_0120_s90_a04,16.7571,0.6108
im_0120_s90_a05,17.9716,0.6049
im_0120_s90_a06,16.7442,0.6412
im_0120_s95_a04,16.5320,0.6080
im_0120_s95_a05,18.0391,0.6236
im_0120_s95_a06,11.7345,0.5068
im_0121_s100_a04,16.3536,0.6250
im_0121_s100_a05,15.5182,0.5621
im_0121_s100_a06,8.6057,0.3881
im_0121_s80_a04,15.0647,0.5126
im_0121_s80_a05,11.3000,0.4674
im_0121_s80_a06,8.7680,0.3948
im_0121_s85_a04,15.3185,0.5825
im_0121_s85_a05,8.8742,0.4698
im_0121_s85_a06,11.4112,0.5206
im_0121_s90_a04,8.0169,0.4316
im_0121_s90_a05,7.8862,0.4559
im_0121_s90_a06,14.4341,0.4049
im_0121_s95_a04,10.3984,0.5108
im_0121_s95_a05,15.5341,0.4930
im_0121_s95_a06,15.7519,0.4761
im_0122_s100_a04,13.9305,0.5755
im_0122_s100_a05,13.0768,0.5762
im_0122_s100_a06,11.5129,0.5726
im_0122_s80_a04,18.7325,0.5427
im_0122_s80_a05,17.9261,0.5591
im_0122_s80_a06,15.8369,0.6616
im_0122_s85_a04,14.4471,0.5781
im_0122_s85_a05,19.0554,0.6413
im_0122_s85_a06,17.9102,0.5995
im_0122_s90_a04,16.0503,0.6503
im_0122_s90_a05,14.7868,0.5561
im_0122_s90_a06,12.5548,0.5231
im_0122_s95_a04,12.0405,0.6196
im_0122_s95_a05,15.3464,0.6299
im_0122_s95_a06,17.2981,0.5355
im_0123_s100_a04,17.7019,0.5333
im_0123_s100_a05,14.3568,0.3985
im_0123_s100_a06,17.2599,0.5522
im_0123_s80_a04,15.6958,0.4735
im_0123_s80_a05,17.8151,0.5252
im_0123_s80_a06,11.5073,0.4581
im_0123_s85_a04,9.5856,0.4910
im_0123_s85_a05,15.2311,0.4943
im_0123_s85_a06,15.7807,0.4801
im_0123_s90_a04,17.7585,0.4941
im_0123_s90_a05,17.8495,0.5076
im_0123_s90_a06,18.6217,0.5743
im_0123_s95_a04,12.4808,0.4648
im_0123_s95_a05,12.0238,0.4613
im_0123_s95_a06,10.7248,0.4553
im_0124_s100_a04,16.0174,0.7192
im_0124_s100_a05,13.1414,0.5933
im_0124_s100_a06,15.3372,0.6613
im_0124_s80_a04,19.7702,0.7172
im_0124_s80_a05,13.8033,0.5127
im_0124_s80_a06,15.6488,0.6855
im_0124_s85_a04,13.9877,0.5291
im_0124_s85_a05,13.5031,0.5725
im_0124_s85_a06,13.1656,0.6136
im_0124_s90_a04,17.3538,0.6057
im_0124_s90_a05,15.0146,0.6199
im_0124_s90_a06,18.0194,0.6549
im_0124_s95_a04,17.0668,0.6267
im_0124_s95_a05,14.2928,0.7249
im_0124_s95_a06,16.0855,0.7625
im_0125_s100_a04,16.4384,0.5429
im_0125_s100_a05,14.5376,0.6303
im_0125_s100_a06,17.9499,0.6688
im_0125_s80_a04,14.3653,0.5500
im_0125_s80_a05,11.1684,0.5173
im_0125_s80_a06,10.6050,0.4717
im_0125_s85_a04,18.3724,0.5899
im_0125_s85_a05,18.9239,0.5902
im_0125_s85_a06,18.2725,0.6369
im_0125_s90_a04,16.8434,0.4721
im_0125_s90_a05,16.6294,0.5952
im_0125_s90_a06,17.9751,0.6021
im_0125_s95_a04,9.8510,0.5323
im_0125_s95_a05,17.4876,0.5877
im_0125_s95_a06,11.2301,0.5555
im_0126_s100_a04,10.4981,0.5350
im_0126_s100_a05,9.0906,0.5187
im_0126_s100_a06,10.2816,0.5428
im_0126_s80_a04,11.1336,0.5149
im_0126_s80_a05,9.6154,0.4785
im_0126_s80_a06,10.3616,0.5419
im_0126_s85_a04,10.9133,0.5616
im_0126_s85_a05,8.5492,0.5587
im_0126_s85_a06,9.4116,0.5207
im_0126_s90_a04,9.5191,0.4988
im_0126_s90_a05,8.1802,0.5047
im_0126_s90_a06,7.8662,0.4935
im_0126_s95_a04,10.0056,0.5571
im_0126_s95_a05,9.9358,0.5389
im_0126_s95_a06,12.3277,0.5561
im_0127_s100_a04,12.2384,0.4064
im_0127_s100_a05,8.9078,0.2992
im_0127_s100_a06,11.3742,0.3627
im_0127_s80_a04,13.6342,0.4228
im_0127_s80_a05,7.3198,0.2614
im_0127_s80_a06,10.5018,0.3289
im_0127_s85_a04,6.7053,0.2548
im_0127_s85_a05,14.5787,0.4259
im_0127_s85_a06,11.1766,0.3387
im_0127_s90_a04,11.4106,0.3860
im_0127_s90_a05,10.5923,0.2766
im_0127_s90_a06,14.9967,0.4244
im_0127_s95_a04,11.1603,0.3824
im_0127_s95_a05,12.4238,0.3662
im_0127_s95_a06,14.8883,0.4994
im_0128_s100_a04,14.2570,0.6336
im_0128_s100_a05,14.5669,0.4893
im_0128_s100_a06,15.9852,0.6338
im_0128_s80_a04,15.8625,0.5377
im_0128_s80_a05,17.2613,0.6819
im_0128_s80_a06,14.9722,0.5458
im_0128_s85_a04,14.6086,0.6315
im_0128_s85_a05,14.6760,0.6073
im_0128_s85_a06,16.6174,0.6861
im_0128_s90_a04,15.1995,0.4716
im_0128_s90_a05,17.1000,0.6461
im_0128_s90_a06,12.6161,0.5726
im_0128_s95_a04,16.1609,0.6619
im_0128_s95_a05,10.2880,0.6134
im_0128_s95_a06,14.1777,0.6128
im_0129_s100_a04,16.1460,0.6066
im_0129_s100_a05,15.4541,0.5557
im_0129_s100_a06,17.7833,0.5066
im_0129_s80_a04,11.1566,0.4782
im_0129_s80_a05,17.4483,0.5798
im_0129_s80_a06,15.2552,0.5396
im_0129_s85_a04,10.3229,0.5310
im_0129_s85_a05,9.8674,0.4459
im_0129_s85_a06,8.7708,0.4355
im_0129_s90_a04,16.7695,0.5332
im_0129_s90_a05,18.7401,0.6370
im_0129_s90_a06,17.5342,0.5097
im_0129_s95_a04,9.5710,0.4535
im_0129_s95_a05,18.4317,0.6323
im_0129_s95_a06,18.6159,0.6816
im_0130_s100_a04,14.8017,0.5548
im_0130_s100_a05,8.3683,0.4097
im_0130_s100_a06,7.2489,0.3614
im_0130_s80_a04,11.4208,0.4955
im_0130_s80_a05,9.8370,0.4713
im_0130_s80_a06,11.0134,0.4704
im_0130_s85_a04,15.0015,0.6000
im_0130_s85_a05,13.5481,0.5019
im_0130_s85_a06,8.3384,0.4923
im_0130_s90_a04,10.1712,0.4733
im_0130_s90_a05,14.6611,0.5738
im_0130_s90_a06,14.0412,0.5761
im_0130_s95_a04,13.8991,0.5733
im_0130_s95_a05,14.1523,0.5771
im_0130_s95_a06,11.5329,0.5066
im_0131_s100_a04,15.8475,0.6193
im_0131_s100_a05,11.2458,0.5164
im_0131_s100_a06,15.3643,0.5348
im_0131_s80_a04,13.0536,0.5520
im_0131_s80_a05,13.5770,0.5650
im_0131_s80_a06,13.9363,0.5767
im_0131_s85_a04,14.6879,0.5528
im_0131_s85_a05,11.5332,0.4853
im_0131_s85_a06,14.4793,0.4631
im_0131_s90_a04,16.2436,0.4850
im_0131_s90_a05,17.1158,0.5589
im_0131_s90_a06,18.1583,0.5802
im_0131_s95_a04,14.6739,0.4657
im_0131_s95_a05,12.7696,0.5201
im_0131_s95_a06,13.6524,0.4638
im_0132_s100_a04,19.4058,0.6852
im_0132_s100_a05,9.0897,0.4666
im_0132_s100_a06,13.6833,0.5560
im_0132_s80_a04,16.9571,0.5875
im_0132_s80_a05,15.6359,0.5014
im_0132_s80_a06,8.1063,0.4335
im_0132_s85_a04,13.7988,0.5884
im_0132_s85_a05,15.5265,0.5506
im_0132_s85_a06,18.8828,0.6102
im_0132_s90_a04,12.1052,0.5286
im_0132_s90_a05,16.1850,0.5860
im_0132_s90_a06,10.9440,0.4845
im_0132_s95_a04,9.4042,0.4381
im_0132_s95_a05,13.0849,0.5572
im_0132_s95_a06,12.1419,0.5018
im_0133_s100_a04,10.1887,0.3576
im_0133_s100_a05,7.5497,0.3245
im_0133_s100_a06,10.6325,0.4113
im_0133_s80_a04,12.5417,0.4945
im_0133_s80_a05,12.6201,0.4028
im_0133_s80_a06,9.6527,0.4353
im_0133_s85_a04,10.9702,0.4436
im_0133_s85_a05,13.2436,0.4684
im_0133_s85_a06,10.1374,0.4235
im_0133_s90_a04,10.1997,0.3404
im_0133_s90_a05,12.6335,0.4761
im_0133_s90_a06,13.9760,0.5199
im_0133_s95_a04,8.2252,0.3575
im_0133_s95_a05,10.3222,0.3742
im_0133_s95_a06,13.8974,0.4971
im_0134_s100_a04,16.5450,0.6786
im_0134_s100_a05,16.0320,0.6501
im_0134_s100_a06,11.0580,0.5901
im_0134_s80_a04,15.8329,0.6791
im_0134_s80_a05,14.4222,0.6761
im_0134_s80_a06,15.1186,0.6546
im_0134_s85_a04,15.9679,0.6293
im_0134_s85_a05,17.9162,0.7446
im_0134_s85_a06,17.2101,0.6987
im_0134_s90_a04,14.6738,0.6186
im_0134_s90_a05,16.9247,0.6125
im_0134_s90_a06,14.3478,0.6072
im_0134_s95_a04,15.8568,0.6240
im_0134_s95_a05,16.8078,0.6651
im_0134_s95_a06,16.7908,0.6252
im_0135_s100_a04,12.7141,0.6037
im_0135_s100_a05,15.2096,0.6395
im_0135_s100_a06,10.4841,0.5024
im_0135_s80_a04,16.2171,0.5933
im_0135_s80_a05,14.4055,0.5868
im_0135_s80_a06,13.9706,0.5392
im_0135_s85_a04,17.0633,0.7075
im_0135_s85_a05,15.1409,0.6343
im_0135_s85_a06,12.2336,0.6062
im_0135_s90_a04,15.8195,0.6402
im_0135_s90_a05,16.2668,0.5534
im_0135_s90_a06,15.5310,0.4698
im_0135_s95_a04,11.4090,0.5482
im_0135_s95_a05,15.7290,0.6032
im_0135_s95_a06,17.0049,0.6565
im_0136_s100_a04,14.7154,0.6761
im_0136_s100_a05,12.9998,0.5376
im_0136_s100_a06,12.6640,0.5430
im_0136_s80_a04,16.7370,0.5570
im_0136_s80_a05,13.5544,0.5853
im_0136_s80_a06,16.0139,0.5730
im_0136_s85_a04,12.3443,0.5551
im_0136_s85_a05,12.9161,0.5552
im_0136_s85_a06,16.5205,0.7137
im_0136_s90_a04,13.3697,0.5077
im_0136_s90_a05,15.8425,0.6058
im_0136_s90_a06,15.6146,0.5830
im_0136_s95_a04,10.8314,0.5063
im_0136_s95_a05,18.7958,0.7331
im_0136_s95_a06,18.2921,0.6947
im_0137_s100_a04,18.2032,0.6030
im_0137_s100_a05,7.9928,0.4400
im_0137_s100_a06,18.7254,0.5168
im_0137_s80_a04,9.4022,0.5192
im_0137_s80_a05,16.7752,0.4603
im_0137_s80_a06,17.8004,0.6057
im_0137_s85_a04,12.4623,0.5034
im_0137_s85_a05,17.9776,0.6138
im_0137_s85_a06,13.9705,0.5112
im_0137_s90_a04,16.9202,0.4323
im_0137_s90_a05,17.8993,0.4479
im_0137_s90_a06,13.7431,0.3820
im_0137_s95_a04,17.3014,0.5560
im_0137_s95_a05,9.3760,0.5084
im_0137_s95_a06,8.8693,0.5203
im_0138_s100_a04,11.8123,0.5894
im_0138_s100_a05,10.3723,0.5414
im_0138_s100_a06,13.6857,0.6139
im_0138_s80_a04,9.5450,0.5130
im_0138_s80_a05,13.5663,0.6144
im_0138_s80_a06,13.1497,0.6262
im_0138_s85_a04,8.9318,0.5464
im_0138_s85_a05,10.5164,0.5718
im_0138_s85_a06,10.8178,0.6087
im_0138_s90_a04,12.2869,0.5578
im_0138_s90_a05,12.1117,0.5229
im_0138_s90_a06,12.7795,0.5666
im_0138_s95_a04,10.6050,0.5311
im_0138_s95_a05,10.4180,0.5980
im_0138_s95_a06,11.8058,0.5492
im_0139_s100_a04,10.2933,0.4961
im_0139_s100_a05,14.6162,0.5682
im_0139_s100_a06,14.4477,0.5119
im_0139_s80_a04,17.4830,0.5704
im_0139_s80_a05,17.7554,0.6206
im_0139_s80_a06,16.6989,0.6135
im_0139_s85_a04,15.2128,0.5563
im_0139_s85_a05,16.0366,0.5796
im_0139_s85_a06,15.7228,0.6476
im_0139_s90_a04,17.4871,0.5120
im_0139_s90_a05,16.2493,0.5555
im_0139_s90_a06,16.5991,0.4785
im_0139_s95_a04,13.1009,0.5748
im_0139_s95_a05,15.8677,0.5431
im_0139_s95_a06,14.6608,0.6138
im_0140_s100_a04,11.1488,0.6110
im_0140_s100_a05,13.4615,0.6242
im_0140_s100_a06,9.6918,0.5745
im_0140_s80_a04,8.5146,0.5730
im_0140_s80_a05,8.4247,0.5499
im_0140_s80_a06,8.5992,0.6354
im_0140_s85_a04,7.3597,0.5507
im_0140_s85_a05,12.4523,0.6349
im_0140_s85_a06,10.6739,0.6532
im_0140_s90_a04,12.8696,0.6684
im_0140_s90_a05,11.9745,0.6264
im_0140_s90_a06,8.5477,0.5710
im_0140_s95_a04,14.8613,0.6799
im_0140_s95_a05,8.2260,0.5403
im_0140_s95_a06,9.4452,0.5637
im_0141_s100_a04,13.7396,0.6314
im_0141_s100_a05,16.1901,0.6534
im_0141_s100_a06,17.0689,0.6810
im_0141_s80_a04,15.0549,0.6743
im_0141_s80_a05,16.4935,0.7172
im_0141_s80_a06,16.3350,0.7054
im_0141_s85_a04,15.7769,0.6966
im_0141_s85_a05,17.8874,0.7383
im_0141_s85_a06,16.8838,0.7398
im_0141_s90_a04,17.7865,0.7198
im_0141_s90_a05,16.3846,0.6101
im_0141_s90_a06,16.3321,0.5966
im_0141_s95_a04,14.6894,0.6523
im_0141_s95_a05,15.1200,0.5738
im_0141_s95_a06,15.5214,0.6898
im_0142_s100_a04,17.5741,0.6293
im_0142_s100_a05,14.5556,0.5092
im_0142_s100_a06,17.5677,0.6049
im_0142_s80_a04,17.0619,0.5201
im_0142_s80_a05,12.8133,0.4413
im_0142_s80_a06,12.6200,0.5225
im_0142_s85_a04,16.8592,0.6526
im_0142_s85_a05,16.8333,0.5745
im_0142_s85_a06,17.4318,0.5322
im_0142_s90_a04,17.1868,0.5550
im_0142_s90_a05,16.8929,0.6090
im_0142_s90_a06,16.8563,0.5829
im_0142_s95_a04,17.4350,0.5509
im_0142_s95_a05,17.1511,0.5527
im_0142_s95_a06,18.4648,0.6408
im_0143_s100_a04,12.4614,0.5801
im_0143_s100_a05,7.5525,0.5125
im_0143_s100_a06,13.5117,0.6195
im_0143_s80_a04,8.9145,0.5243
im_0143_s80_a05,7.5596,0.5328
im_0143_s80_a06,8.9851,0.5569
im_0143_s85_a04,9.9386,0.5950
im_0143_s85_a05,10.6979,0.6057
im_0143_s85_a06,12.2243,0.6506
im_0143_s90_a04,12.0406,0.5365
im_0143_s90_a05,9.1820,0.5343
im_0143_s90_a06,6.7661,0.4979
im_0143_s95_a04,13.6529,0.6307
im_0143_s95_a05,14.0229,0.5752
im_0143_s95_a06,8.1935,0.5406
im_0144_s100_a04,13.0465,0.5798
im_0144_s100_a05,12.5217,0.5950
im_0144_s100_a06,12.9239,0.6049
im_0144_s80_a04,14.1495,0.5578
im_0144_s80_a05,11.6249,0.5565
im_0144_s80_a06,14.2009,0.6259
im_0144_s85_a04,11.6005,0.5580
im_0144_s85_a05,13.6055,0.5841
im_0144_s85_a06,12.9684,0.5857
im_0144_s90_a04,12.0640,0.5715
im_0144_s90_a05,11.8417,0.5662
im_0144_s90_a06,14.9232,0.5675
im_0144_s95_a04,15.5470,0.6264
im_0144_s95_a05,10.4360,0.5342
im_0144_s95_a06,15.6374,0.6334
im_0145_s100_a04,14.9284,0.6354
im_0145_s100_a05,11.2065,0.5803
im_0145_s100_a06,12.6963,0.6134
im_0145_s80_a04,15.8093,0.6508
im_0145_s80_a05,11.6731,0.5304
im_0145_s80_a06,15.4712,0.6604
im_0145_s85_a04,14.7170,0.6578
im_0145_s85_a05,15.5224,0.5995
im_0145_s85_a06,13.1005,0.6173
im_0145_s90_a04,14.0375,0.5648
im_0145_s90_a05,10.4604,0.4835
im_0145_s90_a06,14.2955,0.5810
