Image Name,PSNR (dB),SSIM
M1135_0-0_M1135_0-0-Webcam-R-063,21.1905,0.4785
M1135_0-0_M1135_0-0-Webcam-R-064,21.1837,0.4777
M1135_0-0_M1135_0-0-Webcam-R-065,21.1901,0.4758
M1135_0-0_M1135_0-0-Webcam-R-066,21.1697,0.4677
M1135_0-0_M1135_0-0-Webcam-R-067,21.1663,0.4693
M1135_0-0_M1135_0-0-Webcam-R-068,21.1545,0.4684
M1135_0-0_M1135_0-0-Webcam-R-069,21.1541,0.4684
M1135_0-0_M1135_0-0-Webcam-R-070,21.1486,0.4684
M1135_0-0_M1135_0-0-Webcam-R-071,21.1475,0.4691
M1135_0-0_M1135_0-0-Webcam-R-072,21.1596,0.4680
M1135_0-0_M1135_0-0-Webcam-R-073,21.1662,0.4686
M1135_0-0_M1135_0-0-Webcam-R-074,21.1889,0.4691
M1135_0-0_M1135_0-0-Webcam-R-075,21.1889,0.4691
M1135_0-0_M1135_0-0-Webcam-R-076,21.1880,0.4694
M1135_0-0_M1135_0-0-Webcam-R-077,21.1714,0.4682
M1135_0-0_M1135_0-0-Webcam-R-078,21.2028,0.4709
M1135_0-0_M1135_0-0-Webcam-R-079,21.2036,0.4711
M1135_0-0_M1135_0-0-Webcam-R-080,21.1973,0.4709
M1135_0-0_M1135_0-0-Webcam-R-081,21.1973,0.4709
M1135_0-0_M1135_0-0-Webcam-R-082,21.1950,0.4707
M1135_0-0_M1135_0-0-Webcam-R-083,21.1970,0.4707
M1135_0-0_M1135_0-0-Webcam-R-084,21.1663,0.4677
M1135_0-0_M1135_0-0-Webcam-R-085,21.1663,0.4677
M1135_0-0_M1135_0-0-Webcam-R-086,21.1651,0.4679
M1135_0-0_M1135_0-0-Webcam-R-087,21.1651,0.4679
M1135_0-0_M1135_0-0-Webcam-R-088,21.1636,0.4676
M1135_0-0_M1135_0-0-Webcam-R-089,21.1805,0.4681
M1135_0-0_M1135_0-0-Webcam-R-090,21.3377,0.4793
M1135_0-0_M1135_0-0-Webcam-R-091,21.3377,0.4793
M1135_0-0_M1135_0-0-Webcam-R-092,21.3360,0.4792
M1135_0-0_M1135_0-0-Webcam-R-093,21.3360,0.4792
M1135_0-0_M1135_0-0-Webcam-R-094,21.3362,0.4792
M1135_0-0_M1135_0-0-Webcam-R-095,21.3362,0.4792
M1135_0-0_M1135_0-0-Webcam-R-096,21.3362,0.4792
M1135_0-0_M1135_0-0-Webcam-R-097,21.3362,0.4792
M1135_0-0_M1135_0-0-Webcam-R-098,21.3313,0.4780
M1135_0-0_M1135_0-0-Webcam-R-099,21.3313,0.4780
M1135_0-0_M1135_0-0-Webcam-R-100,21.3318,0.4782
M1135_0-0_M1135_0-0-Webcam-R-101,21.3347,0.4782
M1135_0-0_M1135_0-0-Webcam-R-102,21.3347,0.4782
M1135_0-0_M1135_0-0-Webcam-R-103,21.3329,0.4780
M1135_0-0_M1135_0-0-Webcam-R-104,21.3373,0.4774
M1135_0-0_M1135_0-0-Webcam-R-105,21.3373,0.4774
M1135_0-0_M1135_0-0-Webcam-R-106,21.3564,0.4785
M1135_0-0_M1135_0-0-Webcam-R-107,21.3563,0.4785
M1135_0-0_M1135_0-0-Webcam-R-108,21.3579,0.4786
M1135_0-0_M1135_0-0-Webcam-R-109,21.3553,0.4776
M1135_0-0_M1135_0-0-Webcam-R-110,21.3624,0.4787
M1135_0-0_M1135_0-0-Webcam-R-111,21.3624,0.4787
M1135_0-0_M1135_0-0-Webcam-R-112,21.3569,0.4786
M1135_0-0_M1135_0-0-Webcam-R-113,21.3512,0.4786
M1135_0-0_M1135_0-0-Webcam-R-114,21.5014,0.4954
M1135_0-0_M1135_0-0-Webcam-R-115,21.4362,0.4883
M1135_0-0_M1135_0-0-Webcam-R-116,21.4362,0.4883
M1135_0-0_M1135_0-0-Webcam-R-117,21.4362,0.4883
M1135_0-0_M1135_0-0-Webcam-R-118,21.4351,0.4883
M1135_0-0_M1135_0-0-Webcam-R-119,21.4368,0.4884
M1135_0-0_M1135_0-0-Webcam-R-120,21.3746,0.4824
M1135_0-0_M1135_0-0-Webcam-R-121,21.3176,0.4797
M1135_0-0_M1135_0-0-Webcam-R-122,21.3132,0.4800
M1135_0-0_M1135_0-0-Webcam-R-123,21.3132,0.4800
M1135_0-0_M1135_0-0-Webcam-R-124,21.3165,0.4802
M1135_0-0_M1135_0-0-Webcam-R-125,21.2954,0.4790
M1135_0-0_M1135_0-0-Webcam-R-126,21.3143,0.4801
M1135_0-0_M1135_0-0-Webcam-R-127,21.3164,0.4797
M1135_0-0_M1135_0-0-Webcam-R-128,21.3164,0.4797
M1135_0-0_M1135_0-0-Webcam-R-129,21.3164,0.4797
M1135_0-0_M1135_0-0-Webcam-R-130,21.2829,0.4782
M1135_0-0_M1135_0-0-Webcam-R-131,21.3011,0.4758
M1135_0-0_M1135_0-0-Webcam-R-132,21.3011,0.4758
M1135_0-0_M1135_0-0-Webcam-R-133,21.3019,0.4752
M1135_0-0_M1135_0-0-Webcam-R-134,21.2797,0.4734
M1135_0-0_M1135_0-0-Webcam-R-135,21.2797,0.4734
M1135_0-0_M1135_0-0-Webcam-R-136,21.2760,0.4731
M1135_0-0_M1135_0-0-Webcam-R-137,21.2850,0.4735
M1135_0-0_M1135_0-0-Webcam-R-138,21.3995,0.4869
M1135_0-0_M1135_0-0-Webcam-R-139,21.3516,0.4837
M1135_0-0_M1135_0-0-Webcam-R-140,21.3509,0.4830
M1135_0-0_M1135_0-0-Webcam-R-141,21.3509,0.4830
M1135_0-0_M1135_0-0-Webcam-R-142,21.3488,0.4827
M1135_0-0_M1135_0-0-Webcam-R-143,21.3574,0.4830
M1135_0-0_M1135_0-0-Webcam-R-144,21.3531,0.4833
M1135_0-0_M1135_0-0-Webcam-R-145,21.3555,0.4824
M1135_0-0_M1135_0-0-Webcam-R-146,21.3677,0.4819
M1135_0-0_M1135_0-0-Webcam-R-147,21.3677,0.4819
M1135_0-0_M1135_0-0-Webcam-R-148,21.3780,0.4830
M1135_0-0_M1135_0-0-Webcam-R-149,21.3836,0.4826
M1135_0-0_M1135_0-0-Webcam-R-150,21.3938,0.4841
M1135_0-0_M1135_0-0-Webcam-R-151,21.3883,0.4837
M1135_0-0_M1135_0-0-Webcam-R-152,21.3805,0.4841
M1135_0-0_M1135_0-0-Webcam-R-153,21.3805,0.4841
M1135_0-0_M1135_0-0-Webcam-R-154,21.3727,0.4837
M1135_0-0_M1135_0-0-Webcam-R-155,21.4099,0.4852
M1135_0-0_M1135_0-0-Webcam-R-156,21.4099,0.4852
M1135_0-0_M1135_0-0-Webcam-R-157,21.4147,0.4853
M1135_0-0_M1135_0-0-Webcam-R-158,21.4161,0.4856
M1135_0-0_M1135_0-0-Webcam-R-159,21.4161,0.4856
M1135_0-0_M1135_0-0-Webcam-R-160,21.3454,0.4854
M1135_0-0_M1135_0-0-Webcam-R-161,21.4206,0.4856
M1135_0-0_M1135_0-0-Webcam-R-162,21.5937,0.5029
M1135_0-0_M1135_0-0-Webcam-R-163,21.5667,0.4945
M1135_0-0_M1135_0-0-Webcam-R-164,21.5596,0.4914
M1135_0-0_M1135_0-0-Webcam-R-165,21.5584,0.4914
M1135_0-0_M1135_0-0-Webcam-R-166,21.5537,0.4922
M1135_0-0_M1135_0-0-Webcam-R-167,21.5599,0.4926
M1135_0-0_M1135_0-0-Webcam-R-168,21.4905,0.4896
M1135_0-0_M1135_0-0-Webcam-R-169,21.5493,0.4923
M1135_0-0_M1135_0-0-Webcam-R-170,21.5493,0.4923
M1135_0-0_M1135_0-0-Webcam-R-171,21.5493,0.4923
M1135_0-0_M1135_0-0-Webcam-R-172,21.5493,0.4923
M1135_0-0_M1135_0-0-Webcam-R-173,21.5493,0.4923
M1135_0-0_M1135_0-0-Webcam-R-174,21.5493,0.4923
M1135_0-0_M1135_0-0-Webcam-R-175,21.5507,0.4921
M1135_0-0_M1135_0-0-Webcam-R-176,21.5507,0.4921
M1135_0-0_M1135_0-0-Webcam-R-177,21.5507,0.4921
M1135_0-0_M1135_0-0-Webcam-R-178,21.5507,0.4921
M1135_0-0_M1135_0-0-Webcam-R-179,21.5507,0.4921
M1135_0-0_M1135_0-0-Webcam-R-180,21.5048,0.4882
M1135_0-0_M1135_0-0-Webcam-R-181,21.5048,0.4882
M1135_0-0_M1135_0-0-Webcam-R-182,21.5118,0.4887
M1135_0-0_M1135_0-0-Webcam-R-183,21.5118,0.4887
M1135_0-0_M1135_0-0-Webcam-R-184,21.5118,0.4887
M1135_0-0_M1135_0-0-Webcam-R-185,21.5118,0.4887
M1135_0-0_M1135_0-0-Webcam-R-186,21.9721,0.5168
M1135_0-0_M1135_0-0-Webcam-R-187,21.8993,0.5135
M1135_0-0_M1135_0-0-Webcam-R-188,21.8993,0.5135
M1135_0-0_M1135_0-0-Webcam-R-189,21.8993,0.5135
M1135_0-0_M1135_0-0-Webcam-R-190,21.8993,0.5135
M1135_0-0_M1135_0-0-Webcam-R-191,21.8993,0.5135
M1135_0-0_M1135_0-0-Webcam-R-192,21.8993,0.5135
M1135_0-0_M1135_0-0-Webcam-R-193,21.8993,0.5135
M1135_0-0_M1135_0-0-Webcam-R-194,21.8993,0.5135
M1135_0-0_M1135_0-0-Webcam-R-195,21.8993,0.5135
M1135_0-0_M1135_0-0-Webcam-R-196,21.8993,0.5135
M1135_0-0_M1135_0-0-Webcam-R-197,21.8993,0.5135
M1135_0-0_M1135_0-0-Webcam-R-198,21.9102,0.5144
M1135_0-0_M1135_0-0-Webcam-R-199,21.9102,0.5144
M1135_0-0_M1135_0-0-Webcam-R-200,21.9086,0.5144
M1135_0-0_M1135_0-0-Webcam-R-201,21.9086,0.5144
M1135_0-0_M1135_0-0-Webcam-R-202,21.9086,0.5144
M1135_0-0_M1135_0-0-Webcam-R-203,21.9086,0.5144
M1135_0-0_M1135_0-0-Webcam-R-204,21.9086,0.5144
M1135_0-0_M1135_0-0-Webcam-R-205,21.9086,0.5144
M1135_0-0_M1135_0-0-Webcam-R-206,21.9086,0.5144
M1135_0-0_M1135_0-0-Webcam-R-207,21.9086,0.5144
M1135_0-0_M1135_0-0-Webcam-R-208,21.9086,0.5144
M1135_0-0_M1135_0-0-Webcam-R-209,21.9086,0.5144
M1135_0-0_M1135_0-0-Webcam-R-210,21.6077,0.5012
M1135_0-0_M1135_0-0-Webcam-R-211,21.6170,0.5020
M1135_0-0_M1135_0-0-Webcam-R-212,21.6170,0.5020
M1135_0-0_M1135_0-0-Webcam-R-213,21.6170,0.5020
M1135_0-0_M1135_0-0-Webcam-R-214,21.6135,0.5009
M1135_0-0_M1135_0-0-Webcam-R-215,21.6435,0.5028
M1135_0-0_M1135_0-0-Webcam-R-216,21.6449,0.5026
M1135_0-0_M1135_0-0-Webcam-R-217,21.6449,0.5026
M1135_0-0_M1135_0-0-Webcam-R-218,21.6449,0.5026
M1135_0-0_M1135_0-0-Webcam-R-219,21.6449,0.5026
M1135_0-0_M1135_0-0-Webcam-R-220,21.6449,0.5026
M1135_0-0_M1135_0-0-Webcam-R-221,21.6449,0.5026
M1135_0-0_M1135_0-0-Webcam-R-222,21.6449,0.5026
M1135_0-0_M1135_0-0-Webcam-R-223,21.6449,0.5026
M1135_0-0_M1135_0-0-Webcam-R-224,21.6449,0.5026
M1135_0-0_M1135_0-0-Webcam-R-225,21.6449,0.5026
M1135_0-0_M1135_0-0-Webcam-R-226,21.6449,0.5026
M1135_0-0_M1135_0-0-Webcam-R-227,21.6449,0.5026
M1135_0-0_M1135_0-0-Webcam-R-228,21.6449,0.5026
M1135_0-0_M1135_0-0-Webcam-R-229,21.6449,0.5026
M1135_0-0_M1135_0-0-Webcam-R-230,21.6431,0.5025
M1135_0-0_M1135_0-0-Webcam-R-231,21.6431,0.5025
M1135_0-0_M1135_0-0-Webcam-R-232,21.6431,0.5025
M1135_0-0_M1135_0-0-Webcam-R-233,21.6431,0.5025
M1135_0-0_M1135_0-0-Webcam-R-234,21.6700,0.5056
M1135_0-0_M1135_0-0-Webcam-R-235,21.6132,0.5012
M1135_0-0_M1135_0-0-Webcam-R-236,21.6132,0.5012
M1135_0-0_M1135_0-0-Webcam-R-237,21.6132,0.5012
M1135_0-0_M1135_0-0-Webcam-R-238,21.6132,0.5012
M1135_0-0_M1135_0-0-Webcam-R-239,21.6132,0.5012
M1135_0-0_M1135_0-0-Webcam-R-240,21.5644,0.4994
M1135_0-0_M1135_0-0-Webcam-R-241,21.5644,0.4994
M1135_0-0_M1135_0-0-Webcam-R-242,21.5644,0.4994
M1135_0-0_M1135_0-0-Webcam-R-243,21.5644,0.4994
M1135_0-0_M1135_0-0-Webcam-R-244,21.5644,0.4994
M1135_0-0_M1135_0-0-Webcam-R-245,21.5644,0.4994
M1135_0-0_M1135_0-0-Webcam-R-246,21.5554,0.4979
M1135_0-0_M1135_0-0-Webcam-R-247,21.5514,0.4990
M1135_0-0_M1135_0-0-Webcam-R-248,21.5471,0.4979
M1135_0-0_M1135_0-0-Webcam-R-249,21.5477,0.4981
M1135_0-0_M1135_0-0-Webcam-R-250,21.5616,0.4990
M1135_0-0_M1135_0-0-Webcam-R-251,21.5616,0.4990
M1135_0-0_M1135_0-0-Webcam-R-252,21.5616,0.4990
M1135_0-0_M1135_0-0-Webcam-R-253,21.5675,0.4993
M1135_0-0_M1135_0-0-Webcam-R-254,21.5675,0.4993
M1135_0-0_M1135_0-0-Webcam-R-255,21.5675,0.4993
M1135_0-0_M1135_0-0-Webcam-R-256,21.5675,0.4993
M1135_0-0_M1135_0-0-Webcam-R-257,21.5675,0.4993
M1135_0-0_M1135_0-0-Webcam-R-258,21.6311,0.5063
M1135_0-0_M1135_0-0-Webcam-R-259,21.5777,0.5000
M1135_0-0_M1135_0-0-Webcam-R-260,21.5791,0.4994
M1135_0-0_M1135_0-0-Webcam-R-261,21.5791,0.4994
M1135_0-0_M1135_0-0-Webcam-R-262,21.5797,0.4993
M1135_0-0_M1135_0-0-Webcam-R-263,21.5797,0.4993
M1135_0-0_M1135_0-0-Webcam-R-264,21.5594,0.4972
M1135_0-0_M1135_0-0-Webcam-R-265,21.5677,0.4987
M1135_0-0_M1135_0-0-Webcam-R-266,21.5424,0.4979
M1135_0-0_M1135_0-0-Webcam-R-267,21.5424,0.4979
M1135_0-0_M1135_0-0-Webcam-R-268,21.5766,0.4961
M1135_0-0_M1135_0-0-Webcam-R-269,21.5742,0.4961
M1135_0-0_M1135_0-0-Webcam-R-270,21.5004,0.4876
M1135_0-0_M1135_0-0-Webcam-R-271,21.5148,0.4862
M1135_0-0_M1135_0-0-Webcam-R-272,21.5001,0.4852
M1135_0-0_M1135_0-0-Webcam-R-273,21.5001,0.4852
M1135_0-0_M1135_0-0-Webcam-R-274,21.5224,0.4859
M1135_0-0_M1135_0-0-Webcam-R-275,21.5246,0.4860
M1135_0-0_M1135_0-0-Webcam-R-276,21.5246,0.4860
M1135_0-0_M1135_0-0-Webcam-R-277,21.5299,0.4857
M1135_0-0_M1135_0-0-Webcam-R-278,21.5209,0.4846
M1135_0-0_M1135_0-0-Webcam-R-279,21.5209,0.4846
M1135_0-0_M1135_0-0-Webcam-R-280,21.5171,0.4840
M1135_0-0_M1135_0-0-Webcam-R-281,21.5184,0.4833
M1135_0-0_M1135_0-0-Webcam-R-282,21.4368,0.4840
M1135_0-0_M1135_0-0-Webcam-R-283,21.4280,0.4805
M1135_0-0_M1135_0-0-Webcam-R-284,21.4409,0.4818
M1135_0-0_M1135_0-0-Webcam-R-285,21.4426,0.4822
M1135_0-0_M1135_0-0-Webcam-R-286,21.4391,0.4813
M1135_0-0_M1135_0-0-Webcam-R-287,21.4376,0.4804
M1135_0-0_M1135_0-0-Webcam-R-288,21.4349,0.4794
M1135_0-0_M1135_0-0-Webcam-R-289,21.4244,0.4781
M1135_0-0_M1135_0-0-Webcam-R-290,21.4509,0.4802
M1135_0-0_M1135_0-0-Webcam-R-291,21.4509,0.4802
M1135_0-0_M1135_0-0-Webcam-R-292,21.4409,0.4796
M1135_0-0_M1135_0-0-Webcam-R-293,21.4203,0.4791
M1135_0-0_M1135_0-0-Webcam-R-294,21.4268,0.4763
M1135_0-0_M1135_0-0-Webcam-R-295,21.4280,0.4787
M1135_0-0_M1135_0-0-Webcam-R-296,21.4198,0.4782
M1135_0-0_M1135_0-0-Webcam-R-297,21.4198,0.4782
M1135_0-0_M1135_0-0-Webcam-R-298,21.4323,0.4788
M1135_0-0_M1135_0-0-Webcam-R-299,21.4418,0.4808
Oinari_0-0_Oinari_0-0-Webcam-R-000,16.6521,0.4171
Oinari_0-0_Oinari_0-0-Webcam-R-001,16.6521,0.4171
Oinari_0-0_Oinari_0-0-Webcam-R-002,16.7890,0.4727
Oinari_0-0_Oinari_0-0-Webcam-R-003,16.7890,0.4727
Oinari_0-0_Oinari_0-0-Webcam-R-004,16.7890,0.4727
Oinari_0-0_Oinari_0-0-Webcam-R-005,16.7895,0.4741
Oinari_0-0_Oinari_0-0-Webcam-R-006,16.7881,0.4741
Oinari_0-0_Oinari_0-0-Webcam-R-007,16.7881,0.4741
Oinari_0-0_Oinari_0-0-Webcam-R-008,16.7165,0.4134
Oinari_0-0_Oinari_0-0-Webcam-R-009,16.6989,0.3974
Oinari_0-0_Oinari_0-0-Webcam-R-010,16.6989,0.3974
Oinari_0-0_Oinari_0-0-Webcam-R-011,16.8573,0.4644
Oinari_0-0_Oinari_0-0-Webcam-R-012,16.8573,0.4644
Oinari_0-0_Oinari_0-0-Webcam-R-013,16.8573,0.4644
Oinari_0-0_Oinari_0-0-Webcam-R-014,16.7826,0.4623
Oinari_0-0_Oinari_0-0-Webcam-R-015,16.7826,0.4623
Oinari_0-0_Oinari_0-0-Webcam-R-016,16.7826,0.4623
Oinari_0-0_Oinari_0-0-Webcam-R-017,16.8447,0.4783
Oinari_0-0_Oinari_0-0-Webcam-R-018,16.8447,0.4783
Oinari_0-0_Oinari_0-0-Webcam-R-019,16.8447,0.4783
Oinari_0-0_Oinari_0-0-Webcam-R-020,16.8509,0.4761
Oinari_0-0_Oinari_0-0-Webcam-R-021,16.8509,0.4761
Oinari_0-0_Oinari_0-0-Webcam-R-022,16.8509,0.4761
Oinari_0-0_Oinari_0-0-Webcam-R-023,16.8541,0.4734
Oinari_0-0_Oinari_0-0-Webcam-R-024,16.8541,0.4734
Oinari_0-0_Oinari_0-0-Webcam-R-025,16.8541,0.4734
Oinari_0-0_Oinari_0-0-Webcam-R-026,16.8916,0.4746
Oinari_0-0_Oinari_0-0-Webcam-R-027,16.8916,0.4746
Oinari_0-0_Oinari_0-0-Webcam-R-028,16.8916,0.4746
Oinari_0-0_Oinari_0-0-Webcam-R-029,16.9506,0.4913
Oinari_0-0_Oinari_0-0-Webcam-R-030,16.9506,0.4913
Oinari_0-0_Oinari_0-0-Webcam-R-031,16.9506,0.4913
Oinari_0-0_Oinari_0-0-Webcam-R-032,16.9413,0.4909
Oinari_0-0_Oinari_0-0-Webcam-R-033,16.9553,0.4930
Oinari_0-0_Oinari_0-0-Webcam-R-034,16.9553,0.4930
Oinari_0-0_Oinari_0-0-Webcam-R-035,16.9775,0.4922
Oinari_0-0_Oinari_0-0-Webcam-R-036,16.9775,0.4922
Oinari_0-0_Oinari_0-0-Webcam-R-037,16.9775,0.4922
Oinari_0-0_Oinari_0-0-Webcam-R-038,17.0375,0.4964
Oinari_0-0_Oinari_0-0-Webcam-R-039,17.0005,0.4902
Oinari_0-0_Oinari_0-0-Webcam-R-040,17.0005,0.4902
Oinari_0-0_Oinari_0-0-Webcam-R-041,17.0308,0.4999
Oinari_0-0_Oinari_0-0-Webcam-R-042,17.0308,0.4999
Oinari_0-0_Oinari_0-0-Webcam-R-043,17.0308,0.4999
Oinari_0-0_Oinari_0-0-Webcam-R-044,17.0211,0.5025
Oinari_0-0_Oinari_0-0-Webcam-R-045,17.0211,0.5025
Oinari_0-0_Oinari_0-0-Webcam-R-046,17.0211,0.5025
Oinari_0-0_Oinari_0-0-Webcam-R-047,16.9686,0.4920
Oinari_0-0_Oinari_0-0-Webcam-R-048,16.9743,0.4924
Oinari_0-0_Oinari_0-0-Webcam-R-049,16.9743,0.4924
Oinari_0-0_Oinari_0-0-Webcam-R-050,16.8726,0.4584
Oinari_0-0_Oinari_0-0-Webcam-R-051,16.8726,0.4584
Oinari_0-0_Oinari_0-0-Webcam-R-052,16.8726,0.4584
Oinari_0-0_Oinari_0-0-Webcam-R-053,16.8889,0.4506
Oinari_0-0_Oinari_0-0-Webcam-R-054,16.8889,0.4506
Oinari_0-0_Oinari_0-0-Webcam-R-055,16.8889,0.4506
Oinari_0-0_Oinari_0-0-Webcam-R-056,16.8868,0.4610
Oinari_0-0_Oinari_0-0-Webcam-R-057,16.8876,0.4613
Oinari_0-0_Oinari_0-0-Webcam-R-058,16.8876,0.4613
Oinari_0-0_Oinari_0-0-Webcam-R-059,16.9511,0.4840
Oinari_0-0_Oinari_0-0-Webcam-R-060,16.9511,0.4840
Oinari_0-0_Oinari_0-0-Webcam-R-061,16.9511,0.4840
Oinari_0-0_Oinari_0-0-Webcam-R-062,16.8316,0.4524
Oinari_0-0_Oinari_0-0-Webcam-R-063,16.8316,0.4524
Oinari_0-0_Oinari_0-0-Webcam-R-064,16.8316,0.4524
Oinari_0-0_Oinari_0-0-Webcam-R-065,16.8773,0.4610
Oinari_0-0_Oinari_0-0-Webcam-R-066,16.8773,0.4610
Oinari_0-0_Oinari_0-0-Webcam-R-067,16.8773,0.4610
Oinari_0-0_Oinari_0-0-Webcam-R-068,16.5822,0.3779
Oinari_0-0_Oinari_0-0-Webcam-R-069,16.5554,0.3647
Oinari_0-0_Oinari_0-0-Webcam-R-070,16.5554,0.3647
Oinari_0-0_Oinari_0-0-Webcam-R-071,16.6403,0.3882
Oinari_0-0_Oinari_0-0-Webcam-R-072,16.6403,0.3882
Oinari_0-0_Oinari_0-0-Webcam-R-073,16.6403,0.3882
Oinari_0-0_Oinari_0-0-Webcam-R-074,16.8086,0.4487
Oinari_0-0_Oinari_0-0-Webcam-R-075,16.8086,0.4487
Oinari_0-0_Oinari_0-0-Webcam-R-076,16.8086,0.4487
Oinari_0-0_Oinari_0-0-Webcam-R-077,16.8628,0.4626
Oinari_0-0_Oinari_0-0-Webcam-R-078,16.8628,0.4626
Oinari_0-0_Oinari_0-0-Webcam-R-079,16.8628,0.4626
Oinari_0-0_Oinari_0-0-Webcam-R-080,16.9157,0.4830
Oinari_0-0_Oinari_0-0-Webcam-R-081,16.9157,0.4830
Oinari_0-0_Oinari_0-0-Webcam-R-082,16.9157,0.4830
Oinari_0-0_Oinari_0-0-Webcam-R-083,16.9108,0.4745
Oinari_0-0_Oinari_0-0-Webcam-R-084,16.9129,0.4744
Oinari_0-0_Oinari_0-0-Webcam-R-085,16.9129,0.4744
Oinari_0-0_Oinari_0-0-Webcam-R-086,16.8657,0.4602
Oinari_0-0_Oinari_0-0-Webcam-R-087,16.8657,0.4602
Oinari_0-0_Oinari_0-0-Webcam-R-088,16.8657,0.4602
Oinari_0-0_Oinari_0-0-Webcam-R-089,16.8430,0.4783
Oinari_0-0_Oinari_0-0-Webcam-R-090,16.8443,0.4796
Oinari_0-0_Oinari_0-0-Webcam-R-091,16.8443,0.4796
Oinari_0-0_Oinari_0-0-Webcam-R-092,16.7729,0.4638
Oinari_0-0_Oinari_0-0-Webcam-R-093,16.7704,0.4630
Oinari_0-0_Oinari_0-0-Webcam-R-094,16.7704,0.4630
Oinari_0-0_Oinari_0-0-Webcam-R-095,16.7633,0.4647
Oinari_0-0_Oinari_0-0-Webcam-R-096,16.7613,0.4632
Oinari_0-0_Oinari_0-0-Webcam-R-097,16.7613,0.4632
Oinari_0-0_Oinari_0-0-Webcam-R-098,16.7031,0.4444
Oinari_0-0_Oinari_0-0-Webcam-R-099,16.7157,0.4325
Oinari_0-0_Oinari_0-0-Webcam-R-100,16.7157,0.4325
Oinari_0-0_Oinari_0-0-Webcam-R-101,16.8498,0.4793
Oinari_0-0_Oinari_0-0-Webcam-R-102,16.8498,0.4793
Oinari_0-0_Oinari_0-0-Webcam-R-103,16.8498,0.4793
Oinari_0-0_Oinari_0-0-Webcam-R-104,16.7170,0.4411
Oinari_0-0_Oinari_0-0-Webcam-R-105,16.7166,0.4412
Oinari_0-0_Oinari_0-0-Webcam-R-106,16.7166,0.4412
Oinari_0-0_Oinari_0-0-Webcam-R-107,16.8148,0.4653
Oinari_0-0_Oinari_0-0-Webcam-R-108,16.8086,0.4652
Oinari_0-0_Oinari_0-0-Webcam-R-109,16.8086,0.4652
Oinari_0-0_Oinari_0-0-Webcam-R-110,16.7414,0.4595
Oinari_0-0_Oinari_0-0-Webcam-R-111,16.7414,0.4595
Oinari_0-0_Oinari_0-0-Webcam-R-112,16.7414,0.4595
Oinari_0-0_Oinari_0-0-Webcam-R-113,16.7361,0.4477
Oinari_0-0_Oinari_0-0-Webcam-R-114,16.7361,0.4477
Oinari_0-0_Oinari_0-0-Webcam-R-115,16.7361,0.4477
Oinari_0-0_Oinari_0-0-Webcam-R-116,16.7253,0.4401
Oinari_0-0_Oinari_0-0-Webcam-R-117,16.7253,0.4401
Oinari_0-0_Oinari_0-0-Webcam-R-118,16.7253,0.4401
Oinari_0-0_Oinari_0-0-Webcam-R-119,16.7496,0.4576
Oinari_0-0_Oinari_0-0-Webcam-R-120,16.7398,0.4577
Oinari_0-0_Oinari_0-0-Webcam-R-121,16.7398,0.4577
Oinari_0-0_Oinari_0-0-Webcam-R-122,16.7554,0.4495
Oinari_0-0_Oinari_0-0-Webcam-R-123,16.7554,0.4495
Oinari_0-0_Oinari_0-0-Webcam-R-124,16.7554,0.4495
Oinari_0-0_Oinari_0-0-Webcam-R-125,16.7937,0.4472
Oinari_0-0_Oinari_0-0-Webcam-R-126,16.7937,0.4472
Oinari_0-0_Oinari_0-0-Webcam-R-127,16.7937,0.4472
Oinari_0-0_Oinari_0-0-Webcam-R-128,16.7666,0.4167
Oinari_0-0_Oinari_0-0-Webcam-R-129,16.6805,0.4022
Oinari_0-0_Oinari_0-0-Webcam-R-130,16.6805,0.4022
Oinari_0-0_Oinari_0-0-Webcam-R-131,16.5943,0.4110
Oinari_0-0_Oinari_0-0-Webcam-R-132,16.5947,0.4110
Oinari_0-0_Oinari_0-0-Webcam-R-133,16.5947,0.4110
Oinari_0-0_Oinari_0-0-Webcam-R-134,16.8354,0.4410
Oinari_0-0_Oinari_0-0-Webcam-R-135,16.8354,0.4410
Oinari_0-0_Oinari_0-0-Webcam-R-136,16.8354,0.4410
Oinari_0-0_Oinari_0-0-Webcam-R-137,16.8209,0.4451
Oinari_0-0_Oinari_0-0-Webcam-R-138,16.8209,0.4451
Oinari_0-0_Oinari_0-0-Webcam-R-139,16.8209,0.4451
Oinari_0-0_Oinari_0-0-Webcam-R-140,16.8411,0.4421
Oinari_0-0_Oinari_0-0-Webcam-R-141,16.8411,0.4421
Oinari_0-0_Oinari_0-0-Webcam-R-142,16.8411,0.4421
Oinari_0-0_Oinari_0-0-Webcam-R-143,16.9120,0.4792
Oinari_0-0_Oinari_0-0-Webcam-R-144,16.9120,0.4792
Oinari_0-0_Oinari_0-0-Webcam-R-145,16.9120,0.4792
Oinari_0-0_Oinari_0-0-Webcam-R-146,16.8971,0.4779
Oinari_0-0_Oinari_0-0-Webcam-R-147,16.8971,0.4779
Oinari_0-0_Oinari_0-0-Webcam-R-148,16.8971,0.4779
Oinari_0-0_Oinari_0-0-Webcam-R-149,16.7842,0.4684
Oinari_0-0_Oinari_0-0-Webcam-R-150,16.6982,0.4474
Oinari_0-0_Oinari_0-0-Webcam-R-151,16.6982,0.4474
Oinari_0-0_Oinari_0-0-Webcam-R-152,16.6953,0.4410
