Image Name,PSNR (dB),SSIM
948,24.4984,0.7606
949,23.5161,0.8376
95,22.2633,0.8578
950,20.5402,0.6356
951,17.4232,0.5173
952,28.4747,0.9170
953,27.6089,0.8767
954,21.0373,0.7953
955,20.9308,0.6299
956,25.5853,0.8236
957,27.7465,0.8300
958,25.5450,0.7900
959,21.2394,0.6404
96,23.9353,0.7761
960,30.0656,0.9116
961,26.5881,0.8684
962,25.1014,0.8365
963,25.3490,0.7212
964,21.5033,0.7923
965,32.8664,0.9710
966,24.7634,0.8833
967,29.4653,0.7954
968,21.4824,0.5235
969,28.4571,0.8983
97,25.3829,0.8468
970,27.5568,0.8999
971,26.5151,0.8488
972,29.9237,0.9425
973,30.3244,0.8952
974,25.5418,0.8550
975,27.1559,0.8721
976,25.0690,0.7608
977,25.1142,0.8181
978,18.6085,0.7659
979,28.3733,0.8857
98,23.9680,0.7904
980,23.4986,0.7552
981,21.0954,0.7408
982,23.2789,0.7329
983,25.6360,0.8792
984,14.4892,0.6377
985,18.9295,0.6683
986,24.6629,0.7921
987,26.9811,0.8768
988,29.0513,0.9146
989,29.0090,0.8696
99,27.9247,0.8553
990,26.8471,0.8540
991,28.0445,0.7827
992,28.3625,0.8577
993,24.1237,0.8491
994,27.5136,0.8843
995,27.7972,0.8654
996,26.0989,0.8431
997,28.4290,0.9129
998,17.5150,0.7867
999,30.3671,0.9296

Average,24.4228,0.7975
