Image Name,PSNR (dB),SSIM
rainstreak_raindrop_rd-rain-504,17.5134,0.4476
rainstreak_raindrop_rd-rain-505,17.5750,0.4576
rainstreak_raindrop_rd-rain-506,17.6706,0.4271
rainstreak_raindrop_rd-rain-507,16.6855,0.3759
rainstreak_raindrop_rd-rain-508,17.5159,0.4012
rainstreak_raindrop_rd-rain-509,18.0420,0.4375
rainstreak_raindrop_rd-rain-510,16.3202,0.3944
rainstreak_raindrop_rd-rain-511,16.9233,0.4351
rainstreak_raindrop_rd-rain-512,17.5220,0.4451
rainstreak_raindrop_rd-rain-513,17.6002,0.4373
rainstreak_raindrop_rd-rain-514,15.2497,0.3468
rainstreak_raindrop_rd-rain-515,18.0320,0.4434
rainstreak_raindrop_rd-rain-516,17.2394,0.4139
rainstreak_raindrop_rd-rain-517,16.5885,0.3820
rainstreak_raindrop_rd-rain-518,16.1870,0.4695
rainstreak_raindrop_rd-rain-519,16.9510,0.4475
rainstreak_raindrop_rd-rain-520,17.4400,0.4448
rainstreak_raindrop_rd-rain-521,15.1913,0.3851
rainstreak_raindrop_rd-rain-522,17.9059,0.5167
rainstreak_raindrop_rd-rain-523,17.5248,0.4805
rainstreak_raindrop_rd-rain-524,17.4562,0.4902
rainstreak_raindrop_rd-rain-525,16.3888,0.4521
rainstreak_raindrop_rd-rain-60,17.9207,0.4927
rainstreak_raindrop_rd-rain-61,18.1854,0.4650
rainstreak_raindrop_rd-rain-62,18.7880,0.4723
rainstreak_raindrop_rd-rain-63,19.3085,0.4881
rainstreak_raindrop_rd-rain-64,17.2946,0.4316
rainstreak_raindrop_rd-rain-65,16.5509,0.4024
rainstreak_raindrop_rd-rain-66,18.2995,0.4893
rainstreak_raindrop_rd-rain-67,19.1652,0.5039
rainstreak_raindrop_rd-rain-68,17.7468,0.4664
rainstreak_raindrop_rd-rain-69,19.1854,0.4784
rainstreak_raindrop_rd-rain-70,19.5561,0.5159
rainstreak_raindrop_rd-rain-74,19.9894,0.5471
rainstreak_raindrop_rd-rain-89,19.4119,0.5115

Average,19.4540,0.6339
