# NDR-Restore GT-Rain Evaluation Results,,,
,,,
# Model Information,,,
Model,NDR-Restore,,
Test Dataset,GT-Rain,,
,,,
# Overall Metrics,,,
Total Images,2100,,
Average PSNR (dB),21.2411,,
Average SSIM,0.5948,,
,,,
# Per-Image Results,,,
Image Name,GT Name,PSNR (dB),SSIM
M1135_0-0-Webcam-R-232.png,M1135_0-0-Webcam-C-000.png,20.6268,0.6304
M1135_0-0-Webcam-R-233.png,M1135_0-0-Webcam-C-000.png,20.6268,0.6304
M1135_0-0-Webcam-R-234.png,M1135_0-0-Webcam-C-000.png,20.3853,0.6331
M1135_0-0-Webcam-R-235.png,M1135_0-0-Webcam-C-000.png,19.1949,0.6169
M1135_0-0-Webcam-R-236.png,M1135_0-0-Webcam-C-000.png,19.1949,0.6169
M1135_0-0-Webcam-R-237.png,M1135_0-0-Webcam-C-000.png,19.1949,0.6169
M1135_0-0-Webcam-R-238.png,M1135_0-0-Webcam-C-000.png,19.1949,0.6169
M1135_0-0-Webcam-R-239.png,M1135_0-0-Webcam-C-000.png,19.1949,0.6169
M1135_0-0-Webcam-R-240.png,M1135_0-0-Webcam-C-000.png,20.1869,0.6301
M1135_0-0-Webcam-R-241.png,M1135_0-0-Webcam-C-000.png,20.1869,0.6301
M1135_0-0-Webcam-R-242.png,M1135_0-0-Webcam-C-000.png,20.1869,0.6301
M1135_0-0-Webcam-R-243.png,M1135_0-0-Webcam-C-000.png,20.1869,0.6301
M1135_0-0-Webcam-R-244.png,M1135_0-0-Webcam-C-000.png,20.1869,0.6301
M1135_0-0-Webcam-R-245.png,M1135_0-0-Webcam-C-000.png,20.1869,0.6301
M1135_0-0-Webcam-R-246.png,M1135_0-0-Webcam-C-000.png,20.2281,0.6294
M1135_0-0-Webcam-R-247.png,M1135_0-0-Webcam-C-000.png,20.2321,0.6299
M1135_0-0-Webcam-R-248.png,M1135_0-0-Webcam-C-000.png,19.7261,0.6206
M1135_0-0-Webcam-R-249.png,M1135_0-0-Webcam-C-000.png,19.7184,0.6206
M1135_0-0-Webcam-R-250.png,M1135_0-0-Webcam-C-000.png,19.4414,0.617
M1135_0-0-Webcam-R-251.png,M1135_0-0-Webcam-C-000.png,19.4414,0.617
M1135_0-0-Webcam-R-252.png,M1135_0-0-Webcam-C-000.png,19.4414,0.617
M1135_0-0-Webcam-R-253.png,M1135_0-0-Webcam-C-000.png,19.3599,0.616
M1135_0-0-Webcam-R-254.png,M1135_0-0-Webcam-C-000.png,19.3599,0.616
M1135_0-0-Webcam-R-255.png,M1135_0-0-Webcam-C-000.png,19.3599,0.616
M1135_0-0-Webcam-R-256.png,M1135_0-0-Webcam-C-000.png,19.3599,0.616
M1135_0-0-Webcam-R-257.png,M1135_0-0-Webcam-C-000.png,19.3599,0.616
M1135_0-0-Webcam-R-258.png,M1135_0-0-Webcam-C-000.png,20.3825,0.6336
M1135_0-0-Webcam-R-259.png,M1135_0-0-Webcam-C-000.png,21.1753,0.644
M1135_0-0-Webcam-R-260.png,M1135_0-0-Webcam-C-000.png,21.1408,0.6439
M1135_0-0-Webcam-R-261.png,M1135_0-0-Webcam-C-000.png,21.1408,0.6439
M1135_0-0-Webcam-R-262.png,M1135_0-0-Webcam-C-000.png,21.1382,0.6439
M1135_0-0-Webcam-R-263.png,M1135_0-0-Webcam-C-000.png,21.1382,0.6439
M1135_0-0-Webcam-R-264.png,M1135_0-0-Webcam-C-000.png,21.1564,0.6434
M1135_0-0-Webcam-R-265.png,M1135_0-0-Webcam-C-000.png,21.1337,0.6437
M1135_0-0-Webcam-R-266.png,M1135_0-0-Webcam-C-000.png,21.1321,0.6424
M1135_0-0-Webcam-R-267.png,M1135_0-0-Webcam-C-000.png,21.1321,0.6424
M1135_0-0-Webcam-R-268.png,M1135_0-0-Webcam-C-000.png,21.3571,0.6445
M1135_0-0-Webcam-R-269.png,M1135_0-0-Webcam-C-000.png,21.3521,0.6451
M1135_0-0-Webcam-R-270.png,M1135_0-0-Webcam-C-000.png,21.905,0.6459
M1135_0-0-Webcam-R-271.png,M1135_0-0-Webcam-C-000.png,21.6995,0.6461
M1135_0-0-Webcam-R-272.png,M1135_0-0-Webcam-C-000.png,21.6987,0.6459
M1135_0-0-Webcam-R-273.png,M1135_0-0-Webcam-C-000.png,21.6987,0.6459
M1135_0-0-Webcam-R-274.png,M1135_0-0-Webcam-C-000.png,21.7408,0.6453
M1135_0-0-Webcam-R-275.png,M1135_0-0-Webcam-C-000.png,21.739,0.6451
M1135_0-0-Webcam-R-276.png,M1135_0-0-Webcam-C-000.png,21.739,0.6451
M1135_0-0-Webcam-R-277.png,M1135_0-0-Webcam-C-000.png,21.7104,0.6445
M1135_0-0-Webcam-R-278.png,M1135_0-0-Webcam-C-000.png,21.6803,0.6444
M1135_0-0-Webcam-R-279.png,M1135_0-0-Webcam-C-000.png,21.6803,0.6444
M1135_0-0-Webcam-R-280.png,M1135_0-0-Webcam-C-000.png,21.6873,0.6444
M1135_0-0-Webcam-R-281.png,M1135_0-0-Webcam-C-000.png,21.7031,0.646
M1135_0-0-Webcam-R-282.png,M1135_0-0-Webcam-C-000.png,23.1728,0.6569
M1135_0-0-Webcam-R-283.png,M1135_0-0-Webcam-C-000.png,22.768,0.6626
M1135_0-0-Webcam-R-284.png,M1135_0-0-Webcam-C-000.png,22.37,0.6609
M1135_0-0-Webcam-R-285.png,M1135_0-0-Webcam-C-000.png,22.3636,0.6607
M1135_0-0-Webcam-R-286.png,M1135_0-0-Webcam-C-000.png,22.3459,0.6603
M1135_0-0-Webcam-R-287.png,M1135_0-0-Webcam-C-000.png,22.3698,0.6603
M1135_0-0-Webcam-R-288.png,M1135_0-0-Webcam-C-000.png,22.3335,0.6604
M1135_0-0-Webcam-R-289.png,M1135_0-0-Webcam-C-000.png,22.318,0.6595
M1135_0-0-Webcam-R-290.png,M1135_0-0-Webcam-C-000.png,22.3723,0.6619
M1135_0-0-Webcam-R-291.png,M1135_0-0-Webcam-C-000.png,22.3723,0.6619
M1135_0-0-Webcam-R-292.png,M1135_0-0-Webcam-C-000.png,22.3591,0.6615
M1135_0-0-Webcam-R-293.png,M1135_0-0-Webcam-C-000.png,22.3222,0.659
M1135_0-0-Webcam-R-294.png,M1135_0-0-Webcam-C-000.png,22.3003,0.6587
M1135_0-0-Webcam-R-295.png,M1135_0-0-Webcam-C-000.png,22.2699,0.6594
M1135_0-0-Webcam-R-296.png,M1135_0-0-Webcam-C-000.png,22.2657,0.6588
M1135_0-0-Webcam-R-297.png,M1135_0-0-Webcam-C-000.png,22.2657,0.6588
M1135_0-0-Webcam-R-298.png,M1135_0-0-Webcam-C-000.png,22.3053,0.66
M1135_0-0-Webcam-R-299.png,M1135_0-0-Webcam-C-000.png,22.2888,0.6603
Oinari_0-0-Webcam-R-000.png,Oinari_0-0-Webcam-C-000.png,20.811,0.5322
Oinari_0-0-Webcam-R-001.png,Oinari_0-0-Webcam-C-000.png,20.811,0.5322
Oinari_0-0-Webcam-R-002.png,Oinari_0-0-Webcam-C-000.png,21.3594,0.5758
Oinari_0-0-Webcam-R-003.png,Oinari_0-0-Webcam-C-000.png,21.3594,0.5758
Oinari_0-0-Webcam-R-004.png,Oinari_0-0-Webcam-C-000.png,21.3594,0.5758
Oinari_0-0-Webcam-R-005.png,Oinari_0-0-Webcam-C-000.png,21.4075,0.5942
Oinari_0-0-Webcam-R-006.png,Oinari_0-0-Webcam-C-000.png,21.4086,0.5943
Oinari_0-0-Webcam-R-007.png,Oinari_0-0-Webcam-C-000.png,21.4086,0.5943
Oinari_0-0-Webcam-R-008.png,Oinari_0-0-Webcam-C-000.png,20.8784,0.5031
Oinari_0-0-Webcam-R-009.png,Oinari_0-0-Webcam-C-000.png,20.8354,0.4953
Oinari_0-0-Webcam-R-010.png,Oinari_0-0-Webcam-C-000.png,20.8354,0.4953
Oinari_0-0-Webcam-R-011.png,Oinari_0-0-Webcam-C-000.png,21.3932,0.569
Oinari_0-0-Webcam-R-012.png,Oinari_0-0-Webcam-C-000.png,21.3932,0.569
Oinari_0-0-Webcam-R-013.png,Oinari_0-0-Webcam-C-000.png,21.3932,0.569
Oinari_0-0-Webcam-R-014.png,Oinari_0-0-Webcam-C-000.png,21.2939,0.5646
Oinari_0-0-Webcam-R-015.png,Oinari_0-0-Webcam-C-000.png,21.2939,0.5646
Oinari_0-0-Webcam-R-016.png,Oinari_0-0-Webcam-C-000.png,21.2939,0.5646
Oinari_0-0-Webcam-R-017.png,Oinari_0-0-Webcam-C-000.png,21.586,0.5968
Oinari_0-0-Webcam-R-018.png,Oinari_0-0-Webcam-C-000.png,21.586,0.5968
Oinari_0-0-Webcam-R-019.png,Oinari_0-0-Webcam-C-000.png,21.586,0.5968
Oinari_0-0-Webcam-R-020.png,Oinari_0-0-Webcam-C-000.png,21.6156,0.5972
Oinari_0-0-Webcam-R-021.png,Oinari_0-0-Webcam-C-000.png,21.6156,0.5972
Oinari_0-0-Webcam-R-022.png,Oinari_0-0-Webcam-C-000.png,21.6156,0.5972
Oinari_0-0-Webcam-R-023.png,Oinari_0-0-Webcam-C-000.png,21.4776,0.5846
Oinari_0-0-Webcam-R-024.png,Oinari_0-0-Webcam-C-000.png,21.4776,0.5846
Oinari_0-0-Webcam-R-025.png,Oinari_0-0-Webcam-C-000.png,21.4776,0.5846
Oinari_0-0-Webcam-R-026.png,Oinari_0-0-Webcam-C-000.png,21.6128,0.6065
Oinari_0-0-Webcam-R-027.png,Oinari_0-0-Webcam-C-000.png,21.6128,0.6065
Oinari_0-0-Webcam-R-028.png,Oinari_0-0-Webcam-C-000.png,21.6128,0.6065
Oinari_0-0-Webcam-R-029.png,Oinari_0-0-Webcam-C-000.png,22.0307,0.6218
Oinari_0-0-Webcam-R-030.png,Oinari_0-0-Webcam-C-000.png,22.0307,0.6218
Oinari_0-0-Webcam-R-031.png,Oinari_0-0-Webcam-C-000.png,22.0307,0.6218
Oinari_0-0-Webcam-R-032.png,Oinari_0-0-Webcam-C-000.png,22.0642,0.6247
Oinari_0-0-Webcam-R-033.png,Oinari_0-0-Webcam-C-000.png,22.0628,0.6248
Oinari_0-0-Webcam-R-034.png,Oinari_0-0-Webcam-C-000.png,22.0628,0.6248
Oinari_0-0-Webcam-R-035.png,Oinari_0-0-Webcam-C-000.png,22.0931,0.6222
Oinari_0-0-Webcam-R-036.png,Oinari_0-0-Webcam-C-000.png,22.0931,0.6222
Oinari_0-0-Webcam-R-037.png,Oinari_0-0-Webcam-C-000.png,22.0931,0.6222
Oinari_0-0-Webcam-R-038.png,Oinari_0-0-Webcam-C-000.png,22.3017,0.6439
Oinari_0-0-Webcam-R-039.png,Oinari_0-0-Webcam-C-000.png,22.2738,0.6327
Oinari_0-0-Webcam-R-040.png,Oinari_0-0-Webcam-C-000.png,22.2738,0.6327
Oinari_0-0-Webcam-R-041.png,Oinari_0-0-Webcam-C-000.png,22.3973,0.6418
Oinari_0-0-Webcam-R-042.png,Oinari_0-0-Webcam-C-000.png,22.3973,0.6418
Oinari_0-0-Webcam-R-043.png,Oinari_0-0-Webcam-C-000.png,22.3973,0.6418
Oinari_0-0-Webcam-R-044.png,Oinari_0-0-Webcam-C-000.png,22.2535,0.6304
Oinari_0-0-Webcam-R-045.png,Oinari_0-0-Webcam-C-000.png,22.2535,0.6304
Oinari_0-0-Webcam-R-046.png,Oinari_0-0-Webcam-C-000.png,22.2535,0.6304
Oinari_0-0-Webcam-R-047.png,Oinari_0-0-Webcam-C-000.png,21.798,0.5963
Oinari_0-0-Webcam-R-048.png,Oinari_0-0-Webcam-C-000.png,21.8241,0.5968
Oinari_0-0-Webcam-R-049.png,Oinari_0-0-Webcam-C-000.png,21.8241,0.5968
Oinari_0-0-Webcam-R-050.png,Oinari_0-0-Webcam-C-000.png,21.5499,0.574
Oinari_0-0-Webcam-R-051.png,Oinari_0-0-Webcam-C-000.png,21.5499,0.574
Oinari_0-0-Webcam-R-052.png,Oinari_0-0-Webcam-C-000.png,21.5499,0.574
Oinari_0-0-Webcam-R-053.png,Oinari_0-0-Webcam-C-000.png,21.4903,0.5331
Oinari_0-0-Webcam-R-054.png,Oinari_0-0-Webcam-C-000.png,21.4903,0.5331
Oinari_0-0-Webcam-R-055.png,Oinari_0-0-Webcam-C-000.png,21.4903,0.5331
Oinari_0-0-Webcam-R-056.png,Oinari_0-0-Webcam-C-000.png,21.295,0.5578
Oinari_0-0-Webcam-R-057.png,Oinari_0-0-Webcam-C-000.png,21.2949,0.5579
Oinari_0-0-Webcam-R-058.png,Oinari_0-0-Webcam-C-000.png,21.2949,0.5579
Oinari_0-0-Webcam-R-059.png,Oinari_0-0-Webcam-C-000.png,21.4678,0.5792
Oinari_0-0-Webcam-R-060.png,Oinari_0-0-Webcam-C-000.png,21.4678,0.5792
Oinari_0-0-Webcam-R-061.png,Oinari_0-0-Webcam-C-000.png,21.4678,0.5792
Oinari_0-0-Webcam-R-062.png,Oinari_0-0-Webcam-C-000.png,21.143,0.5544
Oinari_0-0-Webcam-R-063.png,Oinari_0-0-Webcam-C-000.png,21.143,0.5544
Oinari_0-0-Webcam-R-064.png,Oinari_0-0-Webcam-C-000.png,21.143,0.5544
Oinari_0-0-Webcam-R-065.png,Oinari_0-0-Webcam-C-000.png,21.2823,0.5511
Oinari_0-0-Webcam-R-066.png,Oinari_0-0-Webcam-C-000.png,21.2823,0.5511
Oinari_0-0-Webcam-R-067.png,Oinari_0-0-Webcam-C-000.png,21.2823,0.5511
Oinari_0-0-Webcam-R-068.png,Oinari_0-0-Webcam-C-000.png,20.291,0.4953
Oinari_0-0-Webcam-R-069.png,Oinari_0-0-Webcam-C-000.png,20.2909,0.4897
Oinari_0-0-Webcam-R-070.png,Oinari_0-0-Webcam-C-000.png,20.2909,0.4897
Oinari_0-0-Webcam-R-071.png,Oinari_0-0-Webcam-C-000.png,20.4908,0.4774
Oinari_0-0-Webcam-R-072.png,Oinari_0-0-Webcam-C-000.png,20.4908,0.4774
Oinari_0-0-Webcam-R-073.png,Oinari_0-0-Webcam-C-000.png,20.4908,0.4774
Oinari_0-0-Webcam-R-074.png,Oinari_0-0-Webcam-C-000.png,21.2393,0.5358
Oinari_0-0-Webcam-R-075.png,Oinari_0-0-Webcam-C-000.png,21.2393,0.5358
Oinari_0-0-Webcam-R-076.png,Oinari_0-0-Webcam-C-000.png,21.2393,0.5358
Oinari_0-0-Webcam-R-077.png,Oinari_0-0-Webcam-C-000.png,21.3974,0.5509
Oinari_0-0-Webcam-R-078.png,Oinari_0-0-Webcam-C-000.png,21.3974,0.5509
Oinari_0-0-Webcam-R-079.png,Oinari_0-0-Webcam-C-000.png,21.3974,0.5509
Oinari_0-0-Webcam-R-080.png,Oinari_0-0-Webcam-C-000.png,21.631,0.5941
Oinari_0-0-Webcam-R-081.png,Oinari_0-0-Webcam-C-000.png,21.631,0.5941
Oinari_0-0-Webcam-R-082.png,Oinari_0-0-Webcam-C-000.png,21.631,0.5941
Oinari_0-0-Webcam-R-083.png,Oinari_0-0-Webcam-C-000.png,21.5968,0.5899
Oinari_0-0-Webcam-R-084.png,Oinari_0-0-Webcam-C-000.png,21.6141,0.591
Oinari_0-0-Webcam-R-085.png,Oinari_0-0-Webcam-C-000.png,21.6141,0.591
Oinari_0-0-Webcam-R-086.png,Oinari_0-0-Webcam-C-000.png,21.5085,0.5822
Oinari_0-0-Webcam-R-087.png,Oinari_0-0-Webcam-C-000.png,21.5085,0.5822
Oinari_0-0-Webcam-R-088.png,Oinari_0-0-Webcam-C-000.png,21.5085,0.5822
Oinari_0-0-Webcam-R-089.png,Oinari_0-0-Webcam-C-000.png,21.3974,0.601
Oinari_0-0-Webcam-R-090.png,Oinari_0-0-Webcam-C-000.png,21.3944,0.6
Oinari_0-0-Webcam-R-091.png,Oinari_0-0-Webcam-C-000.png,21.3944,0.6
Oinari_0-0-Webcam-R-092.png,Oinari_0-0-Webcam-C-000.png,21.0476,0.5849
Oinari_0-0-Webcam-R-093.png,Oinari_0-0-Webcam-C-000.png,21.0385,0.5817
Oinari_0-0-Webcam-R-094.png,Oinari_0-0-Webcam-C-000.png,21.0385,0.5817
Oinari_0-0-Webcam-R-095.png,Oinari_0-0-Webcam-C-000.png,20.9264,0.5661
Oinari_0-0-Webcam-R-096.png,Oinari_0-0-Webcam-C-000.png,20.937,0.5659
Oinari_0-0-Webcam-R-097.png,Oinari_0-0-Webcam-C-000.png,20.937,0.5659
Oinari_0-0-Webcam-R-098.png,Oinari_0-0-Webcam-C-000.png,20.5107,0.5546
Oinari_0-0-Webcam-R-099.png,Oinari_0-0-Webcam-C-000.png,20.4275,0.5505
Oinari_0-0-Webcam-R-100.png,Oinari_0-0-Webcam-C-000.png,20.4275,0.5505
Oinari_0-0-Webcam-R-101.png,Oinari_0-0-Webcam-C-000.png,20.8417,0.5901
Oinari_0-0-Webcam-R-102.png,Oinari_0-0-Webcam-C-000.png,20.8417,0.5901
Oinari_0-0-Webcam-R-103.png,Oinari_0-0-Webcam-C-000.png,20.8417,0.5901
Oinari_0-0-Webcam-R-104.png,Oinari_0-0-Webcam-C-000.png,20.4781,0.5466
Oinari_0-0-Webcam-R-105.png,Oinari_0-0-Webcam-C-000.png,20.4774,0.5466
Oinari_0-0-Webcam-R-106.png,Oinari_0-0-Webcam-C-000.png,20.4774,0.5466
Oinari_0-0-Webcam-R-107.png,Oinari_0-0-Webcam-C-000.png,20.6363,0.5667
Oinari_0-0-Webcam-R-108.png,Oinari_0-0-Webcam-C-000.png,20.6222,0.5664
Oinari_0-0-Webcam-R-109.png,Oinari_0-0-Webcam-C-000.png,20.6222,0.5664
Oinari_0-0-Webcam-R-110.png,Oinari_0-0-Webcam-C-000.png,20.5199,0.5543
Oinari_0-0-Webcam-R-111.png,Oinari_0-0-Webcam-C-000.png,20.5199,0.5543
Oinari_0-0-Webcam-R-112.png,Oinari_0-0-Webcam-C-000.png,20.5199,0.5543
Oinari_0-0-Webcam-R-113.png,Oinari_0-0-Webcam-C-000.png,20.2345,0.5481
Oinari_0-0-Webcam-R-114.png,Oinari_0-0-Webcam-C-000.png,20.2345,0.5481
Oinari_0-0-Webcam-R-115.png,Oinari_0-0-Webcam-C-000.png,20.2345,0.5481
Oinari_0-0-Webcam-R-116.png,Oinari_0-0-Webcam-C-000.png,20.1681,0.5286
Oinari_0-0-Webcam-R-117.png,Oinari_0-0-Webcam-C-000.png,20.1681,0.5286
Oinari_0-0-Webcam-R-118.png,Oinari_0-0-Webcam-C-000.png,20.1681,0.5286
Oinari_0-0-Webcam-R-119.png,Oinari_0-0-Webcam-C-000.png,20.0163,0.5317
Oinari_0-0-Webcam-R-120.png,Oinari_0-0-Webcam-C-000.png,20.0173,0.5317
Oinari_0-0-Webcam-R-121.png,Oinari_0-0-Webcam-C-000.png,20.0173,0.5317
Oinari_0-0-Webcam-R-122.png,Oinari_0-0-Webcam-C-000.png,20.23,0.5338
Oinari_0-0-Webcam-R-123.png,Oinari_0-0-Webcam-C-000.png,20.23,0.5338
Oinari_0-0-Webcam-R-124.png,Oinari_0-0-Webcam-C-000.png,20.23,0.5338
Oinari_0-0-Webcam-R-125.png,Oinari_0-0-Webcam-C-000.png,20.2583,0.5362
Oinari_0-0-Webcam-R-126.png,Oinari_0-0-Webcam-C-000.png,20.2583,0.5362
Oinari_0-0-Webcam-R-127.png,Oinari_0-0-Webcam-C-000.png,20.2583,0.5362
Oinari_0-0-Webcam-R-128.png,Oinari_0-0-Webcam-C-000.png,20.5464,0.5246
Oinari_0-0-Webcam-R-129.png,Oinari_0-0-Webcam-C-000.png,20.4456,0.5204
Oinari_0-0-Webcam-R-130.png,Oinari_0-0-Webcam-C-000.png,20.4456,0.5204
Oinari_0-0-Webcam-R-131.png,Oinari_0-0-Webcam-C-000.png,19.9564,0.5183
Oinari_0-0-Webcam-R-132.png,Oinari_0-0-Webcam-C-000.png,19.9563,0.5183
Oinari_0-0-Webcam-R-133.png,Oinari_0-0-Webcam-C-000.png,19.9563,0.5183
Oinari_0-0-Webcam-R-134.png,Oinari_0-0-Webcam-C-000.png,20.9929,0.5324
Oinari_0-0-Webcam-R-135.png,Oinari_0-0-Webcam-C-000.png,20.9929,0.5324
Oinari_0-0-Webcam-R-136.png,Oinari_0-0-Webcam-C-000.png,20.9929,0.5324
Oinari_0-0-Webcam-R-137.png,Oinari_0-0-Webcam-C-000.png,20.9051,0.5358
Oinari_0-0-Webcam-R-138.png,Oinari_0-0-Webcam-C-000.png,20.9051,0.5358
Oinari_0-0-Webcam-R-139.png,Oinari_0-0-Webcam-C-000.png,20.9051,0.5358
Oinari_0-0-Webcam-R-140.png,Oinari_0-0-Webcam-C-000.png,20.9918,0.5321
Oinari_0-0-Webcam-R-141.png,Oinari_0-0-Webcam-C-000.png,20.9918,0.5321
Oinari_0-0-Webcam-R-142.png,Oinari_0-0-Webcam-C-000.png,20.9918,0.5321
Oinari_0-0-Webcam-R-143.png,Oinari_0-0-Webcam-C-000.png,21.2845,0.5849
Oinari_0-0-Webcam-R-144.png,Oinari_0-0-Webcam-C-000.png,21.2845,0.5849
Oinari_0-0-Webcam-R-145.png,Oinari_0-0-Webcam-C-000.png,21.2845,0.5849
Oinari_0-0-Webcam-R-146.png,Oinari_0-0-Webcam-C-000.png,21.2784,0.5876
Oinari_0-0-Webcam-R-147.png,Oinari_0-0-Webcam-C-000.png,21.2784,0.5876
Oinari_0-0-Webcam-R-148.png,Oinari_0-0-Webcam-C-000.png,21.2784,0.5876
Oinari_0-0-Webcam-R-149.png,Oinari_0-0-Webcam-C-000.png,21.0636,0.6082
Oinari_0-0-Webcam-R-150.png,Oinari_0-0-Webcam-C-000.png,21.0446,0.5615
Oinari_0-0-Webcam-R-151.png,Oinari_0-0-Webcam-C-000.png,21.0446,0.5615
Oinari_0-0-Webcam-R-152.png,Oinari_0-0-Webcam-C-000.png,20.8246,0.537
Oinari_0-0-Webcam-R-153.png,Oinari_0-0-Webcam-C-000.png,20.8246,0.537
Oinari_0-0-Webcam-R-154.png,Oinari_0-0-Webcam-C-000.png,20.8246,0.537
Oinari_0-0-Webcam-R-155.png,Oinari_0-0-Webcam-C-000.png,20.8046,0.5293
Oinari_0-0-Webcam-R-156.png,Oinari_0-0-Webcam-C-000.png,20.8046,0.5293
Oinari_0-0-Webcam-R-157.png,Oinari_0-0-Webcam-C-000.png,20.8046,0.5293
Oinari_0-0-Webcam-R-158.png,Oinari_0-0-Webcam-C-000.png,20.3707,0.4973
Oinari_0-0-Webcam-R-159.png,Oinari_0-0-Webcam-C-000.png,20.2696,0.4951
Oinari_0-0-Webcam-R-160.png,Oinari_0-0-Webcam-C-000.png,20.2696,0.4951
Oinari_0-0-Webcam-R-161.png,Oinari_0-0-Webcam-C-000.png,20.3997,0.5622
Oinari_0-0-Webcam-R-162.png,Oinari_0-0-Webcam-C-000.png,20.3997,0.5622
Oinari_0-0-Webcam-R-163.png,Oinari_0-0-Webcam-C-000.png,20.3997,0.5622
Oinari_0-0-Webcam-R-164.png,Oinari_0-0-Webcam-C-000.png,20.155,0.5083
Oinari_0-0-Webcam-R-165.png,Oinari_0-0-Webcam-C-000.png,20.155,0.5083
Oinari_0-0-Webcam-R-166.png,Oinari_0-0-Webcam-C-000.png,20.155,0.5083
Oinari_0-0-Webcam-R-167.png,Oinari_0-0-Webcam-C-000.png,19.9351,0.4945
Oinari_0-0-Webcam-R-168.png,Oinari_0-0-Webcam-C-000.png,19.9351,0.4945
Oinari_0-0-Webcam-R-169.png,Oinari_0-0-Webcam-C-000.png,19.9351,0.4945
Oinari_0-0-Webcam-R-170.png,Oinari_0-0-Webcam-C-000.png,19.2988,0.4715
Oinari_0-0-Webcam-R-171.png,Oinari_0-0-Webcam-C-000.png,19.2988,0.4715
Oinari_0-0-Webcam-R-172.png,Oinari_0-0-Webcam-C-000.png,19.2988,0.4715
Oinari_0-0-Webcam-R-173.png,Oinari_0-0-Webcam-C-000.png,19.3354,0.4386
Oinari_0-0-Webcam-R-174.png,Oinari_0-0-Webcam-C-000.png,19.3354,0.4386
Oinari_0-0-Webcam-R-175.png,Oinari_0-0-Webcam-C-000.png,19.3354,0.4386
Oinari_0-0-Webcam-R-176.png,Oinari_0-0-Webcam-C-000.png,19.5149,0.4667
Oinari_0-0-Webcam-R-177.png,Oinari_0-0-Webcam-C-000.png,19.5149,0.4667
Oinari_0-0-Webcam-R-178.png,Oinari_0-0-Webcam-C-000.png,19.5149,0.4667
Oinari_0-0-Webcam-R-179.png,Oinari_0-0-Webcam-C-000.png,19.4256,0.4636
Oinari_0-0-Webcam-R-180.png,Oinari_0-0-Webcam-C-000.png,19.4204,0.4637
Oinari_0-0-Webcam-R-181.png,Oinari_0-0-Webcam-C-000.png,19.4204,0.4637
Oinari_0-0-Webcam-R-182.png,Oinari_0-0-Webcam-C-000.png,19.5017,0.4967
Oinari_0-0-Webcam-R-183.png,Oinari_0-0-Webcam-C-000.png,19.5017,0.4967
Oinari_0-0-Webcam-R-184.png,Oinari_0-0-Webcam-C-000.png,19.5017,0.4967
Oinari_0-0-Webcam-R-185.png,Oinari_0-0-Webcam-C-000.png,19.2302,0.4802
Oinari_0-0-Webcam-R-186.png,Oinari_0-0-Webcam-C-000.png,19.2302,0.4802
Oinari_0-0-Webcam-R-187.png,Oinari_0-0-Webcam-C-000.png,19.2302,0.4802
Oinari_0-0-Webcam-R-188.png,Oinari_0-0-Webcam-C-000.png,18.9812,0.3947
Oinari_0-0-Webcam-R-189.png,Oinari_0-0-Webcam-C-000.png,18.9078,0.3914
Oinari_0-0-Webcam-R-190.png,Oinari_0-0-Webcam-C-000.png,18.9078,0.3914
Oinari_0-0-Webcam-R-191.png,Oinari_0-0-Webcam-C-000.png,19.141,0.447
Oinari_0-0-Webcam-R-192.png,Oinari_0-0-Webcam-C-000.png,19.141,0.447
Oinari_0-0-Webcam-R-193.png,Oinari_0-0-Webcam-C-000.png,19.141,0.447
Oinari_0-0-Webcam-R-194.png,Oinari_0-0-Webcam-C-000.png,19.6205,0.4985
Oinari_0-0-Webcam-R-195.png,Oinari_0-0-Webcam-C-000.png,19.6205,0.4985
Oinari_0-0-Webcam-R-196.png,Oinari_0-0-Webcam-C-000.png,19.6205,0.4985
Oinari_0-0-Webcam-R-197.png,Oinari_0-0-Webcam-C-000.png,19.5385,0.4908
Oinari_0-0-Webcam-R-198.png,Oinari_0-0-Webcam-C-000.png,19.5385,0.4908
Oinari_0-0-Webcam-R-199.png,Oinari_0-0-Webcam-C-000.png,19.5385,0.4908
Oinari_0-0-Webcam-R-200.png,Oinari_0-0-Webcam-C-000.png,19.3178,0.4634
Oinari_0-0-Webcam-R-201.png,Oinari_0-0-Webcam-C-000.png,19.3214,0.4632
Oinari_0-0-Webcam-R-202.png,Oinari_0-0-Webcam-C-000.png,19.3214,0.4632
Oinari_0-0-Webcam-R-203.png,Oinari_0-0-Webcam-C-000.png,19.4456,0.5
Oinari_0-0-Webcam-R-204.png,Oinari_0-0-Webcam-C-000.png,19.4456,0.5
Oinari_0-0-Webcam-R-205.png,Oinari_0-0-Webcam-C-000.png,19.4456,0.5
Oinari_0-0-Webcam-R-206.png,Oinari_0-0-Webcam-C-000.png,19.5646,0.5195
Oinari_0-0-Webcam-R-207.png,Oinari_0-0-Webcam-C-000.png,19.5662,0.5179
Oinari_0-0-Webcam-R-208.png,Oinari_0-0-Webcam-C-000.png,19.5662,0.5179
Oinari_0-0-Webcam-R-209.png,Oinari_0-0-Webcam-C-000.png,19.4456,0.4861
Oinari_0-0-Webcam-R-210.png,Oinari_0-0-Webcam-C-000.png,19.4456,0.4861
Oinari_0-0-Webcam-R-211.png,Oinari_0-0-Webcam-C-000.png,19.4456,0.4861
