# NDR-Restore GT-Rain Evaluation Results,,,
,,,
# Model Information,,,
Model,NDR-Restore,,
Test Dataset,GT-Rain,,
,,,
# Overall Metrics,,,
Total Images,2100,,
Average PSNR (dB),21.2411,,
Average SSIM,0.5948,,
,,,
# Per-Image Results,,,
Image Name,GT Name,PSNR (dB),SSIM
Gurutto_0-0-Webcam-R-247.png,Gurutto_0-0-Webcam-C-000.png,25.7099,0.7583
Gurutto_0-0-Webcam-R-248.png,Gurutto_0-0-Webcam-C-000.png,25.8156,0.7593
Gurutto_0-0-Webcam-R-249.png,Gurutto_0-0-Webcam-C-000.png,25.6449,0.7523
Gurutto_0-0-Webcam-R-250.png,Gurutto_0-0-Webcam-C-000.png,25.5948,0.7525
Gurutto_0-0-Webcam-R-251.png,Gurutto_0-0-Webcam-C-000.png,25.757,0.7581
Gurutto_0-0-Webcam-R-252.png,Gurutto_0-0-Webcam-C-000.png,25.757,0.7581
Gurutto_0-0-Webcam-R-253.png,Gurutto_0-0-Webcam-C-000.png,25.6313,0.7555
Gurutto_0-0-Webcam-R-254.png,Gurutto_0-0-Webcam-C-000.png,25.5357,0.7555
Gurutto_0-0-Webcam-R-255.png,Gurutto_0-0-Webcam-C-000.png,25.7052,0.7536
Gurutto_0-0-Webcam-R-256.png,Gurutto_0-0-Webcam-C-000.png,25.595,0.7518
Gurutto_0-0-Webcam-R-257.png,Gurutto_0-0-Webcam-C-000.png,25.5351,0.7478
Gurutto_0-0-Webcam-R-258.png,Gurutto_0-0-Webcam-C-000.png,25.5361,0.7479
Gurutto_0-0-Webcam-R-259.png,Gurutto_0-0-Webcam-C-000.png,25.6114,0.7496
Gurutto_0-0-Webcam-R-260.png,Gurutto_0-0-Webcam-C-000.png,25.5692,0.7488
Gurutto_0-0-Webcam-R-261.png,Gurutto_0-0-Webcam-C-000.png,25.4934,0.7476
Gurutto_0-0-Webcam-R-262.png,Gurutto_0-0-Webcam-C-000.png,25.5683,0.7496
Gurutto_0-0-Webcam-R-263.png,Gurutto_0-0-Webcam-C-000.png,25.3254,0.7469
Gurutto_0-0-Webcam-R-264.png,Gurutto_0-0-Webcam-C-000.png,25.3254,0.7469
Gurutto_0-0-Webcam-R-265.png,Gurutto_0-0-Webcam-C-000.png,25.3368,0.7421
Gurutto_0-0-Webcam-R-266.png,Gurutto_0-0-Webcam-C-000.png,25.6489,0.7493
Gurutto_0-0-Webcam-R-267.png,Gurutto_0-0-Webcam-C-000.png,25.5252,0.7456
Gurutto_0-0-Webcam-R-268.png,Gurutto_0-0-Webcam-C-000.png,25.5203,0.7438
Gurutto_0-0-Webcam-R-269.png,Gurutto_0-0-Webcam-C-000.png,25.6346,0.746
Gurutto_0-0-Webcam-R-270.png,Gurutto_0-0-Webcam-C-000.png,25.631,0.7459
Gurutto_0-0-Webcam-R-271.png,Gurutto_0-0-Webcam-C-000.png,25.3423,0.7408
Gurutto_0-0-Webcam-R-272.png,Gurutto_0-0-Webcam-C-000.png,25.59,0.7479
Gurutto_0-0-Webcam-R-273.png,Gurutto_0-0-Webcam-C-000.png,25.5516,0.7463
Gurutto_0-0-Webcam-R-274.png,Gurutto_0-0-Webcam-C-000.png,25.5384,0.7447
Gurutto_0-0-Webcam-R-275.png,Gurutto_0-0-Webcam-C-000.png,25.4211,0.7385
Gurutto_0-0-Webcam-R-276.png,Gurutto_0-0-Webcam-C-000.png,25.4216,0.7385
Gurutto_0-0-Webcam-R-277.png,Gurutto_0-0-Webcam-C-000.png,25.4611,0.7392
Gurutto_0-0-Webcam-R-278.png,Gurutto_0-0-Webcam-C-000.png,25.4922,0.7413
Gurutto_0-0-Webcam-R-279.png,Gurutto_0-0-Webcam-C-000.png,25.5753,0.746
Gurutto_0-0-Webcam-R-280.png,Gurutto_0-0-Webcam-C-000.png,25.6158,0.7473
Gurutto_0-0-Webcam-R-281.png,Gurutto_0-0-Webcam-C-000.png,25.6197,0.7501
Gurutto_0-0-Webcam-R-282.png,Gurutto_0-0-Webcam-C-000.png,25.6202,0.7501
Gurutto_0-0-Webcam-R-283.png,Gurutto_0-0-Webcam-C-000.png,25.566,0.7478
Gurutto_0-0-Webcam-R-284.png,Gurutto_0-0-Webcam-C-000.png,25.5423,0.7465
Gurutto_0-0-Webcam-R-285.png,Gurutto_0-0-Webcam-C-000.png,25.451,0.7512
Gurutto_0-0-Webcam-R-286.png,Gurutto_0-0-Webcam-C-000.png,25.6594,0.7547
Gurutto_0-0-Webcam-R-287.png,Gurutto_0-0-Webcam-C-000.png,25.5004,0.753
Gurutto_0-0-Webcam-R-288.png,Gurutto_0-0-Webcam-C-000.png,25.5004,0.753
Gurutto_0-0-Webcam-R-289.png,Gurutto_0-0-Webcam-C-000.png,25.5005,0.7486
Gurutto_0-0-Webcam-R-290.png,Gurutto_0-0-Webcam-C-000.png,25.3913,0.7481
Gurutto_0-0-Webcam-R-291.png,Gurutto_0-0-Webcam-C-000.png,25.3893,0.7471
Gurutto_0-0-Webcam-R-292.png,Gurutto_0-0-Webcam-C-000.png,25.1947,0.7474
Gurutto_0-0-Webcam-R-293.png,Gurutto_0-0-Webcam-C-000.png,25.1337,0.7483
Gurutto_0-0-Webcam-R-294.png,Gurutto_0-0-Webcam-C-000.png,25.1339,0.7483
Gurutto_0-0-Webcam-R-295.png,Gurutto_0-0-Webcam-C-000.png,25.2318,0.7507
Gurutto_0-0-Webcam-R-296.png,Gurutto_0-0-Webcam-C-000.png,25.103,0.7458
Gurutto_0-0-Webcam-R-297.png,Gurutto_0-0-Webcam-C-000.png,25.0617,0.7599
Gurutto_0-0-Webcam-R-298.png,Gurutto_0-0-Webcam-C-000.png,24.9689,0.7596
Gurutto_0-0-Webcam-R-299.png,Gurutto_0-0-Webcam-C-000.png,24.8513,0.7567
M1135_0-0-Webcam-R-000.png,M1135_0-0-Webcam-C-000.png,21.5965,0.6543
M1135_0-0-Webcam-R-001.png,M1135_0-0-Webcam-C-000.png,21.5762,0.6543
M1135_0-0-Webcam-R-002.png,M1135_0-0-Webcam-C-000.png,21.622,0.6549
M1135_0-0-Webcam-R-003.png,M1135_0-0-Webcam-C-000.png,21.622,0.6549
M1135_0-0-Webcam-R-004.png,M1135_0-0-Webcam-C-000.png,21.6298,0.6555
M1135_0-0-Webcam-R-005.png,M1135_0-0-Webcam-C-000.png,21.5762,0.6539
M1135_0-0-Webcam-R-006.png,M1135_0-0-Webcam-C-000.png,21.5773,0.6537
M1135_0-0-Webcam-R-007.png,M1135_0-0-Webcam-C-000.png,21.5756,0.6532
M1135_0-0-Webcam-R-008.png,M1135_0-0-Webcam-C-000.png,21.5821,0.6529
M1135_0-0-Webcam-R-009.png,M1135_0-0-Webcam-C-000.png,21.5821,0.6529
M1135_0-0-Webcam-R-010.png,M1135_0-0-Webcam-C-000.png,21.582,0.6527
M1135_0-0-Webcam-R-011.png,M1135_0-0-Webcam-C-000.png,21.6,0.6529
M1135_0-0-Webcam-R-012.png,M1135_0-0-Webcam-C-000.png,21.6323,0.6521
M1135_0-0-Webcam-R-013.png,M1135_0-0-Webcam-C-000.png,21.6631,0.6518
M1135_0-0-Webcam-R-014.png,M1135_0-0-Webcam-C-000.png,21.6741,0.6525
M1135_0-0-Webcam-R-015.png,M1135_0-0-Webcam-C-000.png,21.6741,0.6525
M1135_0-0-Webcam-R-016.png,M1135_0-0-Webcam-C-000.png,21.7007,0.6528
M1135_0-0-Webcam-R-017.png,M1135_0-0-Webcam-C-000.png,21.7323,0.6535
M1135_0-0-Webcam-R-018.png,M1135_0-0-Webcam-C-000.png,20.4946,0.6445
M1135_0-0-Webcam-R-019.png,M1135_0-0-Webcam-C-000.png,20.039,0.6397
M1135_0-0-Webcam-R-020.png,M1135_0-0-Webcam-C-000.png,20.0829,0.6401
M1135_0-0-Webcam-R-021.png,M1135_0-0-Webcam-C-000.png,20.0829,0.6401
M1135_0-0-Webcam-R-022.png,M1135_0-0-Webcam-C-000.png,20.0884,0.6405
M1135_0-0-Webcam-R-023.png,M1135_0-0-Webcam-C-000.png,20.1189,0.6413
M1135_0-0-Webcam-R-024.png,M1135_0-0-Webcam-C-000.png,20.2204,0.6409
M1135_0-0-Webcam-R-025.png,M1135_0-0-Webcam-C-000.png,20.1626,0.6419
M1135_0-0-Webcam-R-026.png,M1135_0-0-Webcam-C-000.png,20.1559,0.6416
M1135_0-0-Webcam-R-027.png,M1135_0-0-Webcam-C-000.png,20.1559,0.6416
M1135_0-0-Webcam-R-028.png,M1135_0-0-Webcam-C-000.png,20.1607,0.6415
M1135_0-0-Webcam-R-029.png,M1135_0-0-Webcam-C-000.png,20.1804,0.6387
M1135_0-0-Webcam-R-030.png,M1135_0-0-Webcam-C-000.png,21.2699,0.6461
M1135_0-0-Webcam-R-031.png,M1135_0-0-Webcam-C-000.png,21.2837,0.6465
M1135_0-0-Webcam-R-032.png,M1135_0-0-Webcam-C-000.png,21.3004,0.6466
M1135_0-0-Webcam-R-033.png,M1135_0-0-Webcam-C-000.png,21.3004,0.6466
M1135_0-0-Webcam-R-034.png,M1135_0-0-Webcam-C-000.png,21.3082,0.6467
M1135_0-0-Webcam-R-035.png,M1135_0-0-Webcam-C-000.png,21.3082,0.6467
M1135_0-0-Webcam-R-036.png,M1135_0-0-Webcam-C-000.png,21.3077,0.6466
M1135_0-0-Webcam-R-037.png,M1135_0-0-Webcam-C-000.png,21.32,0.6464
M1135_0-0-Webcam-R-038.png,M1135_0-0-Webcam-C-000.png,21.3084,0.6465
M1135_0-0-Webcam-R-039.png,M1135_0-0-Webcam-C-000.png,21.3084,0.6465
M1135_0-0-Webcam-R-040.png,M1135_0-0-Webcam-C-000.png,21.3206,0.6468
M1135_0-0-Webcam-R-041.png,M1135_0-0-Webcam-C-000.png,21.2714,0.6469
M1135_0-0-Webcam-R-042.png,M1135_0-0-Webcam-C-000.png,20.215,0.6409
M1135_0-0-Webcam-R-043.png,M1135_0-0-Webcam-C-000.png,20.4244,0.6468
M1135_0-0-Webcam-R-044.png,M1135_0-0-Webcam-C-000.png,20.4032,0.6453
M1135_0-0-Webcam-R-045.png,M1135_0-0-Webcam-C-000.png,20.4033,0.6453
M1135_0-0-Webcam-R-046.png,M1135_0-0-Webcam-C-000.png,20.4318,0.6459
M1135_0-0-Webcam-R-047.png,M1135_0-0-Webcam-C-000.png,20.4288,0.6461
M1135_0-0-Webcam-R-048.png,M1135_0-0-Webcam-C-000.png,20.4071,0.646
M1135_0-0-Webcam-R-049.png,M1135_0-0-Webcam-C-000.png,20.404,0.6459
M1135_0-0-Webcam-R-050.png,M1135_0-0-Webcam-C-000.png,20.4049,0.6459
M1135_0-0-Webcam-R-051.png,M1135_0-0-Webcam-C-000.png,20.4049,0.6459
M1135_0-0-Webcam-R-052.png,M1135_0-0-Webcam-C-000.png,20.362,0.6451
M1135_0-0-Webcam-R-053.png,M1135_0-0-Webcam-C-000.png,20.3635,0.6451
M1135_0-0-Webcam-R-054.png,M1135_0-0-Webcam-C-000.png,20.3636,0.6451
M1135_0-0-Webcam-R-055.png,M1135_0-0-Webcam-C-000.png,20.3066,0.6448
M1135_0-0-Webcam-R-056.png,M1135_0-0-Webcam-C-000.png,20.3139,0.6449
M1135_0-0-Webcam-R-057.png,M1135_0-0-Webcam-C-000.png,20.3139,0.6449
M1135_0-0-Webcam-R-058.png,M1135_0-0-Webcam-C-000.png,20.3272,0.6439
M1135_0-0-Webcam-R-059.png,M1135_0-0-Webcam-C-000.png,20.3144,0.6439
M1135_0-0-Webcam-R-060.png,M1135_0-0-Webcam-C-000.png,20.9836,0.6462
M1135_0-0-Webcam-R-061.png,M1135_0-0-Webcam-C-000.png,21.0065,0.6456
M1135_0-0-Webcam-R-062.png,M1135_0-0-Webcam-C-000.png,20.9929,0.646
M1135_0-0-Webcam-R-063.png,M1135_0-0-Webcam-C-000.png,20.9929,0.646
M1135_0-0-Webcam-R-064.png,M1135_0-0-Webcam-C-000.png,21.0416,0.6448
M1135_0-0-Webcam-R-065.png,M1135_0-0-Webcam-C-000.png,21.035,0.6451
M1135_0-0-Webcam-R-066.png,M1135_0-0-Webcam-C-000.png,21.8261,0.6441
M1135_0-0-Webcam-R-067.png,M1135_0-0-Webcam-C-000.png,21.9002,0.6508
M1135_0-0-Webcam-R-068.png,M1135_0-0-Webcam-C-000.png,21.9083,0.6507
M1135_0-0-Webcam-R-069.png,M1135_0-0-Webcam-C-000.png,21.9084,0.6507
M1135_0-0-Webcam-R-070.png,M1135_0-0-Webcam-C-000.png,21.907,0.6517
M1135_0-0-Webcam-R-071.png,M1135_0-0-Webcam-C-000.png,21.897,0.6515
M1135_0-0-Webcam-R-072.png,M1135_0-0-Webcam-C-000.png,21.8896,0.6514
M1135_0-0-Webcam-R-073.png,M1135_0-0-Webcam-C-000.png,21.882,0.6507
M1135_0-0-Webcam-R-074.png,M1135_0-0-Webcam-C-000.png,21.8792,0.6506
M1135_0-0-Webcam-R-075.png,M1135_0-0-Webcam-C-000.png,21.8792,0.6506
M1135_0-0-Webcam-R-076.png,M1135_0-0-Webcam-C-000.png,21.8755,0.6505
M1135_0-0-Webcam-R-077.png,M1135_0-0-Webcam-C-000.png,21.9285,0.6494
M1135_0-0-Webcam-R-078.png,M1135_0-0-Webcam-C-000.png,21.9265,0.6513
M1135_0-0-Webcam-R-079.png,M1135_0-0-Webcam-C-000.png,21.9246,0.6514
M1135_0-0-Webcam-R-080.png,M1135_0-0-Webcam-C-000.png,21.9702,0.652
M1135_0-0-Webcam-R-081.png,M1135_0-0-Webcam-C-000.png,21.9702,0.652
M1135_0-0-Webcam-R-082.png,M1135_0-0-Webcam-C-000.png,21.9986,0.6522
M1135_0-0-Webcam-R-083.png,M1135_0-0-Webcam-C-000.png,21.9966,0.6523
M1135_0-0-Webcam-R-084.png,M1135_0-0-Webcam-C-000.png,21.9707,0.6512
M1135_0-0-Webcam-R-085.png,M1135_0-0-Webcam-C-000.png,21.9707,0.6512
M1135_0-0-Webcam-R-086.png,M1135_0-0-Webcam-C-000.png,21.9827,0.6513
M1135_0-0-Webcam-R-087.png,M1135_0-0-Webcam-C-000.png,21.9827,0.6513
M1135_0-0-Webcam-R-088.png,M1135_0-0-Webcam-C-000.png,21.9894,0.6513
M1135_0-0-Webcam-R-089.png,M1135_0-0-Webcam-C-000.png,21.9863,0.6516
M1135_0-0-Webcam-R-090.png,M1135_0-0-Webcam-C-000.png,22.8633,0.6502
M1135_0-0-Webcam-R-091.png,M1135_0-0-Webcam-C-000.png,22.8633,0.6502
M1135_0-0-Webcam-R-092.png,M1135_0-0-Webcam-C-000.png,22.8563,0.6501
M1135_0-0-Webcam-R-093.png,M1135_0-0-Webcam-C-000.png,22.8563,0.6501
M1135_0-0-Webcam-R-094.png,M1135_0-0-Webcam-C-000.png,22.856,0.6501
M1135_0-0-Webcam-R-095.png,M1135_0-0-Webcam-C-000.png,22.856,0.6501
M1135_0-0-Webcam-R-096.png,M1135_0-0-Webcam-C-000.png,22.856,0.6501
M1135_0-0-Webcam-R-097.png,M1135_0-0-Webcam-C-000.png,22.856,0.6501
M1135_0-0-Webcam-R-098.png,M1135_0-0-Webcam-C-000.png,22.8571,0.6497
M1135_0-0-Webcam-R-099.png,M1135_0-0-Webcam-C-000.png,22.8571,0.6497
M1135_0-0-Webcam-R-100.png,M1135_0-0-Webcam-C-000.png,22.8588,0.6489
M1135_0-0-Webcam-R-101.png,M1135_0-0-Webcam-C-000.png,22.8562,0.6488
M1135_0-0-Webcam-R-102.png,M1135_0-0-Webcam-C-000.png,22.8562,0.6488
M1135_0-0-Webcam-R-103.png,M1135_0-0-Webcam-C-000.png,22.8592,0.6482
M1135_0-0-Webcam-R-104.png,M1135_0-0-Webcam-C-000.png,22.839,0.6486
M1135_0-0-Webcam-R-105.png,M1135_0-0-Webcam-C-000.png,22.839,0.6486
M1135_0-0-Webcam-R-106.png,M1135_0-0-Webcam-C-000.png,22.8504,0.6489
M1135_0-0-Webcam-R-107.png,M1135_0-0-Webcam-C-000.png,22.8507,0.6489
M1135_0-0-Webcam-R-108.png,M1135_0-0-Webcam-C-000.png,22.8406,0.6489
M1135_0-0-Webcam-R-109.png,M1135_0-0-Webcam-C-000.png,22.8418,0.6484
M1135_0-0-Webcam-R-110.png,M1135_0-0-Webcam-C-000.png,22.8462,0.6491
M1135_0-0-Webcam-R-111.png,M1135_0-0-Webcam-C-000.png,22.8462,0.6491
M1135_0-0-Webcam-R-112.png,M1135_0-0-Webcam-C-000.png,22.8658,0.6493
M1135_0-0-Webcam-R-113.png,M1135_0-0-Webcam-C-000.png,22.847,0.6487
M1135_0-0-Webcam-R-114.png,M1135_0-0-Webcam-C-000.png,21.5309,0.6412
M1135_0-0-Webcam-R-115.png,M1135_0-0-Webcam-C-000.png,20.6029,0.6341
M1135_0-0-Webcam-R-116.png,M1135_0-0-Webcam-C-000.png,20.6029,0.6341
M1135_0-0-Webcam-R-117.png,M1135_0-0-Webcam-C-000.png,20.6029,0.6341
M1135_0-0-Webcam-R-118.png,M1135_0-0-Webcam-C-000.png,20.6486,0.6338
M1135_0-0-Webcam-R-119.png,M1135_0-0-Webcam-C-000.png,20.6159,0.6343
M1135_0-0-Webcam-R-120.png,M1135_0-0-Webcam-C-000.png,20.4537,0.6313
M1135_0-0-Webcam-R-121.png,M1135_0-0-Webcam-C-000.png,20.4468,0.6297
M1135_0-0-Webcam-R-122.png,M1135_0-0-Webcam-C-000.png,20.4688,0.6302
M1135_0-0-Webcam-R-123.png,M1135_0-0-Webcam-C-000.png,20.4688,0.6302
M1135_0-0-Webcam-R-124.png,M1135_0-0-Webcam-C-000.png,20.4764,0.6308
M1135_0-0-Webcam-R-125.png,M1135_0-0-Webcam-C-000.png,20.5003,0.6308
M1135_0-0-Webcam-R-126.png,M1135_0-0-Webcam-C-000.png,20.4634,0.6309
M1135_0-0-Webcam-R-127.png,M1135_0-0-Webcam-C-000.png,20.4611,0.6308
M1135_0-0-Webcam-R-128.png,M1135_0-0-Webcam-C-000.png,20.4611,0.6308
M1135_0-0-Webcam-R-129.png,M1135_0-0-Webcam-C-000.png,20.4611,0.6308
M1135_0-0-Webcam-R-130.png,M1135_0-0-Webcam-C-000.png,20.4556,0.6297
M1135_0-0-Webcam-R-131.png,M1135_0-0-Webcam-C-000.png,20.5248,0.6325
M1135_0-0-Webcam-R-132.png,M1135_0-0-Webcam-C-000.png,20.5248,0.6325
M1135_0-0-Webcam-R-133.png,M1135_0-0-Webcam-C-000.png,20.3885,0.6307
M1135_0-0-Webcam-R-134.png,M1135_0-0-Webcam-C-000.png,20.4152,0.6294
M1135_0-0-Webcam-R-135.png,M1135_0-0-Webcam-C-000.png,20.4152,0.6294
M1135_0-0-Webcam-R-136.png,M1135_0-0-Webcam-C-000.png,20.3967,0.6302
M1135_0-0-Webcam-R-137.png,M1135_0-0-Webcam-C-000.png,20.4179,0.6308
M1135_0-0-Webcam-R-138.png,M1135_0-0-Webcam-C-000.png,21.9881,0.6461
M1135_0-0-Webcam-R-139.png,M1135_0-0-Webcam-C-000.png,22.195,0.6525
M1135_0-0-Webcam-R-140.png,M1135_0-0-Webcam-C-000.png,22.2236,0.6527
M1135_0-0-Webcam-R-141.png,M1135_0-0-Webcam-C-000.png,22.2236,0.6527
M1135_0-0-Webcam-R-142.png,M1135_0-0-Webcam-C-000.png,22.212,0.6527
M1135_0-0-Webcam-R-143.png,M1135_0-0-Webcam-C-000.png,22.2381,0.6537
M1135_0-0-Webcam-R-144.png,M1135_0-0-Webcam-C-000.png,22.243,0.6541
M1135_0-0-Webcam-R-145.png,M1135_0-0-Webcam-C-000.png,22.3136,0.6534
M1135_0-0-Webcam-R-146.png,M1135_0-0-Webcam-C-000.png,22.1671,0.6527
M1135_0-0-Webcam-R-147.png,M1135_0-0-Webcam-C-000.png,22.1671,0.6527
M1135_0-0-Webcam-R-148.png,M1135_0-0-Webcam-C-000.png,22.1151,0.6544
M1135_0-0-Webcam-R-149.png,M1135_0-0-Webcam-C-000.png,22.1301,0.6545
M1135_0-0-Webcam-R-150.png,M1135_0-0-Webcam-C-000.png,22.6863,0.6514
M1135_0-0-Webcam-R-151.png,M1135_0-0-Webcam-C-000.png,22.7088,0.6515
M1135_0-0-Webcam-R-152.png,M1135_0-0-Webcam-C-000.png,22.69,0.6517
M1135_0-0-Webcam-R-153.png,M1135_0-0-Webcam-C-000.png,22.69,0.6517
M1135_0-0-Webcam-R-154.png,M1135_0-0-Webcam-C-000.png,22.6863,0.6519
M1135_0-0-Webcam-R-155.png,M1135_0-0-Webcam-C-000.png,22.7482,0.6523
M1135_0-0-Webcam-R-156.png,M1135_0-0-Webcam-C-000.png,22.7482,0.6523
M1135_0-0-Webcam-R-157.png,M1135_0-0-Webcam-C-000.png,22.6894,0.6519
M1135_0-0-Webcam-R-158.png,M1135_0-0-Webcam-C-000.png,22.7005,0.6519
M1135_0-0-Webcam-R-159.png,M1135_0-0-Webcam-C-000.png,22.7005,0.6519
M1135_0-0-Webcam-R-160.png,M1135_0-0-Webcam-C-000.png,22.6493,0.6493
M1135_0-0-Webcam-R-161.png,M1135_0-0-Webcam-C-000.png,22.7569,0.6514
M1135_0-0-Webcam-R-162.png,M1135_0-0-Webcam-C-000.png,21.7889,0.6473
M1135_0-0-Webcam-R-163.png,M1135_0-0-Webcam-C-000.png,21.1172,0.6472
M1135_0-0-Webcam-R-164.png,M1135_0-0-Webcam-C-000.png,21.1312,0.6466
M1135_0-0-Webcam-R-165.png,M1135_0-0-Webcam-C-000.png,21.1376,0.6465
M1135_0-0-Webcam-R-166.png,M1135_0-0-Webcam-C-000.png,21.1429,0.6462
M1135_0-0-Webcam-R-167.png,M1135_0-0-Webcam-C-000.png,21.1489,0.6463
M1135_0-0-Webcam-R-168.png,M1135_0-0-Webcam-C-000.png,21.1588,0.6454
M1135_0-0-Webcam-R-169.png,M1135_0-0-Webcam-C-000.png,21.1611,0.6457
M1135_0-0-Webcam-R-170.png,M1135_0-0-Webcam-C-000.png,21.1611,0.6457
M1135_0-0-Webcam-R-171.png,M1135_0-0-Webcam-C-000.png,21.1611,0.6457
M1135_0-0-Webcam-R-172.png,M1135_0-0-Webcam-C-000.png,21.1611,0.6457
M1135_0-0-Webcam-R-173.png,M1135_0-0-Webcam-C-000.png,21.1611,0.6457
M1135_0-0-Webcam-R-174.png,M1135_0-0-Webcam-C-000.png,21.1611,0.6457
M1135_0-0-Webcam-R-175.png,M1135_0-0-Webcam-C-000.png,21.169,0.6464
M1135_0-0-Webcam-R-176.png,M1135_0-0-Webcam-C-000.png,21.169,0.6464
M1135_0-0-Webcam-R-177.png,M1135_0-0-Webcam-C-000.png,21.169,0.6464
M1135_0-0-Webcam-R-178.png,M1135_0-0-Webcam-C-000.png,21.169,0.6464
M1135_0-0-Webcam-R-179.png,M1135_0-0-Webcam-C-000.png,21.169,0.6464
M1135_0-0-Webcam-R-180.png,M1135_0-0-Webcam-C-000.png,21.1698,0.6422
M1135_0-0-Webcam-R-181.png,M1135_0-0-Webcam-C-000.png,21.1698,0.6422
M1135_0-0-Webcam-R-182.png,M1135_0-0-Webcam-C-000.png,21.169,0.642
M1135_0-0-Webcam-R-183.png,M1135_0-0-Webcam-C-000.png,21.169,0.642
M1135_0-0-Webcam-R-184.png,M1135_0-0-Webcam-C-000.png,21.169,0.642
M1135_0-0-Webcam-R-185.png,M1135_0-0-Webcam-C-000.png,21.169,0.642
M1135_0-0-Webcam-R-186.png,M1135_0-0-Webcam-C-000.png,20.0955,0.6003
M1135_0-0-Webcam-R-187.png,M1135_0-0-Webcam-C-000.png,20.1274,0.603
M1135_0-0-Webcam-R-188.png,M1135_0-0-Webcam-C-000.png,20.1274,0.603
M1135_0-0-Webcam-R-189.png,M1135_0-0-Webcam-C-000.png,20.1262,0.603
M1135_0-0-Webcam-R-190.png,M1135_0-0-Webcam-C-000.png,20.1262,0.603
M1135_0-0-Webcam-R-191.png,M1135_0-0-Webcam-C-000.png,20.1262,0.603
M1135_0-0-Webcam-R-192.png,M1135_0-0-Webcam-C-000.png,20.1262,0.603
M1135_0-0-Webcam-R-193.png,M1135_0-0-Webcam-C-000.png,20.1262,0.603
M1135_0-0-Webcam-R-194.png,M1135_0-0-Webcam-C-000.png,20.1262,0.603
M1135_0-0-Webcam-R-195.png,M1135_0-0-Webcam-C-000.png,20.1262,0.603
M1135_0-0-Webcam-R-196.png,M1135_0-0-Webcam-C-000.png,20.1262,0.603
M1135_0-0-Webcam-R-197.png,M1135_0-0-Webcam-C-000.png,20.1262,0.603
M1135_0-0-Webcam-R-198.png,M1135_0-0-Webcam-C-000.png,20.129,0.6028
M1135_0-0-Webcam-R-199.png,M1135_0-0-Webcam-C-000.png,20.129,0.6028
M1135_0-0-Webcam-R-200.png,M1135_0-0-Webcam-C-000.png,20.1265,0.6027
M1135_0-0-Webcam-R-201.png,M1135_0-0-Webcam-C-000.png,20.1265,0.6027
M1135_0-0-Webcam-R-202.png,M1135_0-0-Webcam-C-000.png,20.1265,0.6027
M1135_0-0-Webcam-R-203.png,M1135_0-0-Webcam-C-000.png,20.1265,0.6027
M1135_0-0-Webcam-R-204.png,M1135_0-0-Webcam-C-000.png,20.1265,0.6027
M1135_0-0-Webcam-R-205.png,M1135_0-0-Webcam-C-000.png,20.1265,0.6027
M1135_0-0-Webcam-R-206.png,M1135_0-0-Webcam-C-000.png,20.1265,0.6027
M1135_0-0-Webcam-R-207.png,M1135_0-0-Webcam-C-000.png,20.1265,0.6027
M1135_0-0-Webcam-R-208.png,M1135_0-0-Webcam-C-000.png,20.1265,0.6027
M1135_0-0-Webcam-R-209.png,M1135_0-0-Webcam-C-000.png,20.1265,0.6027
M1135_0-0-Webcam-R-210.png,M1135_0-0-Webcam-C-000.png,20.5756,0.6274
M1135_0-0-Webcam-R-211.png,M1135_0-0-Webcam-C-000.png,20.6069,0.6294
M1135_0-0-Webcam-R-212.png,M1135_0-0-Webcam-C-000.png,20.6069,0.6294
M1135_0-0-Webcam-R-213.png,M1135_0-0-Webcam-C-000.png,20.6069,0.6294
M1135_0-0-Webcam-R-214.png,M1135_0-0-Webcam-C-000.png,20.6127,0.6294
M1135_0-0-Webcam-R-215.png,M1135_0-0-Webcam-C-000.png,20.6232,0.6305
M1135_0-0-Webcam-R-216.png,M1135_0-0-Webcam-C-000.png,20.6257,0.6304
M1135_0-0-Webcam-R-217.png,M1135_0-0-Webcam-C-000.png,20.6257,0.6304
M1135_0-0-Webcam-R-218.png,M1135_0-0-Webcam-C-000.png,20.6257,0.6304
M1135_0-0-Webcam-R-219.png,M1135_0-0-Webcam-C-000.png,20.6257,0.6304
M1135_0-0-Webcam-R-220.png,M1135_0-0-Webcam-C-000.png,20.6257,0.6304
M1135_0-0-Webcam-R-221.png,M1135_0-0-Webcam-C-000.png,20.6257,0.6304
M1135_0-0-Webcam-R-222.png,M1135_0-0-Webcam-C-000.png,20.6257,0.6304
M1135_0-0-Webcam-R-223.png,M1135_0-0-Webcam-C-000.png,20.6257,0.6304
M1135_0-0-Webcam-R-224.png,M1135_0-0-Webcam-C-000.png,20.6257,0.6304
M1135_0-0-Webcam-R-225.png,M1135_0-0-Webcam-C-000.png,20.6257,0.6304
M1135_0-0-Webcam-R-226.png,M1135_0-0-Webcam-C-000.png,20.6257,0.6304
M1135_0-0-Webcam-R-227.png,M1135_0-0-Webcam-C-000.png,20.6257,0.6304
M1135_0-0-Webcam-R-228.png,M1135_0-0-Webcam-C-000.png,20.6257,0.6304
M1135_0-0-Webcam-R-229.png,M1135_0-0-Webcam-C-000.png,20.6257,0.6304
M1135_0-0-Webcam-R-230.png,M1135_0-0-Webcam-C-000.png,20.6268,0.6304
M1135_0-0-Webcam-R-231.png,M1135_0-0-Webcam-C-000.png,20.6268,0.6304
