# NDR-Restore Outdoor-Rain Evaluation Results,,,
,,,
# Model Information,,,
Model,NDR-Restore,,
Test Dataset,Outdoor-Rain,,
,,,
# Overall Metrics,,,
Total Images,9000,,
Average PSNR (dB),15.8696,,
Average SSIM,0.6363,,
,,,
# Per-Image Results,,,
Rainy Image Name,GT Name,PSNR (dB),SSIM
im_0081_s90_a04.png,im_0081.png,10.2366,0.5452
im_0081_s90_a05.png,im_0081.png,16.9715,0.6573
im_0081_s90_a06.png,im_0081.png,11.2892,0.5877
im_0081_s95_a04.png,im_0081.png,19.5079,0.7375
im_0081_s95_a05.png,im_0081.png,11.1687,0.6573
im_0081_s95_a06.png,im_0081.png,10.7533,0.5093
im_0082_s100_a04.png,im_0082.png,20.9785,0.6859
im_0082_s100_a05.png,im_0082.png,10.2154,0.5253
im_0082_s100_a06.png,im_0082.png,23.5238,0.7139
im_0082_s80_a04.png,im_0082.png,19.7176,0.6708
im_0082_s80_a05.png,im_0082.png,9.8336,0.551
im_0082_s80_a06.png,im_0082.png,11.2349,0.598
im_0082_s85_a04.png,im_0082.png,9.9286,0.5081
im_0082_s85_a05.png,im_0082.png,9.9837,0.558
im_0082_s85_a06.png,im_0082.png,13.2602,0.6492
im_0082_s90_a04.png,im_0082.png,12.7123,0.5471
im_0082_s90_a05.png,im_0082.png,12.721,0.6317
im_0082_s90_a06.png,im_0082.png,12.7419,0.5701
im_0082_s95_a04.png,im_0082.png,14.6067,0.7282
im_0082_s95_a05.png,im_0082.png,11.06,0.5528
im_0082_s95_a06.png,im_0082.png,11.4818,0.591
im_0083_s100_a04.png,im_0083.png,11.4784,0.5911
im_0083_s100_a05.png,im_0083.png,15.5342,0.7125
im_0083_s100_a06.png,im_0083.png,21.0339,0.6632
im_0083_s80_a04.png,im_0083.png,13.1701,0.5308
im_0083_s80_a05.png,im_0083.png,15.8701,0.7792
im_0083_s80_a06.png,im_0083.png,12.8831,0.6805
im_0083_s85_a04.png,im_0083.png,19.3325,0.7637
im_0083_s85_a05.png,im_0083.png,11.2785,0.4637
im_0083_s85_a06.png,im_0083.png,13.038,0.559
im_0083_s90_a04.png,im_0083.png,13.3422,0.6147
im_0083_s90_a05.png,im_0083.png,14.0143,0.5034
im_0083_s90_a06.png,im_0083.png,17.1141,0.7734
im_0083_s95_a04.png,im_0083.png,19.9484,0.6465
im_0083_s95_a05.png,im_0083.png,15.2421,0.6446
im_0083_s95_a06.png,im_0083.png,21.3037,0.6996
im_0084_s100_a04.png,im_0084.png,14.722,0.5254
im_0084_s100_a05.png,im_0084.png,19.2012,0.6917
im_0084_s100_a06.png,im_0084.png,13.4099,0.6929
im_0084_s80_a04.png,im_0084.png,11.2036,0.4857
im_0084_s80_a05.png,im_0084.png,14.0641,0.7304
im_0084_s80_a06.png,im_0084.png,17.6496,0.6935
im_0084_s85_a04.png,im_0084.png,15.9967,0.6067
im_0084_s85_a05.png,im_0084.png,19.3507,0.6588
im_0084_s85_a06.png,im_0084.png,18.9285,0.7335
im_0084_s90_a04.png,im_0084.png,14.0463,0.5084
im_0084_s90_a05.png,im_0084.png,14.9169,0.6266
im_0084_s90_a06.png,im_0084.png,19.1971,0.7055
im_0084_s95_a04.png,im_0084.png,17.0835,0.7045
im_0084_s95_a05.png,im_0084.png,13.4819,0.5245
im_0084_s95_a06.png,im_0084.png,19.1472,0.6657
im_0085_s100_a04.png,im_0085.png,13.2627,0.626
im_0085_s100_a05.png,im_0085.png,19.9295,0.772
im_0085_s100_a06.png,im_0085.png,17.2691,0.6339
im_0085_s80_a04.png,im_0085.png,22.1281,0.7409
im_0085_s80_a05.png,im_0085.png,13.664,0.6928
im_0085_s80_a06.png,im_0085.png,14.0776,0.5812
im_0085_s85_a04.png,im_0085.png,13.7093,0.6887
im_0085_s85_a05.png,im_0085.png,17.0578,0.6844
im_0085_s85_a06.png,im_0085.png,21.9463,0.6592
im_0085_s90_a04.png,im_0085.png,13.89,0.6511
im_0085_s90_a05.png,im_0085.png,13.8814,0.6402
im_0085_s90_a06.png,im_0085.png,18.2049,0.5974
im_0085_s95_a04.png,im_0085.png,12.8912,0.6468
im_0085_s95_a05.png,im_0085.png,23.4066,0.7202
im_0085_s95_a06.png,im_0085.png,15.4895,0.6199
im_0086_s100_a04.png,im_0086.png,18.2885,0.6444
im_0086_s100_a05.png,im_0086.png,16.5294,0.6298
im_0086_s100_a06.png,im_0086.png,16.3911,0.4606
im_0086_s80_a04.png,im_0086.png,15.349,0.6616
im_0086_s80_a05.png,im_0086.png,20.3111,0.593
im_0086_s80_a06.png,im_0086.png,18.8558,0.583
im_0086_s85_a04.png,im_0086.png,17.1504,0.6804
im_0086_s85_a05.png,im_0086.png,18.9861,0.7028
im_0086_s85_a06.png,im_0086.png,21.3913,0.6547
im_0086_s90_a04.png,im_0086.png,14.9688,0.6653
im_0086_s90_a05.png,im_0086.png,21.1345,0.6087
im_0086_s90_a06.png,im_0086.png,18.2812,0.5332
im_0086_s95_a04.png,im_0086.png,18.9121,0.6715
im_0086_s95_a05.png,im_0086.png,18.036,0.6654
im_0086_s95_a06.png,im_0086.png,18.996,0.6201
im_0087_s100_a04.png,im_0087.png,24.7498,0.7389
im_0087_s100_a05.png,im_0087.png,16.0217,0.6601
im_0087_s100_a06.png,im_0087.png,19.9135,0.6455
im_0087_s80_a04.png,im_0087.png,19.458,0.6737
im_0087_s80_a05.png,im_0087.png,19.2746,0.6941
im_0087_s80_a06.png,im_0087.png,24.9477,0.7469
im_0087_s85_a04.png,im_0087.png,19.5271,0.6279
im_0087_s85_a05.png,im_0087.png,15.7824,0.7104
im_0087_s85_a06.png,im_0087.png,19.3854,0.5919
im_0087_s90_a04.png,im_0087.png,19.0896,0.698
im_0087_s90_a05.png,im_0087.png,17.4046,0.525
im_0087_s90_a06.png,im_0087.png,13.0064,0.4286
im_0087_s95_a04.png,im_0087.png,18.9782,0.6852
im_0087_s95_a05.png,im_0087.png,19.9432,0.6981
im_0087_s95_a06.png,im_0087.png,22.0323,0.7573
im_0088_s100_a04.png,im_0088.png,9.0074,0.4705
im_0088_s100_a05.png,im_0088.png,17.2824,0.6053
im_0088_s100_a06.png,im_0088.png,16.1297,0.6321
im_0088_s80_a04.png,im_0088.png,19.4402,0.6885
im_0088_s80_a05.png,im_0088.png,9.836,0.5216
im_0088_s80_a06.png,im_0088.png,15.7584,0.676
im_0088_s85_a04.png,im_0088.png,16.9633,0.6853
im_0088_s85_a05.png,im_0088.png,9.3514,0.4754
im_0088_s85_a06.png,im_0088.png,14.6821,0.5484
im_0088_s90_a04.png,im_0088.png,8.2399,0.439
im_0088_s90_a05.png,im_0088.png,10.7205,0.5795
im_0088_s90_a06.png,im_0088.png,13.5632,0.5511
im_0088_s95_a04.png,im_0088.png,16.1517,0.7189
im_0088_s95_a05.png,im_0088.png,9.008,0.4587
im_0088_s95_a06.png,im_0088.png,11.0863,0.6475
im_0089_s100_a04.png,im_0089.png,17.769,0.6547
im_0089_s100_a05.png,im_0089.png,11.717,0.6523
im_0089_s100_a06.png,im_0089.png,21.5332,0.6842
im_0089_s80_a04.png,im_0089.png,9.8315,0.5914
im_0089_s80_a05.png,im_0089.png,8.9373,0.517
im_0089_s80_a06.png,im_0089.png,15.5278,0.7353
im_0089_s85_a04.png,im_0089.png,9.7131,0.5953
im_0089_s85_a05.png,im_0089.png,16.1158,0.6425
im_0089_s85_a06.png,im_0089.png,14.9258,0.7374
im_0089_s90_a04.png,im_0089.png,10.3667,0.5628
im_0089_s90_a05.png,im_0089.png,8.651,0.5092
im_0089_s90_a06.png,im_0089.png,18.6482,0.6671
im_0089_s95_a04.png,im_0089.png,9.1477,0.5601
im_0089_s95_a05.png,im_0089.png,11.1172,0.6253
im_0089_s95_a06.png,im_0089.png,12.6435,0.5636
im_0090_s100_a04.png,im_0090.png,6.2629,0.4194
im_0090_s100_a05.png,im_0090.png,7.085,0.5268
im_0090_s100_a06.png,im_0090.png,6.6569,0.4817
im_0090_s80_a04.png,im_0090.png,7.3236,0.5571
im_0090_s80_a05.png,im_0090.png,7.833,0.4781
im_0090_s80_a06.png,im_0090.png,9.2615,0.5616
im_0090_s85_a04.png,im_0090.png,16.6373,0.7723
im_0090_s85_a05.png,im_0090.png,15.0452,0.6289
im_0090_s85_a06.png,im_0090.png,12.1659,0.6446
im_0090_s90_a04.png,im_0090.png,17.1821,0.58
im_0090_s90_a05.png,im_0090.png,8.0392,0.5682
im_0090_s90_a06.png,im_0090.png,15.7083,0.5861
im_0090_s95_a04.png,im_0090.png,8.0051,0.5507
im_0090_s95_a05.png,im_0090.png,7.1846,0.4629
im_0090_s95_a06.png,im_0090.png,13.475,0.6094
im_0091_s100_a04.png,im_0091.png,11.9085,0.5288
im_0091_s100_a05.png,im_0091.png,12.3245,0.5339
im_0091_s100_a06.png,im_0091.png,9.6826,0.4704
im_0091_s80_a04.png,im_0091.png,18.4802,0.5981
im_0091_s80_a05.png,im_0091.png,11.9381,0.5365
im_0091_s80_a06.png,im_0091.png,14.2271,0.7204
im_0091_s85_a04.png,im_0091.png,12.7564,0.6278
im_0091_s85_a05.png,im_0091.png,14.233,0.7189
im_0091_s85_a06.png,im_0091.png,13.1822,0.6273
im_0091_s90_a04.png,im_0091.png,19.4164,0.5317
im_0091_s90_a05.png,im_0091.png,14.1144,0.5597
im_0091_s90_a06.png,im_0091.png,19.614,0.5466
im_0091_s95_a04.png,im_0091.png,14.0386,0.5954
im_0091_s95_a05.png,im_0091.png,11.9544,0.5172
im_0091_s95_a06.png,im_0091.png,17.853,0.7625
im_0092_s100_a04.png,im_0092.png,10.5167,0.6703
im_0092_s100_a05.png,im_0092.png,10.5683,0.5798
im_0092_s100_a06.png,im_0092.png,9.1256,0.4747
im_0092_s80_a04.png,im_0092.png,18.7516,0.6882
im_0092_s80_a05.png,im_0092.png,18.1449,0.6796
im_0092_s80_a06.png,im_0092.png,12.075,0.5791
im_0092_s85_a04.png,im_0092.png,8.9546,0.5006
im_0092_s85_a05.png,im_0092.png,14.0726,0.7477
im_0092_s85_a06.png,im_0092.png,18.3971,0.7097
im_0092_s90_a04.png,im_0092.png,15.5142,0.6008
im_0092_s90_a05.png,im_0092.png,16.6759,0.5633
im_0092_s90_a06.png,im_0092.png,12.2469,0.5313
im_0092_s95_a04.png,im_0092.png,16.9261,0.6541
im_0092_s95_a05.png,im_0092.png,12.1925,0.6329
im_0092_s95_a06.png,im_0092.png,8.8213,0.4885
im_0093_s100_a04.png,im_0093.png,19.309,0.6197
im_0093_s100_a05.png,im_0093.png,17.9771,0.5802
im_0093_s100_a06.png,im_0093.png,16.4595,0.528
im_0093_s80_a04.png,im_0093.png,17.7625,0.78
im_0093_s80_a05.png,im_0093.png,18.6933,0.651
im_0093_s80_a06.png,im_0093.png,21.4268,0.6928
im_0093_s85_a04.png,im_0093.png,17.7653,0.6879
im_0093_s85_a05.png,im_0093.png,16.5354,0.7624
im_0093_s85_a06.png,im_0093.png,17.8725,0.736
im_0093_s90_a04.png,im_0093.png,21.9628,0.7262
im_0093_s90_a05.png,im_0093.png,16.9971,0.7585
im_0093_s90_a06.png,im_0093.png,15.0234,0.6336
im_0093_s95_a04.png,im_0093.png,18.7579,0.5849
im_0093_s95_a05.png,im_0093.png,23.7073,0.7313
im_0093_s95_a06.png,im_0093.png,18.7728,0.7851
im_0094_s100_a04.png,im_0094.png,16.403,0.6799
im_0094_s100_a05.png,im_0094.png,14.6371,0.6016
im_0094_s100_a06.png,im_0094.png,14.9992,0.6121
im_0094_s80_a04.png,im_0094.png,19.7419,0.6964
im_0094_s80_a05.png,im_0094.png,12.8945,0.5837
im_0094_s80_a06.png,im_0094.png,15.0632,0.5807
im_0094_s85_a04.png,im_0094.png,13.8071,0.706
im_0094_s85_a05.png,im_0094.png,13.8141,0.4582
im_0094_s85_a06.png,im_0094.png,19.2776,0.6732
im_0094_s90_a04.png,im_0094.png,16.4864,0.4759
im_0094_s90_a05.png,im_0094.png,16.0027,0.6915
im_0094_s90_a06.png,im_0094.png,11.9535,0.6624
im_0094_s95_a04.png,im_0094.png,15.7095,0.7795
im_0094_s95_a05.png,im_0094.png,12.9279,0.6386
im_0094_s95_a06.png,im_0094.png,22.1851,0.7388
im_0095_s100_a04.png,im_0095.png,17.8433,0.7606
im_0095_s100_a05.png,im_0095.png,23.8775,0.7914
im_0095_s100_a06.png,im_0095.png,21.7138,0.7442
im_0095_s80_a04.png,im_0095.png,23.9525,0.7957
im_0095_s80_a05.png,im_0095.png,17.1089,0.6078
im_0095_s80_a06.png,im_0095.png,19.7165,0.6482
im_0095_s85_a04.png,im_0095.png,19.0797,0.8017
im_0095_s85_a05.png,im_0095.png,18.9127,0.5971
im_0095_s85_a06.png,im_0095.png,21.1738,0.693
im_0095_s90_a04.png,im_0095.png,15.1394,0.6269
im_0095_s90_a05.png,im_0095.png,18.1193,0.673
im_0095_s90_a06.png,im_0095.png,18.3252,0.6697
im_0095_s95_a04.png,im_0095.png,21.9188,0.8355
im_0095_s95_a05.png,im_0095.png,21.6562,0.7576
im_0095_s95_a06.png,im_0095.png,22.8614,0.8228
im_0096_s100_a04.png,im_0096.png,24.9875,0.7697
im_0096_s100_a05.png,im_0096.png,23.0558,0.6399
im_0096_s100_a06.png,im_0096.png,21.6899,0.5902
im_0096_s80_a04.png,im_0096.png,20.296,0.7053
im_0096_s80_a05.png,im_0096.png,21.957,0.6058
im_0096_s80_a06.png,im_0096.png,19.2129,0.6339
im_0096_s85_a04.png,im_0096.png,20.485,0.6401
im_0096_s85_a05.png,im_0096.png,18.5671,0.7103
im_0096_s85_a06.png,im_0096.png,22.6054,0.774
im_0096_s90_a04.png,im_0096.png,20.8494,0.5844
im_0096_s90_a05.png,im_0096.png,16.9442,0.4543
im_0096_s90_a06.png,im_0096.png,20.7882,0.5823
im_0096_s95_a04.png,im_0096.png,20.0117,0.4922
im_0096_s95_a05.png,im_0096.png,18.2502,0.5106
im_0096_s95_a06.png,im_0096.png,20.3002,0.5067
im_0097_s100_a04.png,im_0097.png,14.8096,0.5667
im_0097_s100_a05.png,im_0097.png,16.5025,0.5927
im_0097_s100_a06.png,im_0097.png,16.3641,0.7441
im_0097_s80_a04.png,im_0097.png,13.5304,0.6766
im_0097_s80_a05.png,im_0097.png,18.0663,0.6018
im_0097_s80_a06.png,im_0097.png,16.4663,0.7348
im_0097_s85_a04.png,im_0097.png,17.1028,0.6004
im_0097_s85_a05.png,im_0097.png,24.8185,0.7574
im_0097_s85_a06.png,im_0097.png,16.6106,0.6744
im_0097_s90_a04.png,im_0097.png,19.3858,0.6368
im_0097_s90_a05.png,im_0097.png,17.6112,0.6484
im_0097_s90_a06.png,im_0097.png,15.5153,0.6925
im_0097_s95_a04.png,im_0097.png,18.3666,0.6364
im_0097_s95_a05.png,im_0097.png,22.5987,0.7175
im_0097_s95_a06.png,im_0097.png,21.845,0.5995
im_0098_s100_a04.png,im_0098.png,18.4718,0.6456
im_0098_s100_a05.png,im_0098.png,15.4042,0.6872
im_0098_s100_a06.png,im_0098.png,13.6971,0.7368
im_0098_s80_a04.png,im_0098.png,15.1454,0.7262
im_0098_s80_a05.png,im_0098.png,17.0291,0.6588
im_0098_s80_a06.png,im_0098.png,18.6524,0.7428
im_0098_s85_a04.png,im_0098.png,14.9356,0.6705
im_0098_s85_a05.png,im_0098.png,14.9295,0.6462
im_0098_s85_a06.png,im_0098.png,20.2115,0.638
im_0098_s90_a04.png,im_0098.png,20.3118,0.6666
im_0098_s90_a05.png,im_0098.png,18.0524,0.5842
im_0098_s90_a06.png,im_0098.png,19.6322,0.725
im_0098_s95_a04.png,im_0098.png,15.2029,0.6826
im_0098_s95_a05.png,im_0098.png,12.4963,0.6877
im_0098_s95_a06.png,im_0098.png,19.338,0.6829
im_0099_s100_a04.png,im_0099.png,14.5596,0.7251
im_0099_s100_a05.png,im_0099.png,18.149,0.5889
im_0099_s100_a06.png,im_0099.png,17.2042,0.6508
im_0099_s80_a04.png,im_0099.png,22.3592,0.7343
im_0099_s80_a05.png,im_0099.png,14.4572,0.5819
im_0099_s80_a06.png,im_0099.png,16.5226,0.6055
im_0099_s85_a04.png,im_0099.png,15.6974,0.6224
im_0099_s85_a05.png,im_0099.png,18.7234,0.5608
im_0099_s85_a06.png,im_0099.png,12.2818,0.6832
im_0099_s90_a04.png,im_0099.png,19.2461,0.6083
im_0099_s90_a05.png,im_0099.png,18.3061,0.6205
im_0099_s90_a06.png,im_0099.png,22.1627,0.6489
im_0099_s95_a04.png,im_0099.png,16.1517,0.65
im_0099_s95_a05.png,im_0099.png,16.8075,0.5804
im_0099_s95_a06.png,im_0099.png,19.8921,0.6351
im_0100_s100_a04.png,im_0100.png,9.8115,0.466
im_0100_s100_a05.png,im_0100.png,12.6411,0.5257
im_0100_s100_a06.png,im_0100.png,22.5106,0.7791
im_0100_s80_a04.png,im_0100.png,15.2076,0.6817
im_0100_s80_a05.png,im_0100.png,11.6897,0.5109
im_0100_s80_a06.png,im_0100.png,16.9252,0.6841
im_0100_s85_a04.png,im_0100.png,11.1158,0.6448
im_0100_s85_a05.png,im_0100.png,20.6772,0.6241
im_0100_s85_a06.png,im_0100.png,16.7434,0.5779
im_0100_s90_a04.png,im_0100.png,21.6636,0.6703
im_0100_s90_a05.png,im_0100.png,17.7627,0.5397
im_0100_s90_a06.png,im_0100.png,13.0845,0.7042
im_0100_s95_a04.png,im_0100.png,19.8601,0.7351
im_0100_s95_a05.png,im_0100.png,18.6743,0.741
im_0100_s95_a06.png,im_0100.png,16.964,0.644
im_0101_s100_a04.png,im_0101.png,10.2725,0.5822
im_0101_s100_a05.png,im_0101.png,9.7708,0.4558
im_0101_s100_a06.png,im_0101.png,13.7222,0.7185
im_0101_s80_a04.png,im_0101.png,10.9331,0.6585
im_0101_s80_a05.png,im_0101.png,15.733,0.5277
im_0101_s80_a06.png,im_0101.png,12.1159,0.5546
im_0101_s85_a04.png,im_0101.png,13.8982,0.7343
im_0101_s85_a05.png,im_0101.png,11.0896,0.6531
im_0101_s85_a06.png,im_0101.png,10.7456,0.5254
im_0101_s90_a04.png,im_0101.png,15.4643,0.5779
im_0101_s90_a05.png,im_0101.png,12.9584,0.6647
im_0101_s90_a06.png,im_0101.png,18.6015,0.6674
im_0101_s95_a04.png,im_0101.png,20.4386,0.6713
im_0101_s95_a05.png,im_0101.png,18.3727,0.8196
im_0101_s95_a06.png,im_0101.png,11.1287,0.6662
im_0102_s100_a04.png,im_0102.png,17.1631,0.6745
im_0102_s100_a05.png,im_0102.png,10.5377,0.6063
im_0102_s100_a06.png,im_0102.png,22.3222,0.7149
im_0102_s80_a04.png,im_0102.png,14.0146,0.7068
im_0102_s80_a05.png,im_0102.png,15.9191,0.6924
im_0102_s80_a06.png,im_0102.png,14.3513,0.6894
im_0102_s85_a04.png,im_0102.png,13.4017,0.6824
im_0102_s85_a05.png,im_0102.png,11.7146,0.6114
im_0102_s85_a06.png,im_0102.png,19.691,0.6748
im_0102_s90_a04.png,im_0102.png,11.9695,0.6389
im_0102_s90_a05.png,im_0102.png,14.1724,0.6683
im_0102_s90_a06.png,im_0102.png,19.9653,0.6189
im_0102_s95_a04.png,im_0102.png,10.3838,0.5591
im_0102_s95_a05.png,im_0102.png,22.3927,0.8075
im_0102_s95_a06.png,im_0102.png,16.2469,0.6666
im_0103_s100_a04.png,im_0103.png,19.6565,0.7062
im_0103_s100_a05.png,im_0103.png,21.983,0.6939
im_0103_s100_a06.png,im_0103.png,13.9618,0.6122
im_0103_s80_a04.png,im_0103.png,17.6782,0.7296
im_0103_s80_a05.png,im_0103.png,18.6698,0.6149
im_0103_s80_a06.png,im_0103.png,18.8634,0.7494
im_0103_s85_a04.png,im_0103.png,16.6078,0.7221
im_0103_s85_a05.png,im_0103.png,21.0827,0.5636
im_0103_s85_a06.png,im_0103.png,18.3043,0.5476
im_0103_s90_a04.png,im_0103.png,15.0307,0.5777
im_0103_s90_a05.png,im_0103.png,15.2336,0.5368
im_0103_s90_a06.png,im_0103.png,18.2994,0.4117
im_0103_s95_a04.png,im_0103.png,14.3897,0.6544
im_0103_s95_a05.png,im_0103.png,17.2663,0.5861
im_0103_s95_a06.png,im_0103.png,16.2904,0.605
im_0104_s100_a04.png,im_0104.png,21.9175,0.74
im_0104_s100_a05.png,im_0104.png,18.8955,0.6444
im_0104_s100_a06.png,im_0104.png,19.2515,0.776
im_0104_s80_a04.png,im_0104.png,15.0019,0.7403
im_0104_s80_a05.png,im_0104.png,22.6458,0.731
im_0104_s80_a06.png,im_0104.png,13.555,0.6763
im_0104_s85_a04.png,im_0104.png,24.7523,0.7775
im_0104_s85_a05.png,im_0104.png,25.9156,0.8284
im_0104_s85_a06.png,im_0104.png,17.8582,0.7696
im_0104_s90_a04.png,im_0104.png,19.8549,0.6026
im_0104_s90_a05.png,im_0104.png,14.2821,0.5793
im_0104_s90_a06.png,im_0104.png,15.0944,0.7028
im_0104_s95_a04.png,im_0104.png,23.504,0.6826
im_0104_s95_a05.png,im_0104.png,22.3257,0.6112
im_0104_s95_a06.png,im_0104.png,13.8804,0.6094
im_0105_s100_a04.png,im_0105.png,18.6703,0.6757
im_0105_s100_a05.png,im_0105.png,21.3635,0.6554
im_0105_s100_a06.png,im_0105.png,19.297,0.6592
im_0105_s80_a04.png,im_0105.png,17.4648,0.6226
im_0105_s80_a05.png,im_0105.png,16.3904,0.581
im_0105_s80_a06.png,im_0105.png,14.0598,0.6769
im_0105_s85_a04.png,im_0105.png,16.4216,0.6606
im_0105_s85_a05.png,im_0105.png,25.3327,0.7255
im_0105_s85_a06.png,im_0105.png,20.601,0.5958
im_0105_s90_a04.png,im_0105.png,13.341,0.7031
im_0105_s90_a05.png,im_0105.png,21.8323,0.6695
im_0105_s90_a06.png,im_0105.png,21.3161,0.5727
im_0105_s95_a04.png,im_0105.png,19.1564,0.8074
im_0105_s95_a05.png,im_0105.png,16.6985,0.5134
im_0105_s95_a06.png,im_0105.png,17.4034,0.6969
im_0106_s100_a04.png,im_0106.png,12.1762,0.5054
im_0106_s100_a05.png,im_0106.png,15.2807,0.7536
im_0106_s100_a06.png,im_0106.png,12.458,0.5366
im_0106_s80_a04.png,im_0106.png,13.7214,0.7017
im_0106_s80_a05.png,im_0106.png,16.0391,0.7127
im_0106_s80_a06.png,im_0106.png,23.0526,0.7386
im_0106_s85_a04.png,im_0106.png,13.6276,0.5608
im_0106_s85_a05.png,im_0106.png,14.4333,0.6855
im_0106_s85_a06.png,im_0106.png,14.9403,0.6524
im_0106_s90_a04.png,im_0106.png,17.9639,0.6671
im_0106_s90_a05.png,im_0106.png,13.9184,0.663
im_0106_s90_a06.png,im_0106.png,11.8381,0.4954
im_0106_s95_a04.png,im_0106.png,12.9694,0.6458
im_0106_s95_a05.png,im_0106.png,14.5095,0.63
im_0106_s95_a06.png,im_0106.png,17.6643,0.7247
im_0107_s100_a04.png,im_0107.png,13.2983,0.5003
im_0107_s100_a05.png,im_0107.png,14.8853,0.6724
im_0107_s100_a06.png,im_0107.png,13.8289,0.57
im_0107_s80_a04.png,im_0107.png,14.4471,0.6139
im_0107_s80_a05.png,im_0107.png,15.5506,0.5515
im_0107_s80_a06.png,im_0107.png,15.009,0.5581
im_0107_s85_a04.png,im_0107.png,11.8719,0.4557
im_0107_s85_a05.png,im_0107.png,12.5685,0.5333
im_0107_s85_a06.png,im_0107.png,12.523,0.5759
im_0107_s90_a04.png,im_0107.png,12.3617,0.5079
im_0107_s90_a05.png,im_0107.png,16.2456,0.5857
im_0107_s90_a06.png,im_0107.png,12.7574,0.4705
im_0107_s95_a04.png,im_0107.png,14.5465,0.6622
im_0107_s95_a05.png,im_0107.png,11.3804,0.4778
im_0107_s95_a06.png,im_0107.png,13.7783,0.627
im_0108_s100_a04.png,im_0108.png,19.9989,0.74
im_0108_s100_a05.png,im_0108.png,20.1936,0.7546
im_0108_s100_a06.png,im_0108.png,10.1533,0.5772
im_0108_s80_a04.png,im_0108.png,8.0286,0.4408
im_0108_s80_a05.png,im_0108.png,8.7851,0.5539
im_0108_s80_a06.png,im_0108.png,8.0014,0.4688
im_0108_s85_a04.png,im_0108.png,8.4109,0.5038
im_0108_s85_a05.png,im_0108.png,8.4509,0.5166
im_0108_s85_a06.png,im_0108.png,12.829,0.6242
im_0108_s90_a04.png,im_0108.png,9.6337,0.5201
im_0108_s90_a05.png,im_0108.png,12.0167,0.5612
im_0108_s90_a06.png,im_0108.png,8.167,0.492
im_0108_s95_a04.png,im_0108.png,22.9158,0.7995
im_0108_s95_a05.png,im_0108.png,10.1717,0.5717
im_0108_s95_a06.png,im_0108.png,8.4786,0.5055
im_0109_s100_a04.png,im_0109.png,12.9478,0.6636
im_0109_s100_a05.png,im_0109.png,18.6671,0.6849
im_0109_s100_a06.png,im_0109.png,20.9076,0.7562
im_0109_s80_a04.png,im_0109.png,15.6702,0.6064
im_0109_s80_a05.png,im_0109.png,12.0083,0.5891
im_0109_s80_a06.png,im_0109.png,18.035,0.7765
im_0109_s85_a04.png,im_0109.png,15.6687,0.6427
im_0109_s85_a05.png,im_0109.png,11.528,0.5538
im_0109_s85_a06.png,im_0109.png,11.7725,0.538
im_0109_s90_a04.png,im_0109.png,10.8681,0.4923
im_0109_s90_a05.png,im_0109.png,17.9146,0.6772
im_0109_s90_a06.png,im_0109.png,11.5117,0.6406
im_0109_s95_a04.png,im_0109.png,16.239,0.6847
im_0109_s95_a05.png,im_0109.png,13.0583,0.6775
im_0109_s95_a06.png,im_0109.png,14.5719,0.7725
im_0110_s100_a04.png,im_0110.png,12.7668,0.4918
im_0110_s100_a05.png,im_0110.png,10.2985,0.4395
im_0110_s100_a06.png,im_0110.png,12.8364,0.5498
im_0110_s80_a04.png,im_0110.png,12.9702,0.5817
im_0110_s80_a05.png,im_0110.png,14.3652,0.6685
im_0110_s80_a06.png,im_0110.png,12.4612,0.6078
im_0110_s85_a04.png,im_0110.png,13.647,0.6086
im_0110_s85_a05.png,im_0110.png,11.1647,0.5351
im_0110_s85_a06.png,im_0110.png,12.828,0.6544
im_0110_s90_a04.png,im_0110.png,11.8043,0.6142
im_0110_s90_a05.png,im_0110.png,18.363,0.7049
im_0110_s90_a06.png,im_0110.png,13.0745,0.6366
im_0110_s95_a04.png,im_0110.png,16.0782,0.7633
im_0110_s95_a05.png,im_0110.png,18.5774,0.5251
im_0110_s95_a06.png,im_0110.png,14.3861,0.5042
im_0111_s100_a04.png,im_0111.png,16.3251,0.6204
im_0111_s100_a05.png,im_0111.png,13.3033,0.792
im_0111_s100_a06.png,im_0111.png,8.7065,0.5902
im_0111_s80_a04.png,im_0111.png,9.9922,0.6428
im_0111_s80_a05.png,im_0111.png,8.4746,0.579
im_0111_s80_a06.png,im_0111.png,19.5636,0.8033
im_0111_s85_a04.png,im_0111.png,8.8254,0.5378
im_0111_s85_a05.png,im_0111.png,18.4527,0.6808
im_0111_s85_a06.png,im_0111.png,14.7217,0.7742
im_0111_s90_a04.png,im_0111.png,9.7098,0.6283
im_0111_s90_a05.png,im_0111.png,12.0302,0.7425
im_0111_s90_a06.png,im_0111.png,10.8545,0.6441
im_0111_s95_a04.png,im_0111.png,21.3492,0.8099
im_0111_s95_a05.png,im_0111.png,9.3492,0.5098
im_0111_s95_a06.png,im_0111.png,10.6317,0.6433
im_0112_s100_a04.png,im_0112.png,18.8116,0.5723
im_0112_s100_a05.png,im_0112.png,16.4822,0.617
im_0112_s100_a06.png,im_0112.png,24.2502,0.7619
im_0112_s80_a04.png,im_0112.png,23.2887,0.5939
im_0112_s80_a05.png,im_0112.png,16.8665,0.502
im_0112_s80_a06.png,im_0112.png,23.6783,0.726
im_0112_s85_a04.png,im_0112.png,24.1586,0.6498
im_0112_s85_a05.png,im_0112.png,17.9732,0.634
