# NDR-Restore Outdoor-Rain Evaluation Results,,,
,,,
# Model Information,,,
Model,NDR-Restore,,
Test Dataset,Outdoor-Rain,,
,,,
# Overall Metrics,,,
Total Images,9000,,
Average PSNR (dB),15.8696,,
Average SSIM,0.6363,,
,,,
# Per-Image Results,,,
Rainy Image Name,GT Name,PSNR (dB),SSIM
im_0333_s80_a04.png,im_0333.png,19.4082,0.7129
im_0333_s80_a05.png,im_0333.png,13.3795,0.5885
im_0333_s80_a06.png,im_0333.png,21.1864,0.6346
im_0333_s85_a04.png,im_0333.png,17.4999,0.8009
im_0333_s85_a05.png,im_0333.png,19.1062,0.6432
im_0333_s85_a06.png,im_0333.png,21.6645,0.7378
im_0333_s90_a04.png,im_0333.png,15.0335,0.7002
im_0333_s90_a05.png,im_0333.png,14.9805,0.6527
im_0333_s90_a06.png,im_0333.png,18.6693,0.7048
im_0333_s95_a04.png,im_0333.png,16.2881,0.783
im_0333_s95_a05.png,im_0333.png,15.0193,0.7018
im_0333_s95_a06.png,im_0333.png,16.1728,0.6634
im_0334_s100_a04.png,im_0334.png,11.44,0.6183
im_0334_s100_a05.png,im_0334.png,12.2452,0.59
im_0334_s100_a06.png,im_0334.png,13.2326,0.5843
im_0334_s80_a04.png,im_0334.png,19.2676,0.5733
im_0334_s80_a05.png,im_0334.png,20.4131,0.5823
im_0334_s80_a06.png,im_0334.png,24.238,0.6423
im_0334_s85_a04.png,im_0334.png,15.9249,0.5449
im_0334_s85_a05.png,im_0334.png,20.8104,0.7908
im_0334_s85_a06.png,im_0334.png,13.9326,0.693
im_0334_s90_a04.png,im_0334.png,17.2643,0.5382
im_0334_s90_a05.png,im_0334.png,19.5885,0.6159
im_0334_s90_a06.png,im_0334.png,19.1014,0.5121
im_0334_s95_a04.png,im_0334.png,24.4242,0.5493
im_0334_s95_a05.png,im_0334.png,24.1366,0.6842
im_0334_s95_a06.png,im_0334.png,13.046,0.5365
im_0335_s100_a04.png,im_0335.png,9.8708,0.491
im_0335_s100_a05.png,im_0335.png,14.2229,0.6122
im_0335_s100_a06.png,im_0335.png,16.119,0.7286
im_0335_s80_a04.png,im_0335.png,16.3884,0.534
im_0335_s80_a05.png,im_0335.png,12.9321,0.4732
im_0335_s80_a06.png,im_0335.png,16.6661,0.6676
im_0335_s85_a04.png,im_0335.png,13.2905,0.5422
im_0335_s85_a05.png,im_0335.png,12.1101,0.5381
im_0335_s85_a06.png,im_0335.png,15.1492,0.7336
im_0335_s90_a04.png,im_0335.png,15.2076,0.5342
im_0335_s90_a05.png,im_0335.png,18.5447,0.5459
im_0335_s90_a06.png,im_0335.png,14.5354,0.7018
im_0335_s95_a04.png,im_0335.png,15.4923,0.742
im_0335_s95_a05.png,im_0335.png,12.1639,0.5303
im_0335_s95_a06.png,im_0335.png,12.1466,0.6304
im_0336_s100_a04.png,im_0336.png,13.8664,0.7614
im_0336_s100_a05.png,im_0336.png,14.5575,0.7209
im_0336_s100_a06.png,im_0336.png,10.8523,0.6708
im_0336_s80_a04.png,im_0336.png,12.9395,0.6626
im_0336_s80_a05.png,im_0336.png,11.3543,0.6287
im_0336_s80_a06.png,im_0336.png,23.6034,0.8056
im_0336_s85_a04.png,im_0336.png,18.3531,0.6955
im_0336_s85_a05.png,im_0336.png,10.2864,0.4891
im_0336_s85_a06.png,im_0336.png,22.2571,0.788
im_0336_s90_a04.png,im_0336.png,11.7107,0.6632
im_0336_s90_a05.png,im_0336.png,12.0006,0.7104
im_0336_s90_a06.png,im_0336.png,19.5438,0.6232
im_0336_s95_a04.png,im_0336.png,18.8493,0.6551
im_0336_s95_a05.png,im_0336.png,14.0247,0.6519
im_0336_s95_a06.png,im_0336.png,14.305,0.6067
im_0337_s100_a04.png,im_0337.png,21.4479,0.7459
im_0337_s100_a05.png,im_0337.png,18.2882,0.6859
im_0337_s100_a06.png,im_0337.png,19.8106,0.6757
im_0337_s80_a04.png,im_0337.png,20.8606,0.637
im_0337_s80_a05.png,im_0337.png,18.8611,0.5565
im_0337_s80_a06.png,im_0337.png,18.7433,0.5956
im_0337_s85_a04.png,im_0337.png,20.2325,0.7003
im_0337_s85_a05.png,im_0337.png,17.6861,0.63
im_0337_s85_a06.png,im_0337.png,20.6056,0.7355
im_0337_s90_a04.png,im_0337.png,19.6279,0.6965
im_0337_s90_a05.png,im_0337.png,17.5451,0.5852
im_0337_s90_a06.png,im_0337.png,16.4438,0.4784
im_0337_s95_a04.png,im_0337.png,15.2929,0.739
im_0337_s95_a05.png,im_0337.png,19.2808,0.6395
im_0337_s95_a06.png,im_0337.png,18.9622,0.6052
im_0338_s100_a04.png,im_0338.png,18.4845,0.7045
im_0338_s100_a05.png,im_0338.png,18.6686,0.733
im_0338_s100_a06.png,im_0338.png,22.5845,0.7926
im_0338_s80_a04.png,im_0338.png,18.3896,0.5528
im_0338_s80_a05.png,im_0338.png,13.7727,0.5194
im_0338_s80_a06.png,im_0338.png,15.2823,0.6651
im_0338_s85_a04.png,im_0338.png,19.9595,0.7523
im_0338_s85_a05.png,im_0338.png,14.7048,0.5027
im_0338_s85_a06.png,im_0338.png,15.0701,0.6696
im_0338_s90_a04.png,im_0338.png,25.0382,0.788
im_0338_s90_a05.png,im_0338.png,18.194,0.6074
im_0338_s90_a06.png,im_0338.png,16.8459,0.5591
im_0338_s95_a04.png,im_0338.png,23.6289,0.7486
im_0338_s95_a05.png,im_0338.png,16.9422,0.6242
im_0338_s95_a06.png,im_0338.png,21.8408,0.5832
im_0339_s100_a04.png,im_0339.png,5.4411,0.3841
im_0339_s100_a05.png,im_0339.png,7.2454,0.5133
im_0339_s100_a06.png,im_0339.png,6.831,0.4542
im_0339_s80_a04.png,im_0339.png,6.5474,0.4522
im_0339_s80_a05.png,im_0339.png,8.7956,0.6508
im_0339_s80_a06.png,im_0339.png,9.5234,0.6325
im_0339_s85_a04.png,im_0339.png,7.3323,0.5316
im_0339_s85_a05.png,im_0339.png,7.5706,0.4642
im_0339_s85_a06.png,im_0339.png,5.3699,0.3753
im_0339_s90_a04.png,im_0339.png,11.197,0.6256
im_0339_s90_a05.png,im_0339.png,6.0229,0.4084
im_0339_s90_a06.png,im_0339.png,11.2541,0.6155
im_0339_s95_a04.png,im_0339.png,15.8625,0.7019
im_0339_s95_a05.png,im_0339.png,10.4029,0.5399
im_0339_s95_a06.png,im_0339.png,6.2519,0.4727
im_0340_s100_a04.png,im_0340.png,21.4088,0.6589
im_0340_s100_a05.png,im_0340.png,23.2892,0.7634
im_0340_s100_a06.png,im_0340.png,17.3879,0.8208
im_0340_s80_a04.png,im_0340.png,17.3784,0.5606
im_0340_s80_a05.png,im_0340.png,20.9734,0.7026
im_0340_s80_a06.png,im_0340.png,18.1219,0.7172
im_0340_s85_a04.png,im_0340.png,13.9897,0.6711
im_0340_s85_a05.png,im_0340.png,17.9388,0.7168
im_0340_s85_a06.png,im_0340.png,18.0369,0.6607
im_0340_s90_a04.png,im_0340.png,16.3863,0.6873
im_0340_s90_a05.png,im_0340.png,18.211,0.5232
im_0340_s90_a06.png,im_0340.png,14.745,0.7136
im_0340_s95_a04.png,im_0340.png,16.3093,0.7648
im_0340_s95_a05.png,im_0340.png,23.567,0.7635
im_0340_s95_a06.png,im_0340.png,14.6671,0.5756
im_0341_s100_a04.png,im_0341.png,19.4831,0.6405
im_0341_s100_a05.png,im_0341.png,23.7217,0.7503
im_0341_s100_a06.png,im_0341.png,20.8133,0.7364
im_0341_s80_a04.png,im_0341.png,19.7042,0.7714
im_0341_s80_a05.png,im_0341.png,16.0661,0.5575
im_0341_s80_a06.png,im_0341.png,21.8197,0.605
im_0341_s85_a04.png,im_0341.png,21.1315,0.7505
im_0341_s85_a05.png,im_0341.png,17.7687,0.5986
im_0341_s85_a06.png,im_0341.png,23.1869,0.6216
im_0341_s90_a04.png,im_0341.png,17.8983,0.5712
im_0341_s90_a05.png,im_0341.png,19.1713,0.7118
im_0341_s90_a06.png,im_0341.png,18.6176,0.6225
im_0341_s95_a04.png,im_0341.png,19.4161,0.718
im_0341_s95_a05.png,im_0341.png,23.5761,0.7649
im_0341_s95_a06.png,im_0341.png,20.5033,0.637
im_0342_s100_a04.png,im_0342.png,12.4657,0.5343
im_0342_s100_a05.png,im_0342.png,12.8072,0.6581
im_0342_s100_a06.png,im_0342.png,16.772,0.639
im_0342_s80_a04.png,im_0342.png,23.4304,0.785
im_0342_s80_a05.png,im_0342.png,15.2499,0.7398
im_0342_s80_a06.png,im_0342.png,14.872,0.7197
im_0342_s85_a04.png,im_0342.png,12.917,0.6856
im_0342_s85_a05.png,im_0342.png,13.8604,0.7202
im_0342_s85_a06.png,im_0342.png,22.1884,0.7568
im_0342_s90_a04.png,im_0342.png,13.4946,0.5464
im_0342_s90_a05.png,im_0342.png,12.7547,0.5676
im_0342_s90_a06.png,im_0342.png,15.4534,0.5801
im_0342_s95_a04.png,im_0342.png,16.7357,0.6882
im_0342_s95_a05.png,im_0342.png,18.4577,0.719
im_0342_s95_a06.png,im_0342.png,13.4226,0.6326
im_0343_s100_a04.png,im_0343.png,12.3774,0.459
im_0343_s100_a05.png,im_0343.png,16.24,0.6228
im_0343_s100_a06.png,im_0343.png,20.3859,0.7659
im_0343_s80_a04.png,im_0343.png,17.7412,0.6527
im_0343_s80_a05.png,im_0343.png,24.2649,0.817
im_0343_s80_a06.png,im_0343.png,16.7736,0.6501
im_0343_s85_a04.png,im_0343.png,16.9344,0.5713
im_0343_s85_a05.png,im_0343.png,24.1677,0.7738
im_0343_s85_a06.png,im_0343.png,17.8039,0.5629
im_0343_s90_a04.png,im_0343.png,18.9021,0.6719
im_0343_s90_a05.png,im_0343.png,18.9282,0.6626
im_0343_s90_a06.png,im_0343.png,19.5532,0.6357
im_0343_s95_a04.png,im_0343.png,18.4621,0.6137
im_0343_s95_a05.png,im_0343.png,16.3324,0.7171
im_0343_s95_a06.png,im_0343.png,16.2416,0.6754
im_0344_s100_a04.png,im_0344.png,16.2023,0.6956
im_0344_s100_a05.png,im_0344.png,14.4932,0.6878
im_0344_s100_a06.png,im_0344.png,13.5025,0.5969
im_0344_s80_a04.png,im_0344.png,10.619,0.5082
im_0344_s80_a05.png,im_0344.png,14.2493,0.7524
im_0344_s80_a06.png,im_0344.png,21.46,0.6702
im_0344_s85_a04.png,im_0344.png,16.726,0.6241
im_0344_s85_a05.png,im_0344.png,13.1763,0.5801
im_0344_s85_a06.png,im_0344.png,16.1654,0.5358
im_0344_s90_a04.png,im_0344.png,19.7784,0.5739
im_0344_s90_a05.png,im_0344.png,13.4598,0.5942
im_0344_s90_a06.png,im_0344.png,17.0235,0.647
im_0344_s95_a04.png,im_0344.png,11.9646,0.5853
im_0344_s95_a05.png,im_0344.png,23.1376,0.7659
im_0344_s95_a06.png,im_0344.png,19.9265,0.6568
im_0345_s100_a04.png,im_0345.png,19.5684,0.645
im_0345_s100_a05.png,im_0345.png,13.8551,0.495
im_0345_s100_a06.png,im_0345.png,16.5995,0.6051
im_0345_s80_a04.png,im_0345.png,17.6704,0.6631
im_0345_s80_a05.png,im_0345.png,9.1178,0.375
im_0345_s80_a06.png,im_0345.png,17.5137,0.5388
im_0345_s85_a04.png,im_0345.png,18.5021,0.6399
im_0345_s85_a05.png,im_0345.png,21.3232,0.6541
im_0345_s85_a06.png,im_0345.png,17.0506,0.5386
im_0345_s90_a04.png,im_0345.png,16.2706,0.5992
im_0345_s90_a05.png,im_0345.png,16.7675,0.609
im_0345_s90_a06.png,im_0345.png,13.5235,0.4365
im_0345_s95_a04.png,im_0345.png,17.9799,0.6446
im_0345_s95_a05.png,im_0345.png,18.0005,0.5673
im_0345_s95_a06.png,im_0345.png,21.3897,0.6591
im_0346_s100_a04.png,im_0346.png,19.2467,0.7307
im_0346_s100_a05.png,im_0346.png,14.3549,0.7043
im_0346_s100_a06.png,im_0346.png,18.6307,0.6415
im_0346_s80_a04.png,im_0346.png,20.4464,0.7113
im_0346_s80_a05.png,im_0346.png,13.8707,0.5992
im_0346_s80_a06.png,im_0346.png,21.9083,0.708
im_0346_s85_a04.png,im_0346.png,18.5365,0.6273
im_0346_s85_a05.png,im_0346.png,19.0233,0.6143
im_0346_s85_a06.png,im_0346.png,23.7658,0.7754
im_0346_s90_a04.png,im_0346.png,15.5595,0.6731
im_0346_s90_a05.png,im_0346.png,12.9043,0.6235
im_0346_s90_a06.png,im_0346.png,15.1299,0.5611
im_0346_s95_a04.png,im_0346.png,13.4781,0.5957
im_0346_s95_a05.png,im_0346.png,21.3961,0.7475
im_0346_s95_a06.png,im_0346.png,18.4287,0.6953
im_0347_s100_a04.png,im_0347.png,17.8291,0.5509
im_0347_s100_a05.png,im_0347.png,13.984,0.708
im_0347_s100_a06.png,im_0347.png,12.084,0.6273
im_0347_s80_a04.png,im_0347.png,14.5578,0.7001
im_0347_s80_a05.png,im_0347.png,20.5873,0.6855
im_0347_s80_a06.png,im_0347.png,15.4243,0.7178
im_0347_s85_a04.png,im_0347.png,17.2837,0.6098
im_0347_s85_a05.png,im_0347.png,16.2943,0.7696
im_0347_s85_a06.png,im_0347.png,17.7219,0.7187
im_0347_s90_a04.png,im_0347.png,17.9785,0.6374
im_0347_s90_a05.png,im_0347.png,13.785,0.5247
im_0347_s90_a06.png,im_0347.png,16.8866,0.5789
im_0347_s95_a04.png,im_0347.png,16.8047,0.6013
im_0347_s95_a05.png,im_0347.png,16.503,0.6791
im_0347_s95_a06.png,im_0347.png,17.4285,0.563
im_0348_s100_a04.png,im_0348.png,16.3137,0.6654
im_0348_s100_a05.png,im_0348.png,15.5865,0.6343
im_0348_s100_a06.png,im_0348.png,17.7153,0.7152
im_0348_s80_a04.png,im_0348.png,21.8038,0.7981
im_0348_s80_a05.png,im_0348.png,23.8444,0.7908
im_0348_s80_a06.png,im_0348.png,21.6384,0.6914
im_0348_s85_a04.png,im_0348.png,21.4574,0.7127
im_0348_s85_a05.png,im_0348.png,13.3634,0.7315
im_0348_s85_a06.png,im_0348.png,18.4785,0.6164
im_0348_s90_a04.png,im_0348.png,18.823,0.5736
im_0348_s90_a05.png,im_0348.png,16.8387,0.5015
im_0348_s90_a06.png,im_0348.png,23.8401,0.7315
im_0348_s95_a04.png,im_0348.png,18.1825,0.775
im_0348_s95_a05.png,im_0348.png,19.0289,0.7486
im_0348_s95_a06.png,im_0348.png,17.7227,0.7676
im_0349_s100_a04.png,im_0349.png,19.1922,0.5768
im_0349_s100_a05.png,im_0349.png,22.0607,0.7562
im_0349_s100_a06.png,im_0349.png,19.6974,0.6811
im_0349_s80_a04.png,im_0349.png,24.8992,0.761
im_0349_s80_a05.png,im_0349.png,19.6378,0.546
im_0349_s80_a06.png,im_0349.png,20.8957,0.6077
im_0349_s85_a04.png,im_0349.png,20.166,0.595
im_0349_s85_a05.png,im_0349.png,17.6019,0.6566
im_0349_s85_a06.png,im_0349.png,18.2754,0.5982
im_0349_s90_a04.png,im_0349.png,17.5032,0.5992
im_0349_s90_a05.png,im_0349.png,18.4025,0.681
im_0349_s90_a06.png,im_0349.png,20.5717,0.7069
im_0349_s95_a04.png,im_0349.png,18.1508,0.7575
im_0349_s95_a05.png,im_0349.png,15.0233,0.6328
im_0349_s95_a06.png,im_0349.png,19.7299,0.6109
im_0350_s100_a04.png,im_0350.png,13.4657,0.7065
im_0350_s100_a05.png,im_0350.png,12.8249,0.5496
im_0350_s100_a06.png,im_0350.png,20.9746,0.6857
im_0350_s80_a04.png,im_0350.png,15.7248,0.6501
im_0350_s80_a05.png,im_0350.png,22.6627,0.774
im_0350_s80_a06.png,im_0350.png,18.0304,0.6724
im_0350_s85_a04.png,im_0350.png,13.6104,0.7591
im_0350_s85_a05.png,im_0350.png,13.8196,0.5412
im_0350_s85_a06.png,im_0350.png,11.1578,0.527
im_0350_s90_a04.png,im_0350.png,17.2808,0.5944
im_0350_s90_a05.png,im_0350.png,12.1301,0.546
im_0350_s90_a06.png,im_0350.png,16.7253,0.6235
im_0350_s95_a04.png,im_0350.png,14.8894,0.7424
im_0350_s95_a05.png,im_0350.png,19.6168,0.7927
im_0350_s95_a06.png,im_0350.png,14.5295,0.5736
im_0351_s100_a04.png,im_0351.png,8.0504,0.5842
im_0351_s100_a05.png,im_0351.png,20.6372,0.8266
im_0351_s100_a06.png,im_0351.png,7.1789,0.5282
im_0351_s80_a04.png,im_0351.png,9.0969,0.5536
im_0351_s80_a05.png,im_0351.png,7.1726,0.5184
im_0351_s80_a06.png,im_0351.png,14.8794,0.7955
im_0351_s85_a04.png,im_0351.png,7.1607,0.466
im_0351_s85_a05.png,im_0351.png,7.3532,0.462
im_0351_s85_a06.png,im_0351.png,19.8287,0.701
im_0351_s90_a04.png,im_0351.png,10.464,0.6117
im_0351_s90_a05.png,im_0351.png,7.6041,0.5652
im_0351_s90_a06.png,im_0351.png,12.0036,0.6239
im_0351_s95_a04.png,im_0351.png,17.4917,0.6547
im_0351_s95_a05.png,im_0351.png,13.4436,0.7257
im_0351_s95_a06.png,im_0351.png,8.8674,0.6018
im_0352_s100_a04.png,im_0352.png,14.1615,0.5022
im_0352_s100_a05.png,im_0352.png,14.5954,0.6578
im_0352_s100_a06.png,im_0352.png,16.8223,0.6615
im_0352_s80_a04.png,im_0352.png,19.711,0.6534
im_0352_s80_a05.png,im_0352.png,13.811,0.6059
im_0352_s80_a06.png,im_0352.png,21.388,0.6891
im_0352_s85_a04.png,im_0352.png,18.7937,0.5723
im_0352_s85_a05.png,im_0352.png,15.5761,0.6743
im_0352_s85_a06.png,im_0352.png,15.1369,0.4805
im_0352_s90_a04.png,im_0352.png,15.9239,0.5802
im_0352_s90_a05.png,im_0352.png,15.2562,0.7017
im_0352_s90_a06.png,im_0352.png,18.4269,0.6762
im_0352_s95_a04.png,im_0352.png,16.7762,0.5588
im_0352_s95_a05.png,im_0352.png,15.0869,0.6749
im_0352_s95_a06.png,im_0352.png,15.622,0.6803
im_0353_s100_a04.png,im_0353.png,20.1298,0.5698
im_0353_s100_a05.png,im_0353.png,11.8983,0.5624
im_0353_s100_a06.png,im_0353.png,15.4287,0.5751
im_0353_s80_a04.png,im_0353.png,17.1763,0.5856
im_0353_s80_a05.png,im_0353.png,13.6895,0.6121
im_0353_s80_a06.png,im_0353.png,12.8205,0.5695
im_0353_s85_a04.png,im_0353.png,16.2904,0.6255
im_0353_s85_a05.png,im_0353.png,14.7032,0.5896
im_0353_s85_a06.png,im_0353.png,22.5287,0.6427
im_0353_s90_a04.png,im_0353.png,20.2147,0.6628
im_0353_s90_a05.png,im_0353.png,12.6513,0.5336
im_0353_s90_a06.png,im_0353.png,14.3878,0.6171
im_0353_s95_a04.png,im_0353.png,19.6112,0.6076
im_0353_s95_a05.png,im_0353.png,14.2004,0.5884
im_0353_s95_a06.png,im_0353.png,19.6684,0.7056
im_0354_s100_a04.png,im_0354.png,15.9405,0.7059
im_0354_s100_a05.png,im_0354.png,20.3061,0.6923
im_0354_s100_a06.png,im_0354.png,11.0449,0.4332
im_0354_s80_a04.png,im_0354.png,13.1494,0.6261
im_0354_s80_a05.png,im_0354.png,12.3391,0.6068
im_0354_s80_a06.png,im_0354.png,19.1289,0.5895
im_0354_s85_a04.png,im_0354.png,17.6295,0.5664
im_0354_s85_a05.png,im_0354.png,13.1771,0.5402
im_0354_s85_a06.png,im_0354.png,16.3862,0.5891
im_0354_s90_a04.png,im_0354.png,9.8127,0.4318
im_0354_s90_a05.png,im_0354.png,12.2332,0.5769
im_0354_s90_a06.png,im_0354.png,20.1653,0.5949
im_0354_s95_a04.png,im_0354.png,11.7896,0.5906
im_0354_s95_a05.png,im_0354.png,12.6421,0.6156
im_0354_s95_a06.png,im_0354.png,21.8611,0.7601
im_0355_s100_a04.png,im_0355.png,18.9101,0.6634
im_0355_s100_a05.png,im_0355.png,15.5779,0.5002
im_0355_s100_a06.png,im_0355.png,15.5632,0.6841
im_0355_s80_a04.png,im_0355.png,13.8248,0.5014
im_0355_s80_a05.png,im_0355.png,14.9366,0.6051
im_0355_s80_a06.png,im_0355.png,23.7582,0.8174
im_0355_s85_a04.png,im_0355.png,12.6075,0.6147
im_0355_s85_a05.png,im_0355.png,20.0398,0.8206
im_0355_s85_a06.png,im_0355.png,14.1685,0.5253
im_0355_s90_a04.png,im_0355.png,22.9272,0.7352
im_0355_s90_a05.png,im_0355.png,21.216,0.6921
im_0355_s90_a06.png,im_0355.png,22.7272,0.7892
im_0355_s95_a04.png,im_0355.png,14.1862,0.5028
im_0355_s95_a05.png,im_0355.png,16.344,0.7687
im_0355_s95_a06.png,im_0355.png,20.7851,0.6355
im_0356_s100_a04.png,im_0356.png,17.6839,0.6451
im_0356_s100_a05.png,im_0356.png,15.7166,0.7665
im_0356_s100_a06.png,im_0356.png,14.9526,0.6602
im_0356_s80_a04.png,im_0356.png,9.8296,0.5741
im_0356_s80_a05.png,im_0356.png,14.9086,0.623
im_0356_s80_a06.png,im_0356.png,15.9483,0.7662
im_0356_s85_a04.png,im_0356.png,10.9127,0.587
im_0356_s85_a05.png,im_0356.png,18.1201,0.7371
im_0356_s85_a06.png,im_0356.png,11.2886,0.5483
im_0356_s90_a04.png,im_0356.png,16.9376,0.6987
im_0356_s90_a05.png,im_0356.png,16.1348,0.6582
im_0356_s90_a06.png,im_0356.png,18.7225,0.6575
im_0356_s95_a04.png,im_0356.png,13.6765,0.5626
im_0356_s95_a05.png,im_0356.png,12.8681,0.7024
im_0356_s95_a06.png,im_0356.png,16.7238,0.6424
im_0357_s100_a04.png,im_0357.png,12.9566,0.563
im_0357_s100_a05.png,im_0357.png,11.5966,0.5566
im_0357_s100_a06.png,im_0357.png,14.823,0.5608
im_0357_s80_a04.png,im_0357.png,13.9248,0.6879
im_0357_s80_a05.png,im_0357.png,10.0698,0.4946
im_0357_s80_a06.png,im_0357.png,16.0627,0.6687
im_0357_s85_a04.png,im_0357.png,11.1609,0.4942
im_0357_s85_a05.png,im_0357.png,11.0853,0.5532
im_0357_s85_a06.png,im_0357.png,13.1851,0.5899
im_0357_s90_a04.png,im_0357.png,11.7874,0.5134
im_0357_s90_a05.png,im_0357.png,13.8981,0.5716
im_0357_s90_a06.png,im_0357.png,17.1027,0.6124
im_0357_s95_a04.png,im_0357.png,17.7845,0.5536
im_0357_s95_a05.png,im_0357.png,14.459,0.6819
im_0357_s95_a06.png,im_0357.png,13.6266,0.5342
im_0358_s100_a04.png,im_0358.png,21.7492,0.6949
im_0358_s100_a05.png,im_0358.png,12.6127,0.6464
im_0358_s100_a06.png,im_0358.png,19.3887,0.8013
im_0358_s80_a04.png,im_0358.png,16.4983,0.6895
im_0358_s80_a05.png,im_0358.png,18.763,0.649
im_0358_s80_a06.png,im_0358.png,16.2521,0.6864
im_0358_s85_a04.png,im_0358.png,13.8457,0.6533
im_0358_s85_a05.png,im_0358.png,14.9841,0.6871
im_0358_s85_a06.png,im_0358.png,14.7022,0.6353
im_0358_s90_a04.png,im_0358.png,11.9144,0.4949
im_0358_s90_a05.png,im_0358.png,12.2959,0.6125
im_0358_s90_a06.png,im_0358.png,14.5309,0.6947
im_0358_s95_a04.png,im_0358.png,17.4555,0.7263
im_0358_s95_a05.png,im_0358.png,15.4441,0.567
im_0358_s95_a06.png,im_0358.png,15.3972,0.6653
im_0359_s100_a04.png,im_0359.png,21.8297,0.74
im_0359_s100_a05.png,im_0359.png,16.5329,0.7378
im_0359_s100_a06.png,im_0359.png,11.6174,0.6798
im_0359_s80_a04.png,im_0359.png,10.473,0.5645
im_0359_s80_a05.png,im_0359.png,14.7283,0.5881
im_0359_s80_a06.png,im_0359.png,16.8221,0.6202
im_0359_s85_a04.png,im_0359.png,13.9931,0.6914
im_0359_s85_a05.png,im_0359.png,15.3069,0.5841
im_0359_s85_a06.png,im_0359.png,11.683,0.5249
im_0359_s90_a04.png,im_0359.png,13.8959,0.5856
im_0359_s90_a05.png,im_0359.png,20.9046,0.6916
im_0359_s90_a06.png,im_0359.png,17.9911,0.6303
im_0359_s95_a04.png,im_0359.png,17.2752,0.5984
im_0359_s95_a05.png,im_0359.png,17.1467,0.5835
im_0359_s95_a06.png,im_0359.png,16.1462,0.5997
im_0360_s100_a04.png,im_0360.png,18.147,0.6449
im_0360_s100_a05.png,im_0360.png,14.4014,0.5293
im_0360_s100_a06.png,im_0360.png,16.8166,0.646
im_0360_s80_a04.png,im_0360.png,17.7573,0.6641
im_0360_s80_a05.png,im_0360.png,9.9127,0.4686
im_0360_s80_a06.png,im_0360.png,11.3455,0.451
im_0360_s85_a04.png,im_0360.png,17.1465,0.6183
im_0360_s85_a05.png,im_0360.png,18.3751,0.5894
im_0360_s85_a06.png,im_0360.png,12.5588,0.4328
im_0360_s90_a04.png,im_0360.png,17.1449,0.679
im_0360_s90_a05.png,im_0360.png,18.507,0.59
im_0360_s90_a06.png,im_0360.png,18.7936,0.6253
im_0360_s95_a04.png,im_0360.png,17.5842,0.6041
im_0360_s95_a05.png,im_0360.png,18.1364,0.5963
im_0360_s95_a06.png,im_0360.png,18.6342,0.6201
im_0361_s100_a04.png,im_0361.png,19.7142,0.7964
im_0361_s100_a05.png,im_0361.png,8.4917,0.5564
im_0361_s100_a06.png,im_0361.png,9.2248,0.4852
im_0361_s80_a04.png,im_0361.png,22.5195,0.8082
im_0361_s80_a05.png,im_0361.png,8.2755,0.5557
im_0361_s80_a06.png,im_0361.png,7.9418,0.4841
im_0361_s85_a04.png,im_0361.png,7.8757,0.4546
im_0361_s85_a05.png,im_0361.png,7.4959,0.4675
im_0361_s85_a06.png,im_0361.png,8.7638,0.4732
im_0361_s90_a04.png,im_0361.png,9.7594,0.5239
im_0361_s90_a05.png,im_0361.png,8.5564,0.5131
im_0361_s90_a06.png,im_0361.png,10.6974,0.5661
im_0361_s95_a04.png,im_0361.png,8.4864,0.5883
im_0361_s95_a05.png,im_0361.png,8.0191,0.5238
im_0361_s95_a06.png,im_0361.png,9.7528,0.6308
im_0362_s100_a04.png,im_0362.png,24.3872,0.7899
im_0362_s100_a05.png,im_0362.png,18.8127,0.7387
im_0362_s100_a06.png,im_0362.png,16.0787,0.7797
im_0362_s80_a04.png,im_0362.png,19.2508,0.632
im_0362_s80_a05.png,im_0362.png,18.385,0.7816
im_0362_s80_a06.png,im_0362.png,15.6985,0.6693
im_0362_s85_a04.png,im_0362.png,19.2225,0.7657
im_0362_s85_a05.png,im_0362.png,21.1318,0.7204
im_0362_s85_a06.png,im_0362.png,20.3455,0.7499
im_0362_s90_a04.png,im_0362.png,21.6381,0.6429
im_0362_s90_a05.png,im_0362.png,24.1137,0.7163
im_0362_s90_a06.png,im_0362.png,20.0714,0.7489
im_0362_s95_a04.png,im_0362.png,18.0986,0.7899
im_0362_s95_a05.png,im_0362.png,21.4313,0.7209
im_0362_s95_a06.png,im_0362.png,16.3627,0.7149
im_0363_s100_a04.png,im_0363.png,16.2256,0.669
im_0363_s100_a05.png,im_0363.png,17.3038,0.5822
im_0363_s100_a06.png,im_0363.png,21.7021,0.6107
im_0363_s80_a04.png,im_0363.png,20.5857,0.7105
im_0363_s80_a05.png,im_0363.png,14.1889,0.6667
im_0363_s80_a06.png,im_0363.png,20.7991,0.7365
im_0363_s85_a04.png,im_0363.png,19.3934,0.5407
im_0363_s85_a05.png,im_0363.png,21.636,0.5969
im_0363_s85_a06.png,im_0363.png,13.3593,0.6086
im_0363_s90_a04.png,im_0363.png,14.231,0.528
im_0363_s90_a05.png,im_0363.png,13.4553,0.5234
im_0363_s90_a06.png,im_0363.png,21.2956,0.7453
im_0363_s95_a04.png,im_0363.png,16.6594,0.6347
im_0363_s95_a05.png,im_0363.png,15.7588,0.5516
im_0363_s95_a06.png,im_0363.png,22.1503,0.6648
im_0364_s100_a04.png,im_0364.png,21.0768,0.5978
im_0364_s100_a05.png,im_0364.png,21.2453,0.6483
