# Outdoor-Rain Evaluation Results
# Generated:,2026-02-22 01:49:40
# Note: GT images resized to match result dimensions

# Model Information
Model,UNet_RLP_RPIM
Test Dataset,Outdoor-Rain
Results Directory,./experiments/deraining/GTRain/UNet_RLP_RPIM_/results\UNet_RLP_RPIM\Outdoor-Rain
GT Directory,./data/Outdoor/gt

# Overall Metrics
Total Images,9000
Processed Images,9000
Failed Images,0
Average PSNR (dB),15.7293
Average SSIM,0.6052

# Per-Image Results
Image Name,PSNR (dB),SSIM
im_0023_s90_a06.png,13.4303,0.4762
im_0023_s95_a04.png,14.7452,0.5775
im_0023_s95_a05.png,18.2982,0.6161
im_0023_s95_a06.png,16.2623,0.5530
im_0024_s100_a04.png,17.6107,0.6103
im_0024_s100_a05.png,13.3327,0.4956
im_0024_s100_a06.png,14.3346,0.5118
im_0024_s80_a04.png,13.9478,0.5589
im_0024_s80_a05.png,19.9857,0.6113
im_0024_s80_a06.png,15.8287,0.6138
im_0024_s85_a04.png,11.2972,0.4844
im_0024_s85_a05.png,17.0144,0.5826
im_0024_s85_a06.png,15.5052,0.5599
im_0024_s90_a04.png,15.8412,0.4980
im_0024_s90_a05.png,8.4625,0.4578
im_0024_s90_a06.png,8.6825,0.4176
im_0024_s95_a04.png,19.7452,0.6793
im_0024_s95_a05.png,12.6254,0.4587
im_0024_s95_a06.png,13.1711,0.4985
im_0025_s100_a04.png,16.6255,0.6917
im_0025_s100_a05.png,16.0277,0.7016
im_0025_s100_a06.png,12.1720,0.5397
im_0025_s80_a04.png,16.5012,0.6703
im_0025_s80_a05.png,17.8605,0.6341
im_0025_s80_a06.png,15.0177,0.7020
im_0025_s85_a04.png,18.1268,0.7103
im_0025_s85_a05.png,18.0072,0.7195
im_0025_s85_a06.png,15.7207,0.7285
im_0025_s90_a04.png,17.3463,0.5718
im_0025_s90_a05.png,18.0025,0.7108
im_0025_s90_a06.png,17.3851,0.6824
im_0025_s95_a04.png,15.6760,0.6720
im_0025_s95_a05.png,16.9442,0.7011
im_0025_s95_a06.png,17.2135,0.6892
im_0026_s100_a04.png,12.6340,0.5870
im_0026_s100_a05.png,18.9926,0.7012
im_0026_s100_a06.png,17.5324,0.6104
im_0026_s80_a04.png,12.9045,0.6717
im_0026_s80_a05.png,14.2107,0.6590
im_0026_s80_a06.png,12.2200,0.6537
im_0026_s85_a04.png,17.1889,0.5800
im_0026_s85_a05.png,11.1058,0.5816
im_0026_s85_a06.png,17.5759,0.6021
im_0026_s90_a04.png,18.4329,0.7127
im_0026_s90_a05.png,12.1729,0.6129
im_0026_s90_a06.png,17.4206,0.5375
im_0026_s95_a04.png,15.1308,0.6581
im_0026_s95_a05.png,18.0932,0.6441
im_0026_s95_a06.png,12.1944,0.6024
im_0027_s100_a04.png,16.8591,0.5482
im_0027_s100_a05.png,15.7302,0.5136
im_0027_s100_a06.png,18.1965,0.6601
im_0027_s80_a04.png,18.8927,0.6790
im_0027_s80_a05.png,18.0947,0.7042
im_0027_s80_a06.png,12.4632,0.5956
im_0027_s85_a04.png,18.2444,0.5426
im_0027_s85_a05.png,13.1632,0.5165
im_0027_s85_a06.png,17.5551,0.6706
im_0027_s90_a04.png,12.8584,0.5544
im_0027_s90_a05.png,17.8871,0.6283
im_0027_s90_a06.png,17.0379,0.5966
im_0027_s95_a04.png,16.6410,0.4960
im_0027_s95_a05.png,17.6649,0.5330
im_0027_s95_a06.png,17.5685,0.5316
im_0028_s100_a04.png,15.8930,0.5584
im_0028_s100_a05.png,16.2135,0.6667
im_0028_s100_a06.png,13.0852,0.5381
im_0028_s80_a04.png,17.2443,0.5923
im_0028_s80_a05.png,17.4396,0.5952
im_0028_s80_a06.png,11.0152,0.5587
im_0028_s85_a04.png,13.0524,0.5988
im_0028_s85_a05.png,14.4033,0.5356
im_0028_s85_a06.png,17.1914,0.6364
im_0028_s90_a04.png,16.4784,0.5620
im_0028_s90_a05.png,12.2384,0.5244
im_0028_s90_a06.png,12.3907,0.5449
im_0028_s95_a04.png,17.9101,0.6867
im_0028_s95_a05.png,14.0842,0.6027
im_0028_s95_a06.png,13.2200,0.5492
im_0029_s100_a04.png,13.3656,0.5917
im_0029_s100_a05.png,12.5558,0.5883
im_0029_s100_a06.png,12.6543,0.6342
im_0029_s80_a04.png,10.6780,0.6374
im_0029_s80_a05.png,11.8550,0.6583
im_0029_s80_a06.png,12.4241,0.6609
im_0029_s85_a04.png,12.9289,0.6943
im_0029_s85_a05.png,13.1047,0.6334
im_0029_s85_a06.png,13.4303,0.6960
im_0029_s90_a04.png,12.9536,0.5732
im_0029_s90_a05.png,14.8595,0.5503
im_0029_s90_a06.png,10.7403,0.5523
im_0029_s95_a04.png,12.4032,0.6648
im_0029_s95_a05.png,12.1194,0.6756
im_0029_s95_a06.png,11.9097,0.6709
im_0030_s100_a04.png,16.8624,0.6780
im_0030_s100_a05.png,11.4915,0.5271
im_0030_s100_a06.png,11.8462,0.6213
im_0030_s80_a04.png,18.0543,0.6400
im_0030_s80_a05.png,16.3447,0.6855
im_0030_s80_a06.png,12.3249,0.5867
im_0030_s85_a04.png,11.7908,0.4796
im_0030_s85_a05.png,16.9134,0.5360
im_0030_s85_a06.png,20.3789,0.7022
im_0030_s90_a04.png,17.5428,0.6696
im_0030_s90_a05.png,11.5926,0.6049
