# RLP Evaluation Results - RainDS_syn,,,
# Model:,Uformer_T_RLP_RPIM,,
# Date:,22-02-2026 04:56,,
,,,
# Summary,,,
Total Images,600,,
Failed,0,,
Average PSNR (dB),20.2807,,
Average SSIM,0.6775,,
,,,
# Per-Image Results,,,
Image Name,GT Name,PSNR (dB),SSIM
rainstreak_raindrop_pie-rd-rain-118.png,pie-norain-118.png,17.7051,0.5904
rainstreak_raindrop_pie-rd-rain-124.png,pie-norain-124.png,16.9028,0.5823
rainstreak_raindrop_pie-rd-rain-128.png,pie-norain-128.png,16.3615,0.5355
rainstreak_raindrop_pie-rd-rain-138.png,pie-norain-138.png,19.6227,0.623
rainstreak_raindrop_pie-rd-rain-143.png,pie-norain-143.png,20.5157,0.6624
rainstreak_raindrop_pie-rd-rain-163.png,pie-norain-163.png,16.7261,0.5179
rainstreak_raindrop_pie-rd-rain-173.png,pie-norain-173.png,17.1773,0.5542
rainstreak_raindrop_pie-rd-rain-174.png,pie-norain-174.png,17.6637,0.5789
rainstreak_raindrop_pie-rd-rain-180.png,pie-norain-180.png,18.2106,0.5713
rainstreak_raindrop_pie-rd-rain-182.png,pie-norain-182.png,18.3352,0.647
rainstreak_raindrop_pie-rd-rain-19.png,pie-norain-19.png,19.2778,0.5514
rainstreak_raindrop_pie-rd-rain-212.png,pie-norain-212.png,17.4751,0.5349
rainstreak_raindrop_pie-rd-rain-213.png,pie-norain-213.png,17.5509,0.5599
rainstreak_raindrop_pie-rd-rain-216.png,pie-norain-216.png,17.7316,0.539
rainstreak_raindrop_pie-rd-rain-223.png,pie-norain-223.png,17.2843,0.5379
rainstreak_raindrop_pie-rd-rain-225.png,pie-norain-225.png,17.5393,0.5572
rainstreak_raindrop_pie-rd-rain-228.png,pie-norain-228.png,16.9279,0.4901
rainstreak_raindrop_pie-rd-rain-229.png,pie-norain-229.png,17.7219,0.567
rainstreak_raindrop_pie-rd-rain-234.png,pie-norain-234.png,18.9225,0.5744
rainstreak_raindrop_pie-rd-rain-236.png,pie-norain-236.png,18.0353,0.5353
rainstreak_raindrop_pie-rd-rain-237.png,pie-norain-237.png,19.5771,0.6102
rainstreak_raindrop_pie-rd-rain-264.png,pie-norain-264.png,21.0286,0.6821
rainstreak_raindrop_pie-rd-rain-268.png,pie-norain-268.png,22.1618,0.766
rainstreak_raindrop_pie-rd-rain-28.png,pie-norain-28.png,19.5012,0.5643
rainstreak_raindrop_pie-rd-rain-299.png,pie-norain-299.png,19.253,0.6011
rainstreak_raindrop_pie-rd-rain-306.png,pie-norain-306.png,20.3515,0.6477
rainstreak_raindrop_pie-rd-rain-308.png,pie-norain-308.png,21.9663,0.7661
rainstreak_raindrop_pie-rd-rain-311.png,pie-norain-311.png,22.2854,0.7569
rainstreak_raindrop_pie-rd-rain-313.png,pie-norain-313.png,22.2383,0.758
rainstreak_raindrop_pie-rd-rain-323.png,pie-norain-323.png,19.1999,0.6295
rainstreak_raindrop_pie-rd-rain-326.png,pie-norain-326.png,19.9234,0.6524
rainstreak_raindrop_pie-rd-rain-332.png,pie-norain-332.png,20.5677,0.654
rainstreak_raindrop_pie-rd-rain-343.png,pie-norain-343.png,20.2746,0.6276
rainstreak_raindrop_pie-rd-rain-344.png,pie-norain-344.png,20.1419,0.6281
rainstreak_raindrop_pie-rd-rain-349.png,pie-norain-349.png,21.0105,0.6522
rainstreak_raindrop_pie-rd-rain-35.png,pie-norain-35.png,19.9757,0.5956
rainstreak_raindrop_pie-rd-rain-353.png,pie-norain-353.png,21.6839,0.6888
rainstreak_raindrop_pie-rd-rain-355.png,pie-norain-355.png,22.0419,0.7284
rainstreak_raindrop_pie-rd-rain-36.png,pie-norain-36.png,20.8662,0.6428
rainstreak_raindrop_pie-rd-rain-37.png,pie-norain-37.png,20.0338,0.5845
rainstreak_raindrop_pie-rd-rain-374.png,pie-norain-374.png,20.6131,0.6803
rainstreak_raindrop_pie-rd-rain-380.png,pie-norain-380.png,20.0508,0.6256
rainstreak_raindrop_pie-rd-rain-381.png,pie-norain-381.png,20.2637,0.6433
rainstreak_raindrop_pie-rd-rain-383.png,pie-norain-383.png,19.9318,0.6188
rainstreak_raindrop_pie-rd-rain-389.png,pie-norain-389.png,18.9975,0.5923
rainstreak_raindrop_pie-rd-rain-391.png,pie-norain-391.png,19.3147,0.6075
rainstreak_raindrop_pie-rd-rain-393.png,pie-norain-393.png,19.589,0.6555
rainstreak_raindrop_pie-rd-rain-4.png,pie-norain-4.png,17.8103,0.4771
rainstreak_raindrop_pie-rd-rain-406.png,pie-norain-406.png,19.3859,0.6688
rainstreak_raindrop_pie-rd-rain-408.png,pie-norain-408.png,19.5519,0.6921
rainstreak_raindrop_pie-rd-rain-416.png,pie-norain-416.png,18.4727,0.5775
rainstreak_raindrop_pie-rd-rain-418.png,pie-norain-418.png,20.21,0.6607
rainstreak_raindrop_pie-rd-rain-424.png,pie-norain-424.png,19.6569,0.6285
rainstreak_raindrop_pie-rd-rain-43.png,pie-norain-43.png,20.91,0.6442
rainstreak_raindrop_pie-rd-rain-431.png,pie-norain-431.png,19.0514,0.6027
rainstreak_raindrop_pie-rd-rain-439.png,pie-norain-439.png,18.9576,0.578
rainstreak_raindrop_pie-rd-rain-445.png,pie-norain-445.png,18.5526,0.562
rainstreak_raindrop_pie-rd-rain-447.png,pie-norain-447.png,19.1679,0.5714
rainstreak_raindrop_pie-rd-rain-449.png,pie-norain-449.png,20.1864,0.6374
rainstreak_raindrop_pie-rd-rain-453.png,pie-norain-453.png,18.7126,0.5264
rainstreak_raindrop_pie-rd-rain-460.png,pie-norain-460.png,18.1187,0.5098
rainstreak_raindrop_pie-rd-rain-461.png,pie-norain-461.png,19.1501,0.6462
rainstreak_raindrop_pie-rd-rain-482.png,pie-norain-482.png,18.4803,0.5738
rainstreak_raindrop_pie-rd-rain-483.png,pie-norain-483.png,18.6245,0.5591
rainstreak_raindrop_pie-rd-rain-487.png,pie-norain-487.png,18.2715,0.5505
rainstreak_raindrop_pie-rd-rain-501.png,pie-norain-501.png,19.2399,0.6378
rainstreak_raindrop_pie-rd-rain-507.png,pie-norain-507.png,18.6795,0.5193
rainstreak_raindrop_pie-rd-rain-510.png,pie-norain-510.png,18.3688,0.56
rainstreak_raindrop_pie-rd-rain-513.png,pie-norain-513.png,20.1393,0.666
rainstreak_raindrop_pie-rd-rain-518.png,pie-norain-518.png,19.1006,0.5453
rainstreak_raindrop_pie-rd-rain-535.png,pie-norain-535.png,19.166,0.4984
rainstreak_raindrop_pie-rd-rain-544.png,pie-norain-544.png,20.0791,0.6551
rainstreak_raindrop_pie-rd-rain-549.png,pie-norain-549.png,19.6475,0.6726
rainstreak_raindrop_pie-rd-rain-555.png,pie-norain-555.png,18.9191,0.529
rainstreak_raindrop_pie-rd-rain-560.png,pie-norain-560.png,20.1853,0.6163
rainstreak_raindrop_pie-rd-rain-561.png,pie-norain-561.png,18.9655,0.4765
rainstreak_raindrop_pie-rd-rain-564.png,pie-norain-564.png,19.9368,0.5793
rainstreak_raindrop_pie-rd-rain-565.png,pie-norain-565.png,20.0096,0.5906
rainstreak_raindrop_pie-rd-rain-566.png,pie-norain-566.png,18.9884,0.4782
rainstreak_raindrop_pie-rd-rain-567.png,pie-norain-567.png,18.5759,0.4831
rainstreak_raindrop_pie-rd-rain-572.png,pie-norain-572.png,18.6335,0.4804
rainstreak_raindrop_pie-rd-rain-580.png,pie-norain-580.png,19.1054,0.5631
rainstreak_raindrop_pie-rd-rain-586.png,pie-norain-586.png,19.7479,0.5804
rainstreak_raindrop_pie-rd-rain-594.png,pie-norain-594.png,18.7713,0.5053
rainstreak_raindrop_pie-rd-rain-598.png,pie-norain-598.png,19.2614,0.5407
rainstreak_raindrop_pie-rd-rain-599.png,pie-norain-599.png,20.0787,0.6372
rainstreak_raindrop_pie-rd-rain-64.png,pie-norain-64.png,19.8028,0.586
rainstreak_raindrop_pie-rd-rain-72.png,pie-norain-72.png,17.9386,0.5566
rainstreak_raindrop_pie-rd-rain-77.png,pie-norain-77.png,18.9821,0.5851
rainstreak_raindrop_pie-rd-rain-79.png,pie-norain-79.png,18.8974,0.5413
rainstreak_raindrop_pie-rd-rain-8.png,pie-norain-8.png,17.7183,0.4671
rainstreak_raindrop_pie-rd-rain-83.png,pie-norain-83.png,20.6424,0.6723
rainstreak_raindrop_pie-rd-rain-84.png,pie-norain-84.png,20.7483,0.6996
rainstreak_raindrop_pie-rd-rain-98.png,pie-norain-98.png,17.2638,0.4798
rainstreak_raindrop_rd-rain-108.png,norain-108.png,18.1685,0.4846
rainstreak_raindrop_rd-rain-153.png,norain-153.png,20.0249,0.7208
rainstreak_raindrop_rd-rain-16.png,norain-16.png,18.0907,0.5321
rainstreak_raindrop_rd-rain-160.png,norain-160.png,19.9668,0.6696
rainstreak_raindrop_rd-rain-161.png,norain-161.png,19.9852,0.7079
rainstreak_raindrop_rd-rain-162.png,norain-162.png,19.8309,0.6762
rainstreak_raindrop_rd-rain-163.png,norain-163.png,20.0114,0.7171
rainstreak_raindrop_rd-rain-164.png,norain-164.png,19.8033,0.7243
rainstreak_raindrop_rd-rain-165.png,norain-165.png,19.9195,0.6671
rainstreak_raindrop_rd-rain-166.png,norain-166.png,19.7103,0.665
rainstreak_raindrop_rd-rain-167.png,norain-167.png,20.0021,0.718
rainstreak_raindrop_rd-rain-168.png,norain-168.png,19.8587,0.675
rainstreak_raindrop_rd-rain-169.png,norain-169.png,19.7614,0.7321
rainstreak_raindrop_rd-rain-180.png,norain-180.png,19.5516,0.7317
rainstreak_raindrop_rd-rain-2.png,norain-2.png,21.3733,0.5233
rainstreak_raindrop_rd-rain-203.png,norain-203.png,19.1526,0.6461
rainstreak_raindrop_rd-rain-237.png,norain-237.png,18.1788,0.5889
rainstreak_raindrop_rd-rain-256.png,norain-256.png,20.3065,0.6841
rainstreak_raindrop_rd-rain-260.png,norain-260.png,18.175,0.6794
rainstreak_raindrop_rd-rain-261.png,norain-261.png,19.0831,0.7407
rainstreak_raindrop_rd-rain-262.png,norain-262.png,19.7602,0.6639
rainstreak_raindrop_rd-rain-263.png,norain-263.png,18.5019,0.6072
rainstreak_raindrop_rd-rain-264.png,norain-264.png,18.823,0.5698
rainstreak_raindrop_rd-rain-265.png,norain-265.png,19.0834,0.5354
rainstreak_raindrop_rd-rain-266.png,norain-266.png,19.6187,0.5706
rainstreak_raindrop_rd-rain-267.png,norain-267.png,18.1256,0.4998
rainstreak_raindrop_rd-rain-268.png,norain-268.png,17.8965,0.5239
rainstreak_raindrop_rd-rain-269.png,norain-269.png,18.5511,0.5992
rainstreak_raindrop_rd-rain-274.png,norain-274.png,18.4888,0.5863
rainstreak_raindrop_rd-rain-305.png,norain-305.png,17.9842,0.5117
rainstreak_raindrop_rd-rain-317.png,norain-317.png,18.9691,0.5782
rainstreak_raindrop_rd-rain-318.png,norain-318.png,18.983,0.5826
rainstreak_raindrop_rd-rain-354.png,norain-354.png,18.0918,0.6502
rainstreak_raindrop_rd-rain-360.png,norain-360.png,18.1452,0.6225
rainstreak_raindrop_rd-rain-361.png,norain-361.png,18.3586,0.6299
rainstreak_raindrop_rd-rain-362.png,norain-362.png,17.7435,0.5164
rainstreak_raindrop_rd-rain-363.png,norain-363.png,18.1486,0.5433
rainstreak_raindrop_rd-rain-364.png,norain-364.png,17.0743,0.5119
rainstreak_raindrop_rd-rain-365.png,norain-365.png,18.1047,0.5988
rainstreak_raindrop_rd-rain-366.png,norain-366.png,17.2138,0.5287
rainstreak_raindrop_rd-rain-367.png,norain-367.png,17.5855,0.5786
rainstreak_raindrop_rd-rain-368.png,norain-368.png,17.5972,0.5851
rainstreak_raindrop_rd-rain-369.png,norain-369.png,17.3865,0.5569
rainstreak_raindrop_rd-rain-377.png,norain-377.png,19.2529,0.6563
rainstreak_raindrop_rd-rain-395.png,norain-395.png,17.5664,0.5609
rainstreak_raindrop_rd-rain-425.png,norain-425.png,18.9074,0.6037
rainstreak_raindrop_rd-rain-436.png,norain-436.png,17.5363,0.589
rainstreak_raindrop_rd-rain-487.png,norain-487.png,18.4986,0.4922
rainstreak_raindrop_rd-rain-488.png,norain-488.png,20.2717,0.6609
rainstreak_raindrop_rd-rain-489.png,norain-489.png,19.0635,0.6074
rainstreak_raindrop_rd-rain-490.png,norain-490.png,18.8759,0.5453
rainstreak_raindrop_rd-rain-491.png,norain-491.png,18.6084,0.5172
rainstreak_raindrop_rd-rain-492.png,norain-492.png,18.9763,0.5333
rainstreak_raindrop_rd-rain-493.png,norain-493.png,19.2153,0.5592
rainstreak_raindrop_rd-rain-494.png,norain-494.png,18.5517,0.6598
rainstreak_raindrop_rd-rain-495.png,norain-495.png,18.1374,0.5653
rainstreak_raindrop_rd-rain-496.png,norain-496.png,19.2174,0.5937
rainstreak_raindrop_rd-rain-497.png,norain-497.png,19.2879,0.5179
rainstreak_raindrop_rd-rain-498.png,norain-498.png,18.9142,0.5063
rainstreak_raindrop_rd-rain-499.png,norain-499.png,18.8671,0.4983
rainstreak_raindrop_rd-rain-50.png,norain-50.png,18.1148,0.5185
rainstreak_raindrop_rd-rain-500.png,norain-500.png,17.6824,0.4615
rainstreak_raindrop_rd-rain-501.png,norain-501.png,19.1893,0.5595
rainstreak_raindrop_rd-rain-502.png,norain-502.png,17.7556,0.5057
rainstreak_raindrop_rd-rain-503.png,norain-503.png,18.4171,0.5367
rainstreak_raindrop_rd-rain-504.png,norain-504.png,18.5814,0.4968
rainstreak_raindrop_rd-rain-505.png,norain-505.png,18.6778,0.5469
rainstreak_raindrop_rd-rain-506.png,norain-506.png,18.8879,0.5071
rainstreak_raindrop_rd-rain-507.png,norain-507.png,17.764,0.4582
rainstreak_raindrop_rd-rain-508.png,norain-508.png,18.0258,0.4374
rainstreak_raindrop_rd-rain-509.png,norain-509.png,18.926,0.533
rainstreak_raindrop_rd-rain-510.png,norain-510.png,16.8224,0.4347
rainstreak_raindrop_rd-rain-511.png,norain-511.png,18.3114,0.5162
rainstreak_raindrop_rd-rain-512.png,norain-512.png,17.6807,0.5028
rainstreak_raindrop_rd-rain-513.png,norain-513.png,18.0793,0.5531
rainstreak_raindrop_rd-rain-514.png,norain-514.png,16.406,0.4402
rainstreak_raindrop_rd-rain-515.png,norain-515.png,19.2453,0.5725
rainstreak_raindrop_rd-rain-516.png,norain-516.png,18.2673,0.5401
rainstreak_raindrop_rd-rain-517.png,norain-517.png,17.1716,0.4545
rainstreak_raindrop_rd-rain-518.png,norain-518.png,16.8729,0.5229
rainstreak_raindrop_rd-rain-519.png,norain-519.png,17.9663,0.5372
rainstreak_raindrop_rd-rain-520.png,norain-520.png,17.9398,0.4991
rainstreak_raindrop_rd-rain-521.png,norain-521.png,16.5072,0.4556
rainstreak_raindrop_rd-rain-522.png,norain-522.png,19.5455,0.5834
rainstreak_raindrop_rd-rain-523.png,norain-523.png,19.0934,0.5534
rainstreak_raindrop_rd-rain-524.png,norain-524.png,18.9739,0.5484
rainstreak_raindrop_rd-rain-525.png,norain-525.png,17.5411,0.5039
rainstreak_raindrop_rd-rain-60.png,norain-60.png,19.357,0.5718
rainstreak_raindrop_rd-rain-61.png,norain-61.png,19.9202,0.5331
rainstreak_raindrop_rd-rain-62.png,norain-62.png,20.1672,0.5549
rainstreak_raindrop_rd-rain-63.png,norain-63.png,20.2174,0.5668
rainstreak_raindrop_rd-rain-64.png,norain-64.png,19.5491,0.5131
rainstreak_raindrop_rd-rain-65.png,norain-65.png,18.6955,0.4827
rainstreak_raindrop_rd-rain-66.png,norain-66.png,19.6471,0.5551
rainstreak_raindrop_rd-rain-67.png,norain-67.png,19.3447,0.582
rainstreak_raindrop_rd-rain-68.png,norain-68.png,19.188,0.5249
rainstreak_raindrop_rd-rain-69.png,norain-69.png,19.3025,0.5385
rainstreak_raindrop_rd-rain-70.png,norain-70.png,19.0645,0.5783
rainstreak_raindrop_rd-rain-74.png,norain-74.png,19.1207,0.6224
rainstreak_raindrop_rd-rain-89.png,norain-89.png,20.4109,0.5999
